$TagName,V4::DPU1005.HW.AI010106.PV,V4::DPU1005.HW.AI020106.PV
$Time,Data(Quality),Data(Quality)
@2026-03-19 20:00:00,-0.003588(GOOD),0.003935(GOOD)
@2026-03-19 20:01:00,-0.003688(GOOD),0.003935(GOOD)
@2026-03-19 20:02:00,-0.003588(GOOD),0.003935(GOOD)
@2026-03-19 20:03:00,-0.003688(GOOD),0.004335(GOOD)
@2026-03-19 20:04:00,-0.003188(GOOD),0.004335(GOOD)
@2026-03-19 20:05:00,-0.003188(GOOD),0.004335(GOOD)
@2026-03-19 20:06:00,-0.003588(GOOD),0.003935(GOOD)
@2026-03-19 20:07:00,-0.003588(GOOD),0.003935(GOOD)
@2026-03-19 20:08:00,-0.003688(GOOD),0.004335(GOOD)
@2026-03-19 20:09:00,-0.003688(GOOD),0.004335(GOOD)
@2026-03-19 20:10:00,-0.003188(GOOD),0.004435(GOOD)
@2026-03-19 20:11:00,-0.003188(GOOD),0.003935(GOOD)
@2026-03-19 20:12:00,-0.003188(GOOD),0.004335(GOOD)
@2026-03-19 20:13:00,-0.003688(GOOD),0.004735(GOOD)
@2026-03-19 20:14:00,-0.003188(GOOD),0.004435(GOOD)
@2026-03-19 20:15:00,-0.003704(GOOD),0.004282(GOOD)
@2026-03-19 20:16:00,-0.003704(GOOD),0.004282(GOOD)
@2026-03-19 20:17:00,-0.003204(GOOD),0.004382(GOOD)
@2026-03-19 20:18:00,-0.003604(GOOD),0.004282(GOOD)
@2026-03-19 20:19:00,-0.003604(GOOD),0.004282(GOOD)
@2026-03-19 20:20:00,-0.003704(GOOD),0.004282(GOOD)
@2026-03-19 20:21:00,-0.003704(GOOD),0.004282(GOOD)
@2026-03-19 20:22:00,-0.003704(GOOD),0.003882(GOOD)
@2026-03-19 20:23:00,-0.003204(GOOD),0.004282(GOOD)
@2026-03-19 20:24:00,-0.003604(GOOD),0.004282(GOOD)
@2026-03-19 20:25:00,-0.003704(GOOD),0.004382(GOOD)
@2026-03-19 20:26:00,-0.003204(GOOD),0.004282(GOOD)
@2026-03-19 20:27:00,-0.003604(GOOD),0.004282(GOOD)
@2026-03-19 20:28:00,-0.003604(GOOD),0.003882(GOOD)
@2026-03-19 20:29:00,-0.003704(GOOD),0.004282(GOOD)
@2026-03-19 20:30:00,-0.003241(GOOD),0.003935(GOOD)
@2026-03-19 20:31:00,-0.003241(GOOD),0.004335(GOOD)
@2026-03-19 20:32:00,-0.003641(GOOD),0.003935(GOOD)
@2026-03-19 20:33:00,-0.003641(GOOD),0.004335(GOOD)
@2026-03-19 20:34:00,-0.003741(GOOD),0.003935(GOOD)
@2026-03-19 20:35:00,-0.003241(GOOD),0.004335(GOOD)
@2026-03-19 20:36:00,-0.003241(GOOD),0.004335(GOOD)
@2026-03-19 20:37:00,-0.003241(GOOD),0.004335(GOOD)
@2026-03-19 20:38:00,-0.003241(GOOD),0.004335(GOOD)
@2026-03-19 20:39:00,-0.003241(GOOD),0.004335(GOOD)
@2026-03-19 20:40:00,-0.003241(GOOD),0.004335(GOOD)
@2026-03-19 20:41:00,-0.003241(GOOD),0.004335(GOOD)
@2026-03-19 20:42:00,-0.003741(GOOD),0.004335(GOOD)
@2026-03-19 20:43:00,-0.003741(GOOD),0.004335(GOOD)
@2026-03-19 20:44:00,-0.003241(GOOD),0.003935(GOOD)
@2026-03-19 20:45:00,-0.003241(GOOD),0.004282(GOOD)
@2026-03-19 20:46:00,-0.003241(GOOD),0.004282(GOOD)
@2026-03-19 20:47:00,-0.003241(GOOD),0.004282(GOOD)
@2026-03-19 20:48:00,-0.003641(GOOD),0.003882(GOOD)
@2026-03-19 20:49:00,-0.003241(GOOD),0.004282(GOOD)
@2026-03-19 20:50:00,-0.003741(GOOD),0.004282(GOOD)
@2026-03-19 20:51:00,-0.003641(GOOD),0.003882(GOOD)
@2026-03-19 20:52:00,-0.003241(GOOD),0.004282(GOOD)
@2026-03-19 20:53:00,-0.003641(GOOD),0.003882(GOOD)
@2026-03-19 20:54:00,-0.002941(GOOD),0.004282(GOOD)
@2026-03-19 20:55:00,-0.003741(GOOD),0.004682(GOOD)
@2026-03-19 20:56:00,-0.003241(GOOD),0.004282(GOOD)
@2026-03-19 20:57:00,-0.003241(GOOD),0.004282(GOOD)
@2026-03-19 20:58:00,-0.003241(GOOD),0.004282(GOOD)
@2026-03-19 20:59:00,-0.003741(GOOD),0.004382(GOOD)
@2026-03-19 21:00:00,-0.003588(GOOD),0.004630(GOOD)
@2026-03-19 21:01:00,-0.003688(GOOD),0.004330(GOOD)
@2026-03-19 21:02:00,-0.003588(GOOD),0.004330(GOOD)
@2026-03-19 21:03:00,-0.003188(GOOD),0.004330(GOOD)
@2026-03-19 21:04:00,-0.003188(GOOD),0.004330(GOOD)
@2026-03-19 21:05:00,-0.003188(GOOD),0.003930(GOOD)
@2026-03-19 21:06:00,-0.003188(GOOD),0.004330(GOOD)
@2026-03-19 21:07:00,-0.003688(GOOD),0.004330(GOOD)
@2026-03-19 21:08:00,-0.003688(GOOD),0.004430(GOOD)
@2026-03-19 21:09:00,-0.003588(GOOD),0.004330(GOOD)
@2026-03-19 21:10:00,-0.003188(GOOD),0.004330(GOOD)
@2026-03-19 21:11:00,-0.003688(GOOD),0.003930(GOOD)
@2026-03-19 21:12:00,-0.003188(GOOD),0.003930(GOOD)
@2026-03-19 21:13:00,-0.003188(GOOD),0.004330(GOOD)
@2026-03-19 21:14:00,-0.003588(GOOD),0.004330(GOOD)
@2026-03-19 21:15:00,-0.003704(GOOD),0.003935(GOOD)
@2026-03-19 21:16:00,-0.003704(GOOD),0.003935(GOOD)
@2026-03-19 21:17:00,-0.003204(GOOD),0.004435(GOOD)
@2026-03-19 21:18:00,-0.003204(GOOD),0.004335(GOOD)
@2026-03-19 21:19:00,-0.003204(GOOD),0.003935(GOOD)
@2026-03-19 21:20:00,-0.003604(GOOD),0.004335(GOOD)
@2026-03-19 21:21:00,-0.003204(GOOD),0.004335(GOOD)
@2026-03-19 21:22:00,-0.003604(GOOD),0.004435(GOOD)
@2026-03-19 21:23:00,-0.003204(GOOD),0.004335(GOOD)
@2026-03-19 21:24:00,-0.003604(GOOD),0.004335(GOOD)
@2026-03-19 21:25:00,-0.003704(GOOD),0.004335(GOOD)
@2026-03-19 21:26:00,-0.003704(GOOD),0.004335(GOOD)
@2026-03-19 21:27:00,-0.003704(GOOD),0.004335(GOOD)
@2026-03-19 21:28:00,-0.003604(GOOD),0.004335(GOOD)
@2026-03-19 21:29:00,-0.003204(GOOD),0.004435(GOOD)
@2026-03-19 21:30:00,-0.003241(GOOD),0.004282(GOOD)
@2026-03-19 21:31:00,-0.003741(GOOD),0.004282(GOOD)
@2026-03-19 21:32:00,-0.003641(GOOD),0.003882(GOOD)
@2026-03-19 21:33:00,-0.003241(GOOD),0.004282(GOOD)
@2026-03-19 21:34:00,-0.003641(GOOD),0.003882(GOOD)
@2026-03-19 21:35:00,-0.003741(GOOD),0.004282(GOOD)
@2026-03-19 21:36:00,-0.003641(GOOD),0.004682(GOOD)
@2026-03-19 21:37:00,-0.003241(GOOD),0.004282(GOOD)
@2026-03-19 21:38:00,-0.003241(GOOD),0.003882(GOOD)
@2026-03-19 21:39:00,-0.003641(GOOD),0.004282(GOOD)
@2026-03-19 21:40:00,-0.003241(GOOD),0.004382(GOOD)
@2026-03-19 21:41:00,-0.003241(GOOD),0.004282(GOOD)
@2026-03-19 21:42:00,-0.003241(GOOD),0.003882(GOOD)
@2026-03-19 21:43:00,-0.003741(GOOD),0.003882(GOOD)
@2026-03-19 21:44:00,-0.003241(GOOD),0.004282(GOOD)
@2026-03-19 21:45:00,-0.003241(GOOD),0.004282(GOOD)
@2026-03-19 21:46:00,-0.003741(GOOD),0.004282(GOOD)
@2026-03-19 21:47:00,-0.003241(GOOD),0.003882(GOOD)
@2026-03-19 21:48:00,-0.003741(GOOD),0.004682(GOOD)
@2026-03-19 21:49:00,-0.003241(GOOD),0.004682(GOOD)
@2026-03-19 21:50:00,-0.003641(GOOD),0.004282(GOOD)
@2026-03-19 21:51:00,-0.003241(GOOD),0.004682(GOOD)
@2026-03-19 21:52:00,-0.003741(GOOD),0.004382(GOOD)
@2026-03-19 21:53:00,-0.003641(GOOD),0.003882(GOOD)
@2026-03-19 21:54:00,-0.003241(GOOD),0.004682(GOOD)
@2026-03-19 21:55:00,-0.003241(GOOD),0.004282(GOOD)
@2026-03-19 21:56:00,-0.003741(GOOD),0.004282(GOOD)
@2026-03-19 21:57:00,-0.003241(GOOD),0.004382(GOOD)
@2026-03-19 21:58:00,-0.003641(GOOD),0.003882(GOOD)
@2026-03-19 21:59:00,-0.003241(GOOD),0.004282(GOOD)
@2026-03-19 22:00:00,-0.003704(GOOD),0.003935(GOOD)
@2026-03-19 22:01:00,-0.003704(GOOD),0.004335(GOOD)
@2026-03-19 22:02:00,-0.003204(GOOD),0.004735(GOOD)
@2026-03-19 22:03:00,-0.003204(GOOD),0.004735(GOOD)
@2026-03-19 22:04:00,-0.003604(GOOD),0.004335(GOOD)
@2026-03-19 22:05:00,-0.003204(GOOD),0.004435(GOOD)
@2026-03-19 22:06:00,-0.003204(GOOD),0.004435(GOOD)
@2026-03-19 22:07:00,-0.003704(GOOD),0.004335(GOOD)
@2026-03-19 22:08:00,-0.003204(GOOD),0.004335(GOOD)
@2026-03-19 22:09:00,-0.003704(GOOD),0.004335(GOOD)
@2026-03-19 22:10:00,-0.003604(GOOD),0.003935(GOOD)
@2026-03-19 22:11:00,-0.003604(GOOD),0.004335(GOOD)
@2026-03-19 22:12:00,-0.003704(GOOD),0.004335(GOOD)
@2026-03-19 22:13:00,-0.003204(GOOD),0.004435(GOOD)
@2026-03-19 22:14:00,-0.003704(GOOD),0.004735(GOOD)
@2026-03-19 22:15:00,-0.003588(GOOD),0.003935(GOOD)
@2026-03-19 22:16:00,-0.003188(GOOD),0.004435(GOOD)
@2026-03-19 22:17:00,-0.003188(GOOD),0.004335(GOOD)
@2026-03-19 22:18:00,-0.003688(GOOD),0.004735(GOOD)
@2026-03-19 22:19:00,-0.003188(GOOD),0.004335(GOOD)
@2026-03-19 22:20:00,-0.003588(GOOD),0.003935(GOOD)
@2026-03-19 22:21:00,-0.003188(GOOD),0.003935(GOOD)
@2026-03-19 22:22:00,-0.003688(GOOD),0.004335(GOOD)
@2026-03-19 22:23:00,-0.003188(GOOD),0.004435(GOOD)
@2026-03-19 22:24:00,-0.003588(GOOD),0.004335(GOOD)
@2026-03-19 22:25:00,-0.003688(GOOD),0.004335(GOOD)
@2026-03-19 22:26:00,-0.003688(GOOD),0.004735(GOOD)
@2026-03-19 22:27:00,-0.003688(GOOD),0.003935(GOOD)
@2026-03-19 22:28:00,-0.003188(GOOD),0.004335(GOOD)
@2026-03-19 22:29:00,-0.003688(GOOD),0.004435(GOOD)
@2026-03-19 22:30:00,-0.003588(GOOD),0.004282(GOOD)
@2026-03-19 22:31:00,-0.003188(GOOD),0.004282(GOOD)
@2026-03-19 22:32:00,-0.003588(GOOD),0.004282(GOOD)
@2026-03-19 22:33:00,-0.003688(GOOD),0.003882(GOOD)
@2026-03-19 22:34:00,-0.003188(GOOD),0.004282(GOOD)
@2026-03-19 22:35:00,-0.003188(GOOD),0.004682(GOOD)
@2026-03-19 22:36:00,-0.003688(GOOD),0.003882(GOOD)
@2026-03-19 22:37:00,-0.003588(GOOD),0.004282(GOOD)
@2026-03-19 22:38:00,-0.003188(GOOD),0.004382(GOOD)
@2026-03-19 22:39:00,-0.003188(GOOD),0.004282(GOOD)
@2026-03-19 22:40:00,-0.003588(GOOD),0.004282(GOOD)
@2026-03-19 22:41:00,-0.003588(GOOD),0.004282(GOOD)
@2026-03-19 22:42:00,-0.003688(GOOD),0.003882(GOOD)
@2026-03-19 22:43:00,-0.003188(GOOD),0.004382(GOOD)
@2026-03-19 22:44:00,-0.003688(GOOD),0.003882(GOOD)
@2026-03-19 22:45:00,-0.003241(GOOD),0.003935(GOOD)
@2026-03-19 22:46:00,-0.003241(GOOD),0.004335(GOOD)
@2026-03-19 22:47:00,-0.003241(GOOD),0.004735(GOOD)
@2026-03-19 22:48:00,-0.003641(GOOD),0.004735(GOOD)
@2026-03-19 22:49:00,-0.003741(GOOD),0.004335(GOOD)
@2026-03-19 22:50:00,-0.003241(GOOD),0.004335(GOOD)
@2026-03-19 22:51:00,-0.003241(GOOD),0.004335(GOOD)
@2026-03-19 22:52:00,-0.003641(GOOD),0.004335(GOOD)
@2026-03-19 22:53:00,-0.003241(GOOD),0.003935(GOOD)
@2026-03-19 22:54:00,-0.003241(GOOD),0.004335(GOOD)
@2026-03-19 22:55:00,-0.003741(GOOD),0.004335(GOOD)
@2026-03-19 22:56:00,-0.003641(GOOD),0.004735(GOOD)
@2026-03-19 22:57:00,-0.003241(GOOD),0.003935(GOOD)
@2026-03-19 22:58:00,-0.003441(GOOD),0.004335(GOOD)
@2026-03-19 22:59:00,-0.003741(GOOD),0.003935(GOOD)
@2026-03-19 23:00:00,-0.003588(GOOD),0.004282(GOOD)
@2026-03-19 23:01:00,-0.003688(GOOD),0.003882(GOOD)
@2026-03-19 23:02:00,-0.003588(GOOD),0.004282(GOOD)
@2026-03-19 23:03:00,-0.003688(GOOD),0.003882(GOOD)
@2026-03-19 23:04:00,-0.003188(GOOD),0.004282(GOOD)
@2026-03-19 23:05:00,-0.003688(GOOD),0.003882(GOOD)
@2026-03-19 23:06:00,-0.003688(GOOD),0.003882(GOOD)
@2026-03-19 23:07:00,-0.003688(GOOD),0.003882(GOOD)
@2026-03-19 23:08:00,-0.003688(GOOD),0.003882(GOOD)
@2026-03-19 23:09:00,-0.003188(GOOD),0.004582(GOOD)
@2026-03-19 23:10:00,-0.003188(GOOD),0.003882(GOOD)
@2026-03-19 23:11:00,-0.003688(GOOD),0.004282(GOOD)
@2026-03-19 23:12:00,-0.003688(GOOD),0.004282(GOOD)
@2026-03-19 23:13:00,-0.003188(GOOD),0.004282(GOOD)
@2026-03-19 23:14:00,-0.003188(GOOD),0.004282(GOOD)
@2026-03-19 23:15:00,-0.003704(GOOD),0.003935(GOOD)
@2026-03-19 23:16:00,-0.003604(GOOD),0.004335(GOOD)
@2026-03-19 23:17:00,-0.003204(GOOD),0.004335(GOOD)
@2026-03-19 23:18:00,-0.003704(GOOD),0.004335(GOOD)
@2026-03-19 23:19:00,-0.003704(GOOD),0.004335(GOOD)
@2026-03-19 23:20:00,-0.003204(GOOD),0.004435(GOOD)
@2026-03-19 23:21:00,-0.003704(GOOD),0.004335(GOOD)
@2026-03-19 23:22:00,-0.003704(GOOD),0.004335(GOOD)
@2026-03-19 23:23:00,-0.003204(GOOD),0.004735(GOOD)
@2026-03-19 23:24:00,-0.003204(GOOD),0.004435(GOOD)
@2026-03-19 23:25:00,-0.003704(GOOD),0.004335(GOOD)
@2026-03-19 23:26:00,-0.003604(GOOD),0.003935(GOOD)
@2026-03-19 23:27:00,-0.003604(GOOD),0.004335(GOOD)
@2026-03-19 23:28:00,-0.003704(GOOD),0.004335(GOOD)
@2026-03-19 23:29:00,-0.003704(GOOD),0.004335(GOOD)
@2026-03-19 23:30:00,-0.003241(GOOD),0.004282(GOOD)
@2026-03-19 23:31:00,-0.003641(GOOD),0.004282(GOOD)
@2026-03-19 23:32:00,-0.003741(GOOD),0.004282(GOOD)
@2026-03-19 23:33:00,-0.003641(GOOD),0.004282(GOOD)
@2026-03-19 23:34:00,-0.003641(GOOD),0.004282(GOOD)
@2026-03-19 23:35:00,-0.003241(GOOD),0.004282(GOOD)
@2026-03-19 23:36:00,-0.003741(GOOD),0.004682(GOOD)
@2026-03-19 23:37:00,-0.003741(GOOD),0.004382(GOOD)
@2026-03-19 23:38:00,-0.003741(GOOD),0.004282(GOOD)
@2026-03-19 23:39:00,-0.003741(GOOD),0.004382(GOOD)
@2026-03-19 23:40:00,-0.003741(GOOD),0.004282(GOOD)
@2026-03-19 23:41:00,-0.003641(GOOD),0.004682(GOOD)
@2026-03-19 23:42:00,-0.003741(GOOD),0.004282(GOOD)
@2026-03-19 23:43:00,-0.003741(GOOD),0.004382(GOOD)
@2026-03-19 23:44:00,-0.003241(GOOD),0.004282(GOOD)
@2026-03-19 23:45:00,-0.003704(GOOD),0.004630(GOOD)
@2026-03-19 23:46:00,-0.003704(GOOD),0.004730(GOOD)
@2026-03-19 23:47:00,-0.003604(GOOD),0.004330(GOOD)
@2026-03-19 23:48:00,-0.004104(GOOD),0.004330(GOOD)
@2026-03-19 23:49:00,-0.003204(GOOD),0.004330(GOOD)
@2026-03-19 23:50:00,-0.003704(GOOD),0.004730(GOOD)
@2026-03-19 23:51:00,-0.003604(GOOD),0.003930(GOOD)
@2026-03-19 23:52:00,-0.003704(GOOD),0.004430(GOOD)
@2026-03-19 23:53:00,-0.003704(GOOD),0.004430(GOOD)
@2026-03-19 23:54:00,-0.004104(GOOD),0.004330(GOOD)
@2026-03-19 23:55:00,-0.003204(GOOD),0.004330(GOOD)
@2026-03-19 23:56:00,-0.003604(GOOD),0.004330(GOOD)
@2026-03-19 23:57:00,-0.003604(GOOD),0.004430(GOOD)
@2026-03-19 23:58:00,-0.003204(GOOD),0.004330(GOOD)
@2026-03-19 23:59:00,-0.003204(GOOD),0.004330(GOOD)
