$TagName,V4::DPU1005.HW.AI010106.PV,V4::DPU1005.HW.AI020106.PV
$Time,Data(Quality),Data(Quality)
@2026-05-05 10:00:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:01:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:02:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:03:00,-0.010301(GOOD),0.003888(GOOD)
@2026-05-05 10:04:00,-0.010801(GOOD),0.003588(GOOD)
@2026-05-05 10:05:00,-0.010601(GOOD),0.003888(GOOD)
@2026-05-05 10:06:00,-0.010601(GOOD),0.003588(GOOD)
@2026-05-05 10:07:00,-0.010301(GOOD),0.003888(GOOD)
@2026-05-05 10:08:00,-0.010301(GOOD),0.003888(GOOD)
@2026-05-05 10:09:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:10:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:11:00,-0.010801(GOOD),0.003588(GOOD)
@2026-05-05 10:12:00,-0.010801(GOOD),0.003888(GOOD)
@2026-05-05 10:13:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:14:00,-0.010001(GOOD),0.003488(GOOD)
@2026-05-05 10:15:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:16:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:17:00,-0.010301(GOOD),0.003888(GOOD)
@2026-05-05 10:18:00,-0.010801(GOOD),0.003588(GOOD)
@2026-05-05 10:19:00,-0.011901(GOOD),0.003588(GOOD)
@2026-05-05 10:20:00,-0.010801(GOOD),0.003588(GOOD)
@2026-05-05 10:21:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:22:00,-0.011101(GOOD),0.003588(GOOD)
@2026-05-05 10:23:00,-0.011101(GOOD),0.003588(GOOD)
@2026-05-05 10:24:00,-0.011501(GOOD),0.003588(GOOD)
@2026-05-05 10:25:00,-0.011101(GOOD),0.003888(GOOD)
@2026-05-05 10:26:00,-0.010301(GOOD),0.003888(GOOD)
@2026-05-05 10:27:00,-0.010001(GOOD),0.003588(GOOD)
@2026-05-05 10:28:00,-0.010801(GOOD),0.003588(GOOD)
@2026-05-05 10:29:00,-0.010301(GOOD),0.003888(GOOD)
@2026-05-05 10:30:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:31:00,-0.010001(GOOD),0.003588(GOOD)
@2026-05-05 10:32:00,-0.010801(GOOD),0.003588(GOOD)
@2026-05-05 10:33:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:34:00,-0.010601(GOOD),0.003588(GOOD)
@2026-05-05 10:35:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:36:00,-0.010801(GOOD),0.003588(GOOD)
@2026-05-05 10:37:00,-0.011101(GOOD),0.003888(GOOD)
@2026-05-05 10:38:00,-0.011101(GOOD),0.003588(GOOD)
@2026-05-05 10:39:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:40:00,-0.010001(GOOD),0.003588(GOOD)
@2026-05-05 10:41:00,-0.010601(GOOD),0.003888(GOOD)
@2026-05-05 10:42:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:43:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:44:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:45:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:46:00,-0.010801(GOOD),0.003088(GOOD)
@2026-05-05 10:47:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:48:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:49:00,-0.010801(GOOD),0.003588(GOOD)
@2026-05-05 10:50:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:51:00,-0.010301(GOOD),0.003588(GOOD)
@2026-05-05 10:52:00,-0.010001(GOOD),0.003588(GOOD)
@2026-05-05 10:53:00,-0.011101(GOOD),0.003888(GOOD)
@2026-05-05 10:54:00,-0.010601(GOOD),0.003588(GOOD)
@2026-05-05 10:55:00,-0.010601(GOOD),0.003888(GOOD)
@2026-05-05 10:56:00,-0.009601(GOOD),0.003588(GOOD)
@2026-05-05 10:57:00,-0.010601(GOOD),0.003588(GOOD)
@2026-05-05 10:58:00,-0.011101(GOOD),0.003588(GOOD)
@2026-05-05 10:59:00,-0.011101(GOOD),0.003488(GOOD)
@2026-05-05 11:00:00,-0.011111(GOOD),0.003588(GOOD)
@2026-05-05 11:01:00,-0.011111(GOOD),0.003588(GOOD)
@2026-05-05 11:02:00,-0.010811(GOOD),0.003088(GOOD)
@2026-05-05 11:03:00,-0.006811(GOOD),0.003588(GOOD)
@2026-05-05 11:04:00,-0.006411(GOOD),0.003588(GOOD)
@2026-05-05 11:05:00,-0.007611(GOOD),0.003588(GOOD)
@2026-05-05 11:06:00,-0.007911(GOOD),0.003588(GOOD)
@2026-05-05 11:07:00,-0.007211(GOOD),0.003588(GOOD)
@2026-05-05 11:08:00,-0.007211(GOOD),0.003588(GOOD)
@2026-05-05 11:09:00,-0.007211(GOOD),0.003888(GOOD)
@2026-05-05 11:10:00,-0.007611(GOOD),0.003588(GOOD)
@2026-05-05 11:11:00,-0.007611(GOOD),0.003588(GOOD)
@2026-05-05 11:12:00,-0.007511(GOOD),0.003088(GOOD)
@2026-05-05 11:13:00,-0.007611(GOOD),0.003588(GOOD)
@2026-05-05 11:14:00,-0.007611(GOOD),0.003588(GOOD)
@2026-05-05 11:15:00,-0.007639(GOOD),0.003588(GOOD)
@2026-05-05 11:16:00,-0.007239(GOOD),0.003888(GOOD)
@2026-05-05 11:17:00,-0.007539(GOOD),0.003588(GOOD)
@2026-05-05 11:18:00,-0.007539(GOOD),0.003588(GOOD)
@2026-05-05 11:19:00,-0.011939(GOOD),0.003488(GOOD)
@2026-05-05 11:20:00,-0.011939(GOOD),0.003488(GOOD)
@2026-05-05 11:21:00,-0.009139(GOOD),0.003588(GOOD)
@2026-05-05 11:22:00,-0.008839(GOOD),0.003588(GOOD)
@2026-05-05 11:23:00,-0.008839(GOOD),0.003588(GOOD)
@2026-05-05 11:24:00,-0.011639(GOOD),0.003588(GOOD)
@2026-05-05 11:25:00,-0.011139(GOOD),0.003888(GOOD)
@2026-05-05 11:26:00,-0.010839(GOOD),0.003588(GOOD)
@2026-05-05 11:27:00,-0.010339(GOOD),0.003588(GOOD)
@2026-05-05 11:28:00,-0.010339(GOOD),0.003588(GOOD)
@2026-05-05 11:29:00,-0.009539(GOOD),0.003588(GOOD)
@2026-05-05 11:30:00,-0.012269(GOOD),0.003588(GOOD)
@2026-05-05 11:31:00,-0.012269(GOOD),0.003488(GOOD)
@2026-05-05 11:32:00,-0.009569(GOOD),0.003588(GOOD)
@2026-05-05 11:33:00,-0.008269(GOOD),0.003588(GOOD)
@2026-05-05 11:34:00,-0.009469(GOOD),0.003588(GOOD)
@2026-05-05 11:35:00,-0.009469(GOOD),0.003588(GOOD)
@2026-05-05 11:36:00,-0.011069(GOOD),0.003088(GOOD)
@2026-05-05 11:37:00,-0.011869(GOOD),0.003588(GOOD)
@2026-05-05 11:38:00,-0.008769(GOOD),0.003588(GOOD)
@2026-05-05 11:39:00,-0.008769(GOOD),0.003088(GOOD)
@2026-05-05 11:40:00,-0.008669(GOOD),0.003588(GOOD)
@2026-05-05 11:41:00,-0.009069(GOOD),0.003088(GOOD)
@2026-05-05 11:42:00,-0.008269(GOOD),0.003888(GOOD)
@2026-05-05 11:43:00,-0.009469(GOOD),0.003588(GOOD)
@2026-05-05 11:44:00,-0.009569(GOOD),0.003488(GOOD)
@2026-05-05 11:45:00,-0.011111(GOOD),0.003125(GOOD)
@2026-05-05 11:46:00,-0.011111(GOOD),0.003525(GOOD)
@2026-05-05 11:47:00,-0.011311(GOOD),0.003625(GOOD)
@2026-05-05 11:48:00,-0.009111(GOOD),0.003125(GOOD)
@2026-05-05 11:49:00,-0.011111(GOOD),0.003125(GOOD)
@2026-05-05 11:50:00,-0.008811(GOOD),0.003625(GOOD)
@2026-05-05 11:51:00,-0.008811(GOOD),0.003625(GOOD)
@2026-05-05 11:52:00,-0.008811(GOOD),0.003125(GOOD)
@2026-05-05 11:53:00,-0.008311(GOOD),0.003125(GOOD)
@2026-05-05 11:54:00,-0.008311(GOOD),0.003625(GOOD)
@2026-05-05 11:55:00,-0.008811(GOOD),0.003125(GOOD)
@2026-05-05 11:56:00,-0.008811(GOOD),0.003125(GOOD)
@2026-05-05 11:57:00,-0.009111(GOOD),0.003125(GOOD)
@2026-05-05 11:58:00,-0.008311(GOOD),0.003125(GOOD)
@2026-05-05 11:59:00,-0.008811(GOOD),0.003125(GOOD)
@2026-05-05 12:00:00,-0.009144(GOOD),0.003125(GOOD)
@2026-05-05 12:01:00,-0.008844(GOOD),0.003125(GOOD)
@2026-05-05 12:02:00,0.048556(GOOD),0.002825(GOOD)
@2026-05-05 12:03:00,-0.008344(GOOD),0.002825(GOOD)
@2026-05-05 12:04:00,-0.008844(GOOD),0.003125(GOOD)
@2026-05-05 12:05:00,0.062256(GOOD),0.002825(GOOD)
@2026-05-05 12:06:00,0.050956(GOOD),0.003125(GOOD)
