$TagName,V4::DPU1005.HW.AI010106.PV,V4::DPU1005.HW.AI020106.PV
$Time,Data(Quality),Data(Quality)
@2026-05-27 10:00:00,0.126852(GOOD),0.001968(GOOD)
@2026-05-27 10:01:00,0.110752(GOOD),0.001968(GOOD)
@2026-05-27 10:02:00,0.107252(GOOD),0.001568(GOOD)
@2026-05-27 10:03:00,0.110752(GOOD),0.001568(GOOD)
@2026-05-27 10:04:00,0.113052(GOOD),0.001568(GOOD)
@2026-05-27 10:05:00,0.095452(GOOD),0.001568(GOOD)
@2026-05-27 10:06:00,0.115352(GOOD),0.001568(GOOD)
@2026-05-27 10:07:00,0.122452(GOOD),0.001568(GOOD)
@2026-05-27 10:08:00,0.112252(GOOD),0.001568(GOOD)
@2026-05-27 10:09:00,0.115352(GOOD),0.001568(GOOD)
@2026-05-27 10:10:00,0.124052(GOOD),0.001268(GOOD)
@2026-05-27 10:11:00,0.123652(GOOD),0.001268(GOOD)
@2026-05-27 10:12:00,0.132252(GOOD),0.001168(GOOD)
@2026-05-27 10:13:00,0.127952(GOOD),0.001568(GOOD)
@2026-05-27 10:14:00,0.124852(GOOD),0.001168(GOOD)
@2026-05-27 10:15:00,0.120139(GOOD),0.001157(GOOD)
@2026-05-27 10:16:00,0.121839(GOOD),0.001157(GOOD)
@2026-05-27 10:17:00,0.118639(GOOD),0.001157(GOOD)
@2026-05-27 10:18:00,0.124139(GOOD),0.001157(GOOD)
@2026-05-27 10:19:00,0.110039(GOOD),0.001257(GOOD)
@2026-05-27 10:20:00,0.112339(GOOD),0.001157(GOOD)
@2026-05-27 10:21:00,0.124139(GOOD),0.001157(GOOD)
@2026-05-27 10:22:00,0.115439(GOOD),0.001157(GOOD)
@2026-05-27 10:23:00,0.095539(GOOD),0.000757(GOOD)
@2026-05-27 10:24:00,0.110839(GOOD),0.001157(GOOD)
@2026-05-27 10:25:00,0.103439(GOOD),0.001157(GOOD)
@2026-05-27 10:26:00,0.108439(GOOD),0.000757(GOOD)
@2026-05-27 10:27:00,0.099339(GOOD),0.001157(GOOD)
@2026-05-27 10:28:00,0.112339(GOOD),0.001157(GOOD)
@2026-05-27 10:29:00,0.105239(GOOD),0.000757(GOOD)
@2026-05-27 10:30:00,0.098958(GOOD),0.000463(GOOD)
@2026-05-27 10:31:00,0.107558(GOOD),0.000763(GOOD)
@2026-05-27 10:32:00,0.099358(GOOD),0.001163(GOOD)
@2026-05-27 10:33:00,0.104458(GOOD),0.000763(GOOD)
@2026-05-27 10:34:00,0.091558(GOOD),0.000763(GOOD)
@2026-05-27 10:35:00,0.102858(GOOD),0.000763(GOOD)
@2026-05-27 10:36:00,0.100858(GOOD),0.000763(GOOD)
@2026-05-27 10:37:00,0.106458(GOOD),0.000463(GOOD)
@2026-05-27 10:38:00,0.092658(GOOD),0.000763(GOOD)
@2026-05-27 10:39:00,0.102058(GOOD),0.000763(GOOD)
@2026-05-27 10:40:00,0.103358(GOOD),0.000763(GOOD)
@2026-05-27 10:41:00,0.093158(GOOD),0.000463(GOOD)
@2026-05-27 10:42:00,0.094258(GOOD),0.000463(GOOD)
