$TagName,V4::DPU1005.HW.AI010106.PV,V4::DPU1005.HW.AI020106.PV
$Time,Data(Quality),Data(Quality)
@2026-04-17 20:00:00,-0.008796(GOOD),0.003935(GOOD)
@2026-04-17 20:01:00,-0.008796(GOOD),0.004335(GOOD)
@2026-04-17 20:02:00,-0.008796(GOOD),0.003935(GOOD)
@2026-04-17 20:03:00,-0.009096(GOOD),0.003935(GOOD)
@2026-04-17 20:04:00,-0.008796(GOOD),0.003935(GOOD)
@2026-04-17 20:05:00,-0.008796(GOOD),0.003935(GOOD)
@2026-04-17 20:06:00,-0.009096(GOOD),0.003935(GOOD)
@2026-04-17 20:07:00,-0.009096(GOOD),0.004335(GOOD)
@2026-04-17 20:08:00,-0.009096(GOOD),0.004335(GOOD)
@2026-04-17 20:09:00,-0.009096(GOOD),0.004335(GOOD)
@2026-04-17 20:10:00,-0.009096(GOOD),0.003935(GOOD)
@2026-04-17 20:11:00,-0.008796(GOOD),0.003935(GOOD)
@2026-04-17 20:12:00,-0.009096(GOOD),0.004335(GOOD)
@2026-04-17 20:13:00,-0.008796(GOOD),0.003935(GOOD)
@2026-04-17 20:14:00,-0.009096(GOOD),0.004335(GOOD)
@2026-04-17 20:15:00,-0.009144(GOOD),0.003935(GOOD)
@2026-04-17 20:16:00,-0.008844(GOOD),0.003935(GOOD)
@2026-04-17 20:17:00,-0.008844(GOOD),0.004335(GOOD)
@2026-04-17 20:18:00,-0.008844(GOOD),0.004335(GOOD)
@2026-04-17 20:19:00,-0.009144(GOOD),0.003935(GOOD)
@2026-04-17 20:20:00,-0.008844(GOOD),0.003935(GOOD)
@2026-04-17 20:21:00,-0.009144(GOOD),0.004335(GOOD)
@2026-04-17 20:22:00,-0.008844(GOOD),0.004335(GOOD)
@2026-04-17 20:23:00,-0.008844(GOOD),0.003935(GOOD)
@2026-04-17 20:24:00,-0.008744(GOOD),0.004335(GOOD)
@2026-04-17 20:25:00,-0.009144(GOOD),0.004335(GOOD)
@2026-04-17 20:26:00,-0.008344(GOOD),0.004335(GOOD)
@2026-04-17 20:27:00,-0.009144(GOOD),0.003935(GOOD)
@2026-04-17 20:28:00,-0.008844(GOOD),0.003935(GOOD)
@2026-04-17 20:29:00,-0.008344(GOOD),0.004335(GOOD)
@2026-04-17 20:30:00,-0.008681(GOOD),0.004282(GOOD)
@2026-04-17 20:31:00,-0.008281(GOOD),0.004282(GOOD)
@2026-04-17 20:32:00,-0.008781(GOOD),0.003882(GOOD)
@2026-04-17 20:33:00,-0.008781(GOOD),0.004282(GOOD)
@2026-04-17 20:34:00,-0.008781(GOOD),0.004282(GOOD)
@2026-04-17 20:35:00,-0.008781(GOOD),0.004282(GOOD)
@2026-04-17 20:36:00,-0.008781(GOOD),0.004282(GOOD)
@2026-04-17 20:37:00,-0.008281(GOOD),0.004282(GOOD)
@2026-04-17 20:38:00,-0.008281(GOOD),0.004282(GOOD)
@2026-04-17 20:39:00,-0.008281(GOOD),0.004282(GOOD)
@2026-04-17 20:40:00,-0.008281(GOOD),0.004282(GOOD)
@2026-04-17 20:41:00,-0.008781(GOOD),0.004282(GOOD)
@2026-04-17 20:42:00,-0.008281(GOOD),0.004282(GOOD)
@2026-04-17 20:43:00,-0.008281(GOOD),0.004682(GOOD)
@2026-04-17 20:44:00,-0.008681(GOOD),0.004282(GOOD)
@2026-04-17 20:45:00,-0.008796(GOOD),0.003935(GOOD)
@2026-04-17 20:46:00,-0.008796(GOOD),0.004335(GOOD)
@2026-04-17 20:47:00,-0.008796(GOOD),0.004335(GOOD)
@2026-04-17 20:48:00,-0.008796(GOOD),0.004335(GOOD)
@2026-04-17 20:49:00,-0.008796(GOOD),0.004335(GOOD)
@2026-04-17 20:50:00,-0.008796(GOOD),0.004335(GOOD)
@2026-04-17 20:51:00,-0.008796(GOOD),0.004335(GOOD)
@2026-04-17 20:52:00,-0.008696(GOOD),0.004335(GOOD)
@2026-04-17 20:53:00,-0.008796(GOOD),0.004335(GOOD)
@2026-04-17 20:54:00,-0.008796(GOOD),0.004335(GOOD)
@2026-04-17 20:55:00,-0.008796(GOOD),0.004735(GOOD)
@2026-04-17 20:56:00,-0.008796(GOOD),0.004335(GOOD)
@2026-04-17 20:57:00,-0.008796(GOOD),0.004335(GOOD)
@2026-04-17 20:58:00,-0.008296(GOOD),0.004335(GOOD)
@2026-04-17 20:59:00,-0.008696(GOOD),0.004335(GOOD)
