$TagName,V4::DPU1005.SH0190.AALM2.PV,V4::DPU1005.SH0190.AALM4.PV,V4::DPU1015.SH0013.AALM4.PV
$Time,Data(Quality),Data(Quality),Data(Quality)
@2026-04-23 10:00:00,2867.985596(GOOD),256.923340(GOOD),64.547890(GOOD)
@2026-04-23 10:01:00,2768.686768(GOOD),256.923340(GOOD),64.645195(GOOD)
@2026-04-23 10:02:00,2771.189941(GOOD),256.923340(GOOD),64.508995(GOOD)
@2026-04-23 10:03:00,2802.898926(GOOD),256.923340(GOOD),64.573792(GOOD)
@2026-04-23 10:04:00,2817.084473(GOOD),256.923340(GOOD),64.612785(GOOD)
@2026-04-23 10:05:00,2816.250000(GOOD),256.923340(GOOD),64.573784(GOOD)
@2026-04-23 10:06:00,2827.932129(GOOD),257.326843(GOOD),64.599800(GOOD)
@2026-04-23 10:07:00,2867.985596(GOOD),256.923340(GOOD),64.593315(GOOD)
@2026-04-23 10:08:00,2711.944580(GOOD),256.923340(GOOD),64.476517(GOOD)
@2026-04-23 10:09:00,2805.402100(GOOD),256.923340(GOOD),64.593315(GOOD)
@2026-04-23 10:10:00,2766.183350(GOOD),256.923340(GOOD),64.509018(GOOD)
@2026-04-23 10:11:00,2771.189941(GOOD),256.923340(GOOD),64.502510(GOOD)
@2026-04-23 10:12:00,2706.937988(GOOD),256.923340(GOOD),64.560905(GOOD)
@2026-04-23 10:13:00,2813.746826(GOOD),256.923340(GOOD),64.496002(GOOD)
@2026-04-23 10:14:00,2791.216797(GOOD),257.326843(GOOD),64.606308(GOOD)
@2026-04-23 10:15:00,2813.746826(GOOD),256.923340(GOOD),64.632240(GOOD)
@2026-04-23 10:16:00,2811.243652(GOOD),256.923340(GOOD),64.554428(GOOD)
@2026-04-23 10:17:00,2754.501221(GOOD),256.923340(GOOD),64.509026(GOOD)
@2026-04-23 10:18:00,2721.123535(GOOD),257.326843(GOOD),64.560921(GOOD)
@2026-04-23 10:19:00,2768.686768(GOOD),256.923340(GOOD),64.547913(GOOD)
