$TagName,V4::DPU1005.SH0190.AALM2.PV,V4::DPU1005.SH0190.AALM4.PV,V4::DPU1015.SH0013.AALM4.PV
$Time,Data(Quality),Data(Quality),Data(Quality)
@2026-03-15 10:00:00,2172.893311(GOOD),173.164459(GOOD),66.513954(GOOD)
@2026-03-15 10:01:00,2125.330078(GOOD),173.164337(GOOD),66.455559(GOOD)
@2026-03-15 10:02:00,2206.271240(GOOD),173.567612(GOOD),66.526855(GOOD)
@2026-03-15 10:03:00,2125.330078(GOOD),173.164261(GOOD),66.494453(GOOD)
@2026-03-15 10:04:00,2136.177734(GOOD),168.996353(GOOD),66.403557(GOOD)
@2026-03-15 10:05:00,2124.495605(GOOD),168.189651(GOOD),66.500954(GOOD)
@2026-03-15 10:06:00,2138.681152(GOOD),168.592957(GOOD),66.377541(GOOD)
@2026-03-15 10:07:00,2164.549072(GOOD),168.592957(GOOD),66.416428(GOOD)
@2026-03-15 10:08:00,2136.177734(GOOD),168.996353(GOOD),66.416428(GOOD)
@2026-03-15 10:09:00,2150.363525(GOOD),168.996353(GOOD),66.442413(GOOD)
@2026-03-15 10:10:00,2172.893311(GOOD),168.996353(GOOD),66.312607(GOOD)
@2026-03-15 10:11:00,2156.204590(GOOD),168.189651(GOOD),66.448891(GOOD)
@2026-03-15 10:12:00,2181.237793(GOOD),168.996353(GOOD),66.481293(GOOD)
@2026-03-15 10:13:00,2136.177734(GOOD),168.996353(GOOD),66.448898(GOOD)
@2026-03-15 10:14:00,2124.495605(GOOD),163.618546(GOOD),66.390488(GOOD)
@2026-03-15 10:15:00,2161.210938(GOOD),164.425568(GOOD),66.423111(GOOD)
@2026-03-15 10:16:00,2187.078857(GOOD),163.618866(GOOD),66.332314(GOOD)
@2026-03-15 10:17:00,2209.608887(GOOD),164.425568(GOOD),66.462021(GOOD)
@2026-03-15 10:18:00,2144.522217(GOOD),163.618866(GOOD),66.319321(GOOD)
@2026-03-15 10:19:00,2105.303467(GOOD),164.022171(GOOD),66.267433(GOOD)
@2026-03-15 10:20:00,2150.363525(GOOD),164.425568(GOOD),66.436142(GOOD)
@2026-03-15 10:21:00,2138.681152(GOOD),164.022171(GOOD),66.397247(GOOD)
@2026-03-15 10:22:00,2183.741211(GOOD),164.022171(GOOD),66.390747(GOOD)
@2026-03-15 10:23:00,2136.177734(GOOD),164.022171(GOOD),66.345238(GOOD)
@2026-03-15 10:24:00,2156.204590(GOOD),164.559967(GOOD),66.494652(GOOD)
@2026-03-15 10:25:00,2136.177734(GOOD),164.425568(GOOD),66.319344(GOOD)
@2026-03-15 10:26:00,2096.124512(GOOD),163.618866(GOOD),66.423256(GOOD)
@2026-03-15 10:27:00,2156.204590(GOOD),164.022171(GOOD),66.267555(GOOD)
@2026-03-15 10:28:00,2136.177734(GOOD),164.022171(GOOD),66.384361(GOOD)
@2026-03-15 10:29:00,2177.899902(GOOD),164.022171(GOOD),66.410263(GOOD)
@2026-03-15 10:30:00,2091.117920(GOOD),164.559998(GOOD),66.423111(GOOD)
@2026-03-15 10:31:00,2124.495605(GOOD),163.618896(GOOD),66.384209(GOOD)
@2026-03-15 10:32:00,2183.741211(GOOD),164.425598(GOOD),66.312805(GOOD)
@2026-03-15 10:33:00,2101.965576(GOOD),164.022186(GOOD),66.403603(GOOD)
@2026-03-15 10:34:00,2181.237793(GOOD),159.450928(GOOD),66.384186(GOOD)
@2026-03-15 10:35:00,2119.489014(GOOD),164.559784(GOOD),66.552895(GOOD)
@2026-03-15 10:36:00,2147.025635(GOOD),159.988556(GOOD),66.384186(GOOD)
@2026-03-15 10:37:00,2142.018799(GOOD),159.988358(GOOD),66.468483(GOOD)
@2026-03-15 10:38:00,2132.839844(GOOD),159.584869(GOOD),66.397186(GOOD)
@2026-03-15 10:39:00,2228.801270(GOOD),159.450180(GOOD),66.345200(GOOD)
@2026-03-15 10:40:00,2192.920166(GOOD),159.987930(GOOD),66.455612(GOOD)
@2026-03-15 10:41:00,2110.310059(GOOD),159.449921(GOOD),66.338806(GOOD)
@2026-03-15 10:42:00,2132.839844(GOOD),159.987549(GOOD),66.449089(GOOD)
@2026-03-15 10:43:00,2119.489014(GOOD),159.583923(GOOD),66.468483(GOOD)
@2026-03-15 10:44:00,2150.363525(GOOD),159.583832(GOOD),66.436081(GOOD)
@2026-03-15 10:45:00,2127.833496(GOOD),159.451111(GOOD),66.436089(GOOD)
@2026-03-15 10:46:00,2161.210938(GOOD),159.450897(GOOD),66.371185(GOOD)
@2026-03-15 10:47:00,2136.177734(GOOD),159.450714(GOOD),66.371185(GOOD)
@2026-03-15 10:48:00,2127.833496(GOOD),159.988327(GOOD),66.371185(GOOD)
@2026-03-15 10:49:00,2107.806641(GOOD),159.988144(GOOD),66.468498(GOOD)
@2026-03-15 10:50:00,2167.052246(GOOD),159.988098(GOOD),66.462006(GOOD)
@2026-03-15 10:51:00,2172.893311(GOOD),159.584625(GOOD),66.371193(GOOD)
@2026-03-15 10:52:00,2144.522217(GOOD),159.584457(GOOD),66.436096(GOOD)
@2026-03-15 10:53:00,2121.992188(GOOD),159.584259(GOOD),66.442596(GOOD)
@2026-03-15 10:54:00,2167.052246(GOOD),159.987350(GOOD),66.403595(GOOD)
@2026-03-15 10:55:00,2142.018799(GOOD),159.449371(GOOD),66.429611(GOOD)
@2026-03-15 10:56:00,2110.310059(GOOD),159.986984(GOOD),66.475014(GOOD)
@2026-03-15 10:57:00,2209.608887(GOOD),159.986954(GOOD),66.617813(GOOD)
@2026-03-15 10:58:00,2082.773193(GOOD),159.583496(GOOD),66.494492(GOOD)
@2026-03-15 10:59:00,2181.237793(GOOD),159.986618(GOOD),66.578804(GOOD)
@2026-03-15 11:00:00,2187.078857(GOOD),159.988892(GOOD),66.526932(GOOD)
@2026-03-15 11:01:00,2110.310059(GOOD),159.988724(GOOD),66.604828(GOOD)
@2026-03-15 11:02:00,2183.741211(GOOD),159.585251(GOOD),66.488029(GOOD)
@2026-03-15 11:03:00,2142.018799(GOOD),159.450546(GOOD),66.546440(GOOD)
@2026-03-15 11:04:00,2156.204590(GOOD),159.988174(GOOD),66.566055(GOOD)
@2026-03-15 11:05:00,2147.859863(GOOD),159.988113(GOOD),66.591965(GOOD)
@2026-03-15 11:06:00,2127.833496(GOOD),159.987946(GOOD),66.637360(GOOD)
@2026-03-15 11:07:00,2167.052246(GOOD),159.449966(GOOD),66.643867(GOOD)
@2026-03-15 11:08:00,2124.495605(GOOD),159.449799(GOOD),66.559555(GOOD)
@2026-03-15 11:09:00,2121.992188(GOOD),155.013168(GOOD),66.637367(GOOD)
@2026-03-15 11:10:00,2147.025635(GOOD),159.987564(GOOD),66.747658(GOOD)
@2026-03-15 11:11:00,2197.926758(GOOD),159.987411(GOOD),66.663376(GOOD)
@2026-03-15 11:12:00,2189.582275(GOOD),159.449417(GOOD),66.566063(GOOD)
@2026-03-15 11:13:00,2127.833496(GOOD),159.449341(GOOD),66.741150(GOOD)
@2026-03-15 11:14:00,2121.992188(GOOD),159.987000(GOOD),66.747650(GOOD)
@2026-03-15 11:15:00,2101.965576(GOOD),159.585571(GOOD),66.611282(GOOD)
@2026-03-15 11:16:00,2113.647705(GOOD),155.417755(GOOD),66.805893(GOOD)
@2026-03-15 11:17:00,2088.614502(GOOD),155.014282(GOOD),66.883781(GOOD)
@2026-03-15 11:18:00,2136.177734(GOOD),155.014069(GOOD),66.831871(GOOD)
@2026-03-15 11:19:00,2158.707764(GOOD),155.417221(GOOD),66.741058(GOOD)
@2026-03-15 11:20:00,2093.621094(GOOD),155.013763(GOOD),66.818855(GOOD)
