$TagName,V4::DPU1005.SH0190.AALM2.PV,V4::DPU1005.SH0190.AALM4.PV,V4::DPU1015.SH0013.AALM4.PV
$Time,Data(Quality),Data(Quality),Data(Quality)
@2026-03-02 20:00:00,-15.854445(GOOD),547.726624(GOOD),58.922218(GOOD)
@2026-03-02 20:01:00,-19.192244(GOOD),548.533325(GOOD),59.129929(GOOD)
@2026-03-02 20:02:00,-21.695644(GOOD),548.130127(GOOD),58.909233(GOOD)
@2026-03-02 20:03:00,-19.192244(GOOD),548.533325(GOOD),58.993622(GOOD)
@2026-03-02 20:04:00,-21.695644(GOOD),547.726624(GOOD),58.974125(GOOD)
@2026-03-02 20:05:00,-21.695644(GOOD),548.533325(GOOD),58.844414(GOOD)
@2026-03-02 20:06:00,-21.695644(GOOD),548.130127(GOOD),58.935211(GOOD)
@2026-03-02 20:07:00,-16.688944(GOOD),546.382324(GOOD),59.116890(GOOD)
@2026-03-02 20:08:00,-19.192244(GOOD),546.785950(GOOD),58.740509(GOOD)
@2026-03-02 20:09:00,-21.695644(GOOD),546.786072(GOOD),58.909210(GOOD)
@2026-03-02 20:10:00,-21.695644(GOOD),554.583862(GOOD),58.876812(GOOD)
@2026-03-02 20:11:00,-19.192244(GOOD),554.987244(GOOD),59.013107(GOOD)
@2026-03-02 20:12:00,-21.695644(GOOD),544.500122(GOOD),58.928696(GOOD)
@2026-03-02 20:13:00,-19.192244(GOOD),554.448975(GOOD),58.766479(GOOD)
@2026-03-02 20:14:00,-21.695644(GOOD),544.096802(GOOD),58.863792(GOOD)
@2026-03-02 20:15:00,-21.695555(GOOD),553.104431(GOOD),58.935196(GOOD)
@2026-03-02 20:16:00,-19.192154(GOOD),552.297913(GOOD),59.123383(GOOD)
@2026-03-02 20:17:00,-19.192154(GOOD),553.642334(GOOD),58.759995(GOOD)
@2026-03-02 20:18:00,-21.695555(GOOD),553.104431(GOOD),58.941708(GOOD)
@2026-03-02 20:19:00,-19.192154(GOOD),552.701111(GOOD),59.097408(GOOD)
@2026-03-02 20:20:00,-19.192154(GOOD),552.701111(GOOD),59.000111(GOOD)
@2026-03-02 20:21:00,-21.695555(GOOD),544.096741(GOOD),58.779518(GOOD)
@2026-03-02 20:22:00,-21.695555(GOOD),554.583435(GOOD),58.922211(GOOD)
@2026-03-02 20:23:00,-21.695555(GOOD),553.104431(GOOD),58.876820(GOOD)
@2026-03-02 20:24:00,-19.192154(GOOD),553.104431(GOOD),58.876816(GOOD)
@2026-03-02 20:25:00,-21.695555(GOOD),553.104431(GOOD),59.052021(GOOD)
@2026-03-02 20:26:00,-19.192154(GOOD),552.701111(GOOD),58.786018(GOOD)
@2026-03-02 20:27:00,-19.192154(GOOD),545.441162(GOOD),58.792419(GOOD)
@2026-03-02 20:28:00,-15.854354(GOOD),544.096924(GOOD),58.837925(GOOD)
@2026-03-02 20:29:00,-16.688854(GOOD),547.726746(GOOD),58.837929(GOOD)
@2026-03-02 20:30:00,-19.192223(GOOD),553.507813(GOOD),58.779469(GOOD)
@2026-03-02 20:31:00,-19.192223(GOOD),544.096741(GOOD),59.155758(GOOD)
@2026-03-02 20:32:00,-21.695623(GOOD),545.979065(GOOD),58.974056(GOOD)
@2026-03-02 20:33:00,-19.192223(GOOD),547.726807(GOOD),58.948151(GOOD)
@2026-03-02 20:34:00,-19.192223(GOOD),555.524597(GOOD),58.831234(GOOD)
@2026-03-02 20:35:00,-19.192223(GOOD),545.441040(GOOD),58.824730(GOOD)
@2026-03-02 20:36:00,-19.192223(GOOD),552.701172(GOOD),58.961033(GOOD)
@2026-03-02 20:37:00,-16.688923(GOOD),552.701172(GOOD),59.129734(GOOD)
@2026-03-02 20:38:00,-21.695623(GOOD),552.297974(GOOD),58.805229(GOOD)
@2026-03-02 20:39:00,-19.192223(GOOD),552.297974(GOOD),58.857128(GOOD)
@2026-03-02 20:40:00,-21.695623(GOOD),552.701172(GOOD),58.999916(GOOD)
@2026-03-02 20:41:00,-19.192223(GOOD),552.701172(GOOD),58.902615(GOOD)
@2026-03-02 20:42:00,-16.688923(GOOD),554.583374(GOOD),58.948009(GOOD)
@2026-03-02 20:43:00,-19.192223(GOOD),554.986755(GOOD),58.915504(GOOD)
@2026-03-02 20:44:00,-19.192223(GOOD),553.642273(GOOD),58.967422(GOOD)
@2026-03-02 20:45:00,-19.192223(GOOD),543.155579(GOOD),58.954662(GOOD)
@2026-03-02 20:46:00,-19.192223(GOOD),552.701294(GOOD),59.077858(GOOD)
@2026-03-02 20:47:00,-19.192223(GOOD),552.298218(GOOD),58.922176(GOOD)
@2026-03-02 20:48:00,-19.192223(GOOD),551.760437(GOOD),58.896282(GOOD)
@2026-03-02 20:49:00,-21.695623(GOOD),551.894836(GOOD),59.019581(GOOD)
@2026-03-02 20:50:00,-19.192223(GOOD),553.239441(GOOD),58.902794(GOOD)
@2026-03-02 20:51:00,-21.695623(GOOD),552.701538(GOOD),58.753506(GOOD)
@2026-03-02 20:52:00,-21.695623(GOOD),553.104858(GOOD),58.961224(GOOD)
@2026-03-02 20:53:00,-19.192223(GOOD),552.701538(GOOD),58.909233(GOOD)
@2026-03-02 20:54:00,-21.695623(GOOD),552.701538(GOOD),59.006638(GOOD)
@2026-03-02 20:55:00,-19.192223(GOOD),555.524902(GOOD),59.019638(GOOD)
@2026-03-02 20:56:00,-21.695623(GOOD),556.331421(GOOD),58.954731(GOOD)
@2026-03-02 20:57:00,-19.192223(GOOD),551.760132(GOOD),58.798943(GOOD)
@2026-03-02 20:58:00,-19.192223(GOOD),556.734497(GOOD),58.876831(GOOD)
@2026-03-02 20:59:00,-19.192223(GOOD),555.927856(GOOD),58.941715(GOOD)
@2026-03-02 21:00:00,-21.695555(GOOD),554.448914(GOOD),58.779469(GOOD)
@2026-03-02 21:01:00,-21.695555(GOOD),545.037842(GOOD),58.961166(GOOD)
@2026-03-02 21:02:00,-19.192154(GOOD),555.927856(GOOD),58.850754(GOOD)
@2026-03-02 21:03:00,-19.192154(GOOD),555.927856(GOOD),58.870270(GOOD)
@2026-03-02 21:04:00,-16.688854(GOOD),556.331055(GOOD),58.974060(GOOD)
@2026-03-02 21:05:00,-19.192154(GOOD),556.868530(GOOD),58.980556(GOOD)
@2026-03-02 21:06:00,-21.695555(GOOD),555.927429(GOOD),58.986938(GOOD)
@2026-03-02 21:07:00,-21.695555(GOOD),551.356262(GOOD),58.753342(GOOD)
@2026-03-02 21:08:00,-24.198854(GOOD),554.582703(GOOD),59.012947(GOOD)
@2026-03-02 21:09:00,-21.695555(GOOD),554.986267(GOOD),58.961029(GOOD)
@2026-03-02 21:10:00,-19.192154(GOOD),545.037231(GOOD),58.772823(GOOD)
@2026-03-02 21:11:00,-19.192154(GOOD),554.582886(GOOD),58.915527(GOOD)
@2026-03-02 21:12:00,-16.688854(GOOD),554.448486(GOOD),59.220520(GOOD)
@2026-03-02 21:13:00,-21.695555(GOOD),554.583008(GOOD),58.863605(GOOD)
@2026-03-02 21:14:00,-21.695555(GOOD),553.641907(GOOD),58.857113(GOOD)
@2026-03-02 21:15:00,-19.192223(GOOD),547.323364(GOOD),59.136345(GOOD)
@2026-03-02 21:16:00,-21.695623(GOOD),554.448853(GOOD),58.961246(GOOD)
@2026-03-02 21:17:00,-21.695623(GOOD),554.583130(GOOD),58.805443(GOOD)
