$TagName,V4::DPU1005.SH0190.AALM2.PV,V4::DPU1005.SH0190.AALM4.PV,V4::DPU1015.SH0013.AALM4.PV
$Time,Data(Quality),Data(Quality),Data(Quality)
@2026-05-23 10:00:00,2867.985596(GOOD),129.470001(GOOD),69.109413(GOOD)
@2026-05-23 10:01:00,2836.276611(GOOD),129.066711(GOOD),69.128937(GOOD)
@2026-05-23 10:02:00,2972.291016(GOOD),127.184517(GOOD),69.161331(GOOD)
@2026-05-23 10:03:00,2844.621094(GOOD),125.302216(GOOD),69.219742(GOOD)
@2026-05-23 10:04:00,2827.932129(GOOD),126.646713(GOOD),69.187347(GOOD)
@2026-05-23 10:05:00,2856.303711(GOOD),123.957817(GOOD),69.213249(GOOD)
@2026-05-23 10:06:00,2836.276611(GOOD),128.125610(GOOD),69.135551(GOOD)
@2026-05-23 10:07:00,2852.965576(GOOD),128.125610(GOOD),69.239357(GOOD)
@2026-05-23 10:08:00,2853.799805(GOOD),128.125610(GOOD),69.193954(GOOD)
@2026-05-23 10:09:00,2882.171143(GOOD),127.722214(GOOD),69.232864(GOOD)
@2026-05-23 10:10:00,2850.462646(GOOD),128.125610(GOOD),69.297760(GOOD)
@2026-05-23 10:11:00,2746.156738(GOOD),127.722206(GOOD),69.239357(GOOD)
@2026-05-23 10:12:00,2949.761230(GOOD),127.587799(GOOD),69.421066(GOOD)
@2026-05-23 10:13:00,2864.647949(GOOD),127.587799(GOOD),69.200462(GOOD)
@2026-05-23 10:14:00,2850.462646(GOOD),127.587799(GOOD),69.090157(GOOD)
@2026-05-23 10:15:00,2794.554443(GOOD),128.125565(GOOD),69.265144(GOOD)
@2026-05-23 10:16:00,2858.806641(GOOD),128.125580(GOOD),69.193848(GOOD)
@2026-05-23 10:17:00,2813.746826(GOOD),127.184479(GOOD),69.193840(GOOD)
@2026-05-23 10:18:00,2901.363281(GOOD),127.184479(GOOD),69.219734(GOOD)
@2026-05-23 10:19:00,2842.117676(GOOD),126.781082(GOOD),69.219742(GOOD)
@2026-05-23 10:20:00,2864.647949(GOOD),127.184479(GOOD),69.291252(GOOD)
@2026-05-23 10:21:00,2842.117676(GOOD),127.184479(GOOD),69.206749(GOOD)
@2026-05-23 10:22:00,2782.872070(GOOD),127.184479(GOOD),69.336655(GOOD)
@2026-05-23 10:23:00,2916.383545(GOOD),127.184486(GOOD),69.304253(GOOD)
@2026-05-23 10:24:00,2847.958984(GOOD),127.184486(GOOD),69.122559(GOOD)
