$TagName,V4::DPU1005.SH0190.AALM2.PV,V4::DPU1005.SH0190.AALM4.PV,V4::DPU1015.SH0013.AALM4.PV
$Time,Data(Quality),Data(Quality),Data(Quality)
@2026-03-13 20:00:00,2119.489014(GOOD),340.682220(GOOD),67.312057(GOOD)
@2026-03-13 20:01:00,2170.390137(GOOD),340.682220(GOOD),67.357460(GOOD)
@2026-03-13 20:02:00,2110.310059(GOOD),340.682220(GOOD),67.312065(GOOD)
@2026-03-13 20:03:00,2152.866699(GOOD),341.085632(GOOD),67.227547(GOOD)
@2026-03-13 20:04:00,2132.839844(GOOD),340.682220(GOOD),67.253654(GOOD)
@2026-03-13 20:05:00,2107.806641(GOOD),340.278931(GOOD),67.253670(GOOD)
@2026-03-13 20:06:00,2164.549072(GOOD),340.682220(GOOD),67.221161(GOOD)
@2026-03-13 20:07:00,2201.264648(GOOD),340.682220(GOOD),67.318459(GOOD)
@2026-03-13 20:08:00,2136.177734(GOOD),341.085632(GOOD),67.182144(GOOD)
@2026-03-13 20:09:00,2133.674561(GOOD),340.144531(GOOD),67.266449(GOOD)
@2026-03-13 20:10:00,2116.151123(GOOD),340.144531(GOOD),67.182251(GOOD)
@2026-03-13 20:11:00,2130.336914(GOOD),340.144531(GOOD),67.214661(GOOD)
@2026-03-13 20:12:00,2085.276611(GOOD),348.883575(GOOD),67.266556(GOOD)
@2026-03-13 20:13:00,2184.575684(GOOD),348.749054(GOOD),67.208153(GOOD)
@2026-03-13 20:14:00,2141.184570(GOOD),340.547791(GOOD),67.324951(GOOD)
@2026-03-13 20:15:00,2093.621094(GOOD),340.682220(GOOD),67.234192(GOOD)
@2026-03-13 20:16:00,2175.396973(GOOD),340.144531(GOOD),67.130424(GOOD)
@2026-03-13 20:17:00,2162.045410(GOOD),348.883423(GOOD),67.195328(GOOD)
@2026-03-13 20:18:00,2152.866699(GOOD),341.085602(GOOD),67.214729(GOOD)
@2026-03-13 20:19:00,2175.396973(GOOD),341.085602(GOOD),67.136925(GOOD)
@2026-03-13 20:20:00,2178.734375(GOOD),340.682190(GOOD),67.110916(GOOD)
@2026-03-13 20:21:00,2119.489014(GOOD),340.547638(GOOD),67.221222(GOOD)
