$TagName,V4::DPU1005.SH0190.AALM2.PV,V4::DPU1005.SH0190.AALM4.PV,V4::DPU1015.SH0013.AALM4.PV
$Time,Data(Quality),Data(Quality),Data(Quality)
@2026-03-06 20:00:00,1432.741211(GOOD),558.213379(GOOD),13.534043(GOOD)
@2026-03-06 20:01:00,1424.397339(GOOD),558.213379(GOOD),13.923442(GOOD)
@2026-03-06 20:02:00,1441.086670(GOOD),558.213562(GOOD),13.657340(GOOD)
@2026-03-06 20:03:00,1430.238647(GOOD),558.213928(GOOD),14.072640(GOOD)
@2026-03-06 20:04:00,1463.617065(GOOD),557.810730(GOOD),13.696340(GOOD)
@2026-03-06 20:05:00,1481.141113(GOOD),558.213928(GOOD),13.689838(GOOD)
@2026-03-06 20:06:00,1441.087769(GOOD),557.810791(GOOD),13.735238(GOOD)
@2026-03-06 20:07:00,1452.769165(GOOD),558.214172(GOOD),14.053136(GOOD)
@2026-03-06 20:08:00,1426.901489(GOOD),559.020813(GOOD),13.754734(GOOD)
@2026-03-06 20:09:00,1458.610229(GOOD),558.617554(GOOD),13.456235(GOOD)
@2026-03-06 20:10:00,1444.424438(GOOD),559.020935(GOOD),13.618436(GOOD)
@2026-03-06 20:11:00,1469.457886(GOOD),558.617798(GOOD),13.631438(GOOD)
@2026-03-06 20:12:00,1421.060303(GOOD),558.617920(GOOD),13.962336(GOOD)
@2026-03-06 20:13:00,1441.087036(GOOD),558.617920(GOOD),13.916937(GOOD)
@2026-03-06 20:14:00,1471.961426(GOOD),559.424683(GOOD),13.774135(GOOD)
@2026-03-06 20:15:00,1452.767700(GOOD),558.616699(GOOD),14.014204(GOOD)
@2026-03-06 20:16:00,1449.430054(GOOD),558.616516(GOOD),14.144004(GOOD)
@2026-03-06 20:17:00,1461.112183(GOOD),558.213074(GOOD),13.715699(GOOD)
@2026-03-06 20:18:00,1497.827759(GOOD),558.212891(GOOD),13.761101(GOOD)
@2026-03-06 20:19:00,1413.548706(GOOD),557.809021(GOOD),13.787100(GOOD)
@2026-03-06 20:20:00,1477.801025(GOOD),557.808960(GOOD),13.981798(GOOD)
@2026-03-06 20:21:00,1491.985718(GOOD),558.077332(GOOD),13.903898(GOOD)
@2026-03-06 20:22:00,1477.800659(GOOD),558.211426(GOOD),13.962298(GOOD)
@2026-03-06 20:23:00,1446.925781(GOOD),558.211121(GOOD),13.709195(GOOD)
@2026-03-06 20:24:00,1483.642090(GOOD),555.522278(GOOD),14.241293(GOOD)
@2026-03-06 20:25:00,1500.330811(GOOD),555.387756(GOOD),13.832489(GOOD)
@2026-03-06 20:26:00,1407.708008(GOOD),554.984558(GOOD),13.903892(GOOD)
@2026-03-06 20:27:00,1469.457031(GOOD),554.984558(GOOD),14.085591(GOOD)
@2026-03-06 20:28:00,1446.927246(GOOD),554.581177(GOOD),14.014192(GOOD)
@2026-03-06 20:29:00,1460.278076(GOOD),564.126831(GOOD),14.020693(GOOD)
@2026-03-06 20:30:00,1457.774536(GOOD),554.583313(GOOD),14.014204(GOOD)
@2026-03-06 20:31:00,1452.768066(GOOD),554.986694(GOOD),14.066107(GOOD)
@2026-03-06 20:32:00,1438.582397(GOOD),554.986694(GOOD),13.780606(GOOD)
@2026-03-06 20:33:00,1418.555176(GOOD),554.583313(GOOD),13.806606(GOOD)
@2026-03-06 20:34:00,1483.641479(GOOD),555.927917(GOOD),13.968804(GOOD)
@2026-03-06 20:35:00,1452.766357(GOOD),563.725586(GOOD),14.111502(GOOD)
@2026-03-06 20:36:00,1452.766357(GOOD),563.725281(GOOD),14.234806(GOOD)
@2026-03-06 20:37:00,1446.925171(GOOD),554.986328(GOOD),14.332106(GOOD)
@2026-03-06 20:38:00,1481.137939(GOOD),555.927429(GOOD),14.241309(GOOD)
@2026-03-06 20:39:00,1480.303467(GOOD),564.935242(GOOD),14.182909(GOOD)
@2026-03-06 20:40:00,1416.051392(GOOD),554.986328(GOOD),14.092113(GOOD)
@2026-03-06 20:41:00,1461.110718(GOOD),556.330750(GOOD),14.234818(GOOD)
@2026-03-06 20:42:00,1469.455688(GOOD),561.305176(GOOD),14.189418(GOOD)
@2026-03-06 20:43:00,1483.640991(GOOD),564.666138(GOOD),14.150517(GOOD)
@2026-03-06 20:44:00,1438.580688(GOOD),565.876099(GOOD),14.215420(GOOD)
@2026-03-06 20:45:00,1463.615601(GOOD),557.272278(GOOD),14.397035(GOOD)
@2026-03-06 20:46:00,1450.264282(GOOD),567.220825(GOOD),14.325734(GOOD)
@2026-03-06 20:47:00,1455.271484(GOOD),557.675293(GOOD),14.358134(GOOD)
@2026-03-06 20:48:00,1471.959595(GOOD),557.675232(GOOD),14.293231(GOOD)
@2026-03-06 20:49:00,1446.926270(GOOD),558.212769(GOOD),14.377628(GOOD)
@2026-03-06 20:50:00,1481.138428(GOOD),557.809265(GOOD),14.416530(GOOD)
@2026-03-06 20:51:00,1438.581177(GOOD),558.212280(GOOD),14.267328(GOOD)
@2026-03-06 20:52:00,1503.667847(GOOD),559.556824(GOOD),14.397028(GOOD)
@2026-03-06 20:53:00,1475.296631(GOOD),559.153442(GOOD),14.526825(GOOD)
@2026-03-06 20:54:00,1449.429443(GOOD),568.161255(GOOD),14.442525(GOOD)
@2026-03-06 20:55:00,1455.270508(GOOD),563.590149(GOOD),14.403522(GOOD)
@2026-03-06 20:56:00,1489.482788(GOOD),558.212585(GOOD),14.461922(GOOD)
@2026-03-06 20:57:00,1489.482544(GOOD),558.615784(GOOD),14.539819(GOOD)
@2026-03-06 20:58:00,1449.428711(GOOD),557.271301(GOOD),14.410020(GOOD)
@2026-03-06 20:59:00,1404.368408(GOOD),558.615723(GOOD),14.474919(GOOD)
@2026-03-06 21:00:00,1497.827881(GOOD),559.154419(GOOD),14.591695(GOOD)
@2026-03-06 21:01:00,1469.457397(GOOD),558.213562(GOOD),14.526794(GOOD)
@2026-03-06 21:02:00,1446.927734(GOOD),558.617004(GOOD),14.455394(GOOD)
@2026-03-06 21:03:00,1446.927979(GOOD),558.213867(GOOD),14.604691(GOOD)
@2026-03-06 21:04:00,1469.457642(GOOD),558.617188(GOOD),14.682491(GOOD)
@2026-03-06 21:05:00,1480.305908(GOOD),557.272827(GOOD),14.604689(GOOD)
@2026-03-06 21:06:00,1437.749146(GOOD),566.415039(GOOD),14.500885(GOOD)
@2026-03-06 21:07:00,1438.583984(GOOD),567.221619(GOOD),14.572186(GOOD)
@2026-03-06 21:08:00,1495.326172(GOOD),557.272766(GOOD),14.448889(GOOD)
@2026-03-06 21:09:00,1494.491821(GOOD),566.414917(GOOD),14.494384(GOOD)
@2026-03-06 21:10:00,1502.835693(GOOD),554.987183(GOOD),14.481384(GOOD)
@2026-03-06 21:11:00,1466.954346(GOOD),563.188293(GOOD),14.332081(GOOD)
@2026-03-06 21:12:00,1452.768677(GOOD),562.784912(GOOD),14.721481(GOOD)
@2026-03-06 21:13:00,1489.484375(GOOD),563.188293(GOOD),14.747382(GOOD)
@2026-03-06 21:14:00,1463.616821(GOOD),563.188293(GOOD),14.604682(GOOD)
@2026-03-06 21:15:00,1472.794434(GOOD),563.591125(GOOD),14.539785(GOOD)
@2026-03-06 21:16:00,1475.297852(GOOD),563.188293(GOOD),14.708484(GOOD)
@2026-03-06 21:17:00,1491.986694(GOOD),564.129517(GOOD),14.890185(GOOD)
@2026-03-06 21:18:00,1475.298096(GOOD),555.928101(GOOD),14.760387(GOOD)
@2026-03-06 21:19:00,1457.774536(GOOD),565.877014(GOOD),14.883688(GOOD)
@2026-03-06 21:20:00,1444.423218(GOOD),565.473633(GOOD),14.974488(GOOD)
@2026-03-06 21:21:00,1486.144897(GOOD),565.473633(GOOD),14.753888(GOOD)
@2026-03-06 21:22:00,1481.138550(GOOD),556.869324(GOOD),14.812287(GOOD)
@2026-03-06 21:23:00,1466.952759(GOOD),565.877258(GOOD),14.773392(GOOD)
@2026-03-06 21:24:00,1444.422485(GOOD),565.473877(GOOD),15.065390(GOOD)
@2026-03-06 21:25:00,1509.509399(GOOD),564.129456(GOOD),14.753890(GOOD)
@2026-03-06 21:26:00,1475.296753(GOOD),563.187744(GOOD),14.786391(GOOD)
