$TagName,V4::DPU1005.SH0190.AALM2.PV,V4::DPU1005.SH0190.AALM4.PV,V4::DPU1015.SH0013.AALM4.PV
$Time,Data(Quality),Data(Quality),Data(Quality)
@2026-05-18 10:00:00,2901.363281(GOOD),6.587778(GOOD),63.620010(GOOD)
@2026-05-18 10:01:00,2932.237793(GOOD),6.991077(GOOD),63.652500(GOOD)
@2026-05-18 10:02:00,2907.204346(GOOD),6.587778(GOOD),63.561600(GOOD)
@2026-05-18 10:03:00,2999.827881(GOOD),6.991078(GOOD),63.769207(GOOD)
@2026-05-18 10:04:00,2918.052246(GOOD),6.991078(GOOD),63.652519(GOOD)
@2026-05-18 10:05:00,2974.794434(GOOD),6.587778(GOOD),63.633011(GOOD)
@2026-05-18 10:06:00,2972.291016(GOOD),6.991078(GOOD),63.788723(GOOD)
@2026-05-18 10:07:00,2997.324707(GOOD),6.991078(GOOD),63.548626(GOOD)
@2026-05-18 10:08:00,2960.608887(GOOD),6.587778(GOOD),63.626522(GOOD)
@2026-05-18 10:09:00,2932.237793(GOOD),6.587778(GOOD),63.516220(GOOD)
@2026-05-18 10:10:00,2972.291016(GOOD),6.991078(GOOD),63.529209(GOOD)
@2026-05-18 10:11:00,2921.390137(GOOD),6.991078(GOOD),63.652500(GOOD)
@2026-05-18 10:12:00,2974.794434(GOOD),6.587778(GOOD),63.723797(GOOD)
@2026-05-18 10:13:00,2913.045410(GOOD),6.991078(GOOD),63.587597(GOOD)
@2026-05-18 10:14:00,2907.204346(GOOD),6.991078(GOOD),63.542099(GOOD)
@2026-05-18 10:15:00,2974.794434(GOOD),6.991111(GOOD),63.607033(GOOD)
@2026-05-18 10:16:00,2974.794434(GOOD),6.587812(GOOD),63.431843(GOOD)
@2026-05-18 10:17:00,2901.363281(GOOD),6.991112(GOOD),63.464451(GOOD)
@2026-05-18 10:18:00,2938.079102(GOOD),7.394412(GOOD),63.678444(GOOD)
@2026-05-18 10:19:00,2889.681152(GOOD),6.991112(GOOD),63.587753(GOOD)
@2026-05-18 10:20:00,2927.231201(GOOD),6.991112(GOOD),63.678570(GOOD)
@2026-05-18 10:21:00,2890.515625(GOOD),6.991112(GOOD),63.678574(GOOD)
@2026-05-18 10:22:00,2918.052246(GOOD),6.991112(GOOD),63.581272(GOOD)
@2026-05-18 10:23:00,2966.450195(GOOD),6.991112(GOOD),63.646175(GOOD)
@2026-05-18 10:24:00,2921.390137(GOOD),6.991112(GOOD),63.607178(GOOD)
@2026-05-18 10:25:00,2893.018799(GOOD),6.991112(GOOD),63.574787(GOOD)
@2026-05-18 10:26:00,2935.575928(GOOD),6.991112(GOOD),63.646191(GOOD)
@2026-05-18 10:27:00,2913.045410(GOOD),6.587812(GOOD),63.496883(GOOD)
@2026-05-18 10:28:00,2927.231201(GOOD),6.991112(GOOD),63.704590(GOOD)
@2026-05-18 10:29:00,2941.416748(GOOD),6.991112(GOOD),63.723999(GOOD)
@2026-05-18 10:30:00,2992.317871(GOOD),6.991111(GOOD),63.600544(GOOD)
@2026-05-18 10:31:00,2926.396973(GOOD),6.587811(GOOD),63.672050(GOOD)
@2026-05-18 10:32:00,2913.045410(GOOD),6.587811(GOOD),63.594261(GOOD)
@2026-05-18 10:33:00,2884.674561(GOOD),6.991112(GOOD),63.555256(GOOD)
@2026-05-18 10:34:00,2960.608887(GOOD),6.991112(GOOD),63.542259(GOOD)
@2026-05-18 10:35:00,2935.575928(GOOD),6.991112(GOOD),63.419060(GOOD)
@2026-05-18 10:36:00,2941.416748(GOOD),6.991112(GOOD),63.600548(GOOD)
@2026-05-18 10:37:00,2946.423340(GOOD),6.991112(GOOD),63.723957(GOOD)
@2026-05-18 10:38:00,2932.237793(GOOD),6.991112(GOOD),63.555260(GOOD)
@2026-05-18 10:39:00,2927.231201(GOOD),6.991112(GOOD),63.710964(GOOD)
@2026-05-18 10:40:00,2864.647949(GOOD),6.991112(GOOD),63.659069(GOOD)
