$TagName,V4::DPU1005.SH0190.AALM2.PV,V4::DPU1005.SH0190.AALM4.PV,V4::DPU1015.SH0013.AALM4.PV
$Time,Data(Quality),Data(Quality),Data(Quality)
@2026-03-31 20:00:00,1972.626831(GOOD),282.333313(GOOD),70.777000(GOOD)
@2026-03-31 20:01:00,2011.846313(GOOD),281.930023(GOOD),70.822388(GOOD)
@2026-03-31 20:02:00,1991.819214(GOOD),282.333282(GOOD),70.673180(GOOD)
@2026-03-31 20:03:00,1955.104004(GOOD),282.333282(GOOD),70.861382(GOOD)
@2026-03-31 20:04:00,2020.190552(GOOD),282.333282(GOOD),70.757484(GOOD)
@2026-03-31 20:05:00,1952.600830(GOOD),282.333313(GOOD),70.699120(GOOD)
@2026-03-31 20:06:00,2006.005493(GOOD),282.333344(GOOD),70.738121(GOOD)
@2026-03-31 20:07:00,1935.077637(GOOD),282.333313(GOOD),70.699120(GOOD)
@2026-03-31 20:08:00,1997.660767(GOOD),282.333313(GOOD),70.764015(GOOD)
@2026-03-31 20:09:00,1995.156738(GOOD),282.333313(GOOD),70.900330(GOOD)
@2026-03-31 20:10:00,1940.917847(GOOD),282.333313(GOOD),70.744614(GOOD)
@2026-03-31 20:11:00,1991.819092(GOOD),281.930023(GOOD),70.679680(GOOD)
@2026-03-31 20:12:00,1950.097534(GOOD),281.526703(GOOD),70.815872(GOOD)
@2026-03-31 20:13:00,2003.501465(GOOD),281.526703(GOOD),70.822357(GOOD)
@2026-03-31 20:14:00,2009.342163(GOOD),280.988892(GOOD),70.874268(GOOD)
@2026-03-31 20:15:00,1985.977661(GOOD),281.392212(GOOD),70.738068(GOOD)
@2026-03-31 20:16:00,2022.694336(GOOD),281.392212(GOOD),70.738052(GOOD)
@2026-03-31 20:17:00,2020.190674(GOOD),280.989044(GOOD),70.867760(GOOD)
@2026-03-31 20:18:00,1995.156616(GOOD),280.585632(GOOD),70.660049(GOOD)
@2026-03-31 20:19:00,1950.096313(GOOD),282.333466(GOOD),70.725052(GOOD)
@2026-03-31 20:20:00,2014.349243(GOOD),282.468140(GOOD),70.699059(GOOD)
@2026-03-31 20:21:00,2009.342163(GOOD),282.871338(GOOD),70.679657(GOOD)
@2026-03-31 20:22:00,1997.660400(GOOD),281.930237(GOOD),70.750969(GOOD)
@2026-03-31 20:23:00,2006.004761(GOOD),281.527039(GOOD),70.679680(GOOD)
@2026-03-31 20:24:00,1946.759033(GOOD),280.989136(GOOD),70.653679(GOOD)
@2026-03-31 20:25:00,1997.660645(GOOD),280.989075(GOOD),70.614777(GOOD)
@2026-03-31 20:26:00,1980.137695(GOOD),280.989136(GOOD),70.699066(GOOD)
@2026-03-31 20:27:00,1952.601440(GOOD),280.585938(GOOD),70.673164(GOOD)
@2026-03-31 20:28:00,2014.350098(GOOD),280.585938(GOOD),70.627769(GOOD)
@2026-03-31 20:29:00,1997.661621(GOOD),280.585938(GOOD),70.653687(GOOD)
@2026-03-31 20:30:00,1938.414673(GOOD),280.585571(GOOD),70.666695(GOOD)
@2026-03-31 20:31:00,1952.599854(GOOD),280.585571(GOOD),70.738098(GOOD)
@2026-03-31 20:32:00,2020.190186(GOOD),280.988861(GOOD),70.725090(GOOD)
@2026-03-31 20:33:00,2017.687134(GOOD),280.988861(GOOD),70.692604(GOOD)
@2026-03-31 20:34:00,2060.243896(GOOD),280.585571(GOOD),70.647194(GOOD)
@2026-03-31 20:35:00,1955.103516(GOOD),280.047638(GOOD),70.666702(GOOD)
@2026-03-31 20:36:00,1995.157104(GOOD),280.047638(GOOD),70.738121(GOOD)
@2026-03-31 20:37:00,1940.918701(GOOD),280.047607(GOOD),70.731628(GOOD)
@2026-03-31 20:38:00,1991.819702(GOOD),280.047607(GOOD),70.751030(GOOD)
@2026-03-31 20:39:00,1940.918213(GOOD),280.047607(GOOD),70.640709(GOOD)
@2026-03-31 20:40:00,2008.507690(GOOD),280.585419(GOOD),70.647209(GOOD)
@2026-03-31 20:41:00,2059.408203(GOOD),280.585419(GOOD),70.861389(GOOD)
@2026-03-31 20:42:00,1969.287598(GOOD),280.047607(GOOD),70.666695(GOOD)
@2026-03-31 20:43:00,1991.817505(GOOD),280.047607(GOOD),70.536888(GOOD)
@2026-03-31 20:44:00,1963.446411(GOOD),280.047607(GOOD),70.634300(GOOD)
@2026-03-31 20:45:00,1995.156738(GOOD),280.047760(GOOD),70.653717(GOOD)
@2026-03-31 20:46:00,2020.190308(GOOD),280.047760(GOOD),70.679710(GOOD)
@2026-03-31 20:47:00,1966.785156(GOOD),280.047760(GOOD),70.588791(GOOD)
@2026-03-31 20:48:00,1960.944092(GOOD),280.182159(GOOD),70.640686(GOOD)
@2026-03-31 20:49:00,1938.414551(GOOD),280.585571(GOOD),70.640686(GOOD)
@2026-03-31 20:50:00,1946.757813(GOOD),280.585571(GOOD),70.653694(GOOD)
@2026-03-31 20:51:00,1995.156006(GOOD),280.047760(GOOD),70.666687(GOOD)
@2026-03-31 20:52:00,1966.784424(GOOD),280.047760(GOOD),70.556412(GOOD)
