$TagName,V4::DPU1005.SH0190.AALM2.PV,V4::DPU1005.SH0190.AALM4.PV,V4::DPU1015.SH0013.AALM4.PV
$Time,Data(Quality),Data(Quality),Data(Quality)
@2026-03-12 20:00:00,2096.124512(GOOD),349.286682(GOOD),69.589577(GOOD)
@2026-03-12 20:01:00,2161.210938(GOOD),348.883545(GOOD),69.440269(GOOD)
@2026-03-12 20:02:00,2130.336914(GOOD),340.144470(GOOD),69.453270(GOOD)
@2026-03-12 20:03:00,2144.522217(GOOD),347.942200(GOOD),69.550568(GOOD)
@2026-03-12 20:04:00,2147.025635(GOOD),347.942169(GOOD),69.485756(GOOD)
@2026-03-12 20:05:00,2142.018799(GOOD),347.538910(GOOD),69.485756(GOOD)
@2026-03-12 20:06:00,2183.741211(GOOD),347.942200(GOOD),69.524651(GOOD)
@2026-03-12 20:07:00,2155.369873(GOOD),347.942200(GOOD),69.524544(GOOD)
@2026-03-12 20:08:00,2132.839844(GOOD),347.942200(GOOD),69.401245(GOOD)
@2026-03-12 20:09:00,2198.761230(GOOD),348.345612(GOOD),69.485771(GOOD)
@2026-03-12 20:10:00,2121.992188(GOOD),347.807770(GOOD),69.414368(GOOD)
@2026-03-12 20:11:00,2167.052246(GOOD),347.404205(GOOD),69.368965(GOOD)
@2026-03-12 20:12:00,2158.707764(GOOD),347.404022(GOOD),69.355965(GOOD)
@2026-03-12 20:13:00,2130.336914(GOOD),347.000671(GOOD),69.440277(GOOD)
@2026-03-12 20:14:00,2138.681152(GOOD),347.000519(GOOD),69.336472(GOOD)
@2026-03-12 20:15:00,2101.965576(GOOD),347.404449(GOOD),69.304077(GOOD)
@2026-03-12 20:16:00,2144.522217(GOOD),347.942047(GOOD),69.466263(GOOD)
@2026-03-12 20:17:00,2212.112305(GOOD),347.404022(GOOD),69.362473(GOOD)
@2026-03-12 20:18:00,2172.893311(GOOD),347.000702(GOOD),69.407875(GOOD)
@2026-03-12 20:19:00,2144.522217(GOOD),347.403778(GOOD),69.505180(GOOD)
@2026-03-12 20:20:00,2076.932373(GOOD),347.403625(GOOD),69.394875(GOOD)
@2026-03-12 20:21:00,2093.621094(GOOD),347.538086(GOOD),69.388382(GOOD)
@2026-03-12 20:22:00,2203.767822(GOOD),347.537781(GOOD),69.355988(GOOD)
@2026-03-12 20:23:00,2133.674561(GOOD),347.403229(GOOD),69.498672(GOOD)
@2026-03-12 20:24:00,2195.423584(GOOD),347.403046(GOOD),69.355980(GOOD)
@2026-03-12 20:25:00,2121.992188(GOOD),349.285156(GOOD),69.433800(GOOD)
@2026-03-12 20:26:00,2147.025635(GOOD),349.284943(GOOD),69.401367(GOOD)
@2026-03-12 20:27:00,2162.045410(GOOD),349.688080(GOOD),69.303940(GOOD)
@2026-03-12 20:28:00,2133.674561(GOOD),349.284760(GOOD),69.342834(GOOD)
@2026-03-12 20:29:00,2105.303467(GOOD),349.284821(GOOD),69.336342(GOOD)
@2026-03-12 20:30:00,2175.396973(GOOD),349.286682(GOOD),69.375450(GOOD)
@2026-03-12 20:31:00,2152.866699(GOOD),348.883423(GOOD),69.329849(GOOD)
@2026-03-12 20:32:00,2147.025635(GOOD),348.345947(GOOD),69.394859(GOOD)
@2026-03-12 20:33:00,2093.621094(GOOD),340.682556(GOOD),69.187256(GOOD)
@2026-03-12 20:34:00,2110.310059(GOOD),349.287048(GOOD),69.368958(GOOD)
@2026-03-12 20:35:00,2091.117920(GOOD),349.287079(GOOD),69.355972(GOOD)
@2026-03-12 20:36:00,2226.297607(GOOD),348.883759(GOOD),69.278076(GOOD)
@2026-03-12 20:37:00,2175.396973(GOOD),349.287079(GOOD),69.226158(GOOD)
@2026-03-12 20:38:00,2207.105469(GOOD),349.287079(GOOD),69.239151(GOOD)
@2026-03-12 20:39:00,2175.396973(GOOD),348.883820(GOOD),69.433754(GOOD)
@2026-03-12 20:40:00,2183.741211(GOOD),348.883942(GOOD),69.187134(GOOD)
@2026-03-12 20:41:00,2138.681152(GOOD),349.287292(GOOD),69.505035(GOOD)
@2026-03-12 20:42:00,2158.707764(GOOD),348.749451(GOOD),69.381744(GOOD)
@2026-03-12 20:43:00,2187.078857(GOOD),349.287079(GOOD),69.323456(GOOD)
@2026-03-12 20:44:00,2226.297607(GOOD),349.287231(GOOD),69.362465(GOOD)
@2026-03-12 20:45:00,2181.237793(GOOD),349.690002(GOOD),69.265144(GOOD)
@2026-03-12 20:46:00,2085.276611(GOOD),348.883362(GOOD),69.226242(GOOD)
@2026-03-12 20:47:00,2142.018799(GOOD),349.286682(GOOD),69.219734(GOOD)
