$TagName,V4::DPU1005.SH0190.AALM2.PV,V4::DPU1005.SH0190.AALM4.PV,V4::DPU1015.SH0013.AALM4.PV
$Time,Data(Quality),Data(Quality),Data(Quality)
@2026-04-14 20:00:00,2268.854492(GOOD),265.124451(GOOD),65.553627(GOOD)
@2026-04-14 20:01:00,2331.437988(GOOD),265.527649(GOOD),65.592628(GOOD)
@2026-04-14 20:02:00,2242.986816(GOOD),265.930939(GOOD),65.508232(GOOD)
@2026-04-14 20:03:00,2291.384277(GOOD),265.124451(GOOD),65.592644(GOOD)
@2026-04-14 20:04:00,2248.827881(GOOD),265.124146(GOOD),65.612045(GOOD)
@2026-04-14 20:05:00,2184.575684(GOOD),264.182892(GOOD),65.663948(GOOD)
@2026-04-14 20:06:00,2263.848145(GOOD),262.300720(GOOD),65.527740(GOOD)
@2026-04-14 20:07:00,2311.411133(GOOD),267.409607(GOOD),65.638039(GOOD)
@2026-04-14 20:08:00,2246.324463(GOOD),260.553070(GOOD),65.728813(GOOD)
@2026-04-14 20:09:00,2260.510010(GOOD),266.468658(GOOD),65.599106(GOOD)
@2026-04-14 20:10:00,2195.423584(GOOD),265.930878(GOOD),65.683395(GOOD)
@2026-04-14 20:11:00,2268.854492(GOOD),265.527588(GOOD),65.728806(GOOD)
@2026-04-14 20:12:00,2285.543457(GOOD),267.409821(GOOD),65.696411(GOOD)
@2026-04-14 20:13:00,2242.986816(GOOD),266.468750(GOOD),65.858604(GOOD)
@2026-04-14 20:14:00,2223.794678(GOOD),266.872253(GOOD),65.787209(GOOD)
@2026-04-14 20:15:00,2277.198975(GOOD),260.553345(GOOD),65.722336(GOOD)
@2026-04-14 20:16:00,2254.669189(GOOD),261.897980(GOOD),65.897530(GOOD)
@2026-04-14 20:17:00,2257.172363(GOOD),261.494568(GOOD),65.722336(GOOD)
@2026-04-14 20:18:00,2217.953369(GOOD),261.494568(GOOD),65.955933(GOOD)
@2026-04-14 20:19:00,2252.165527(GOOD),261.494568(GOOD),65.832642(GOOD)
@2026-04-14 20:20:00,2308.073486(GOOD),261.494568(GOOD),65.787239(GOOD)
@2026-04-14 20:21:00,2195.423584(GOOD),261.494446(GOOD),65.871643(GOOD)
@2026-04-14 20:22:00,2237.979980(GOOD),258.267944(GOOD),65.813240(GOOD)
@2026-04-14 20:23:00,2181.237793(GOOD),255.578949(GOOD),65.722450(GOOD)
@2026-04-14 20:24:00,2299.729004(GOOD),254.637848(GOOD),65.865143(GOOD)
@2026-04-14 20:25:00,2234.642578(GOOD),260.553345(GOOD),65.832649(GOOD)
@2026-04-14 20:26:00,2248.827881(GOOD),254.637833(GOOD),65.852150(GOOD)
@2026-04-14 20:27:00,2215.450195(GOOD),254.637833(GOOD),65.982056(GOOD)
@2026-04-14 20:28:00,2217.953369(GOOD),254.637817(GOOD),65.936653(GOOD)
@2026-04-14 20:29:00,2195.423584(GOOD),254.637817(GOOD),65.923546(GOOD)
@2026-04-14 20:30:00,2212.112305(GOOD),254.637772(GOOD),65.988373(GOOD)
@2026-04-14 20:31:00,2232.138672(GOOD),254.637772(GOOD),66.124573(GOOD)
@2026-04-14 20:32:00,2234.642578(GOOD),254.637772(GOOD),66.007767(GOOD)
@2026-04-14 20:33:00,2235.476807(GOOD),254.637772(GOOD),65.975250(GOOD)
@2026-04-14 20:34:00,2243.821045(GOOD),255.041092(GOOD),65.968742(GOOD)
@2026-04-14 20:35:00,2260.510010(GOOD),254.637787(GOOD),65.923340(GOOD)
@2026-04-14 20:36:00,2209.608887(GOOD),254.637787(GOOD),65.968742(GOOD)
@2026-04-14 20:37:00,2252.165527(GOOD),254.637787(GOOD),66.033646(GOOD)
@2026-04-14 20:38:00,2242.986816(GOOD),254.637787(GOOD),65.981735(GOOD)
@2026-04-14 20:39:00,2277.198975(GOOD),254.637787(GOOD),66.007751(GOOD)
@2026-04-14 20:40:00,2252.165527(GOOD),255.041092(GOOD),66.260872(GOOD)
@2026-04-14 20:41:00,2229.635742(GOOD),254.099976(GOOD),66.072678(GOOD)
@2026-04-14 20:42:00,2235.476807(GOOD),258.671265(GOOD),66.189491(GOOD)
@2026-04-14 20:43:00,2234.642578(GOOD),258.805756(GOOD),66.066185(GOOD)
@2026-04-14 20:44:00,2197.926758(GOOD),253.293472(GOOD),66.144096(GOOD)
@2026-04-14 20:45:00,2237.979980(GOOD),259.612213(GOOD),66.183029(GOOD)
@2026-04-14 20:46:00,2277.198975(GOOD),253.696716(GOOD),66.118126(GOOD)
@2026-04-14 20:47:00,2237.979980(GOOD),253.696716(GOOD),66.163628(GOOD)
@2026-04-14 20:48:00,2235.476807(GOOD),253.293320(GOOD),66.183029(GOOD)
@2026-04-14 20:49:00,2229.635742(GOOD),253.696716(GOOD),66.170120(GOOD)
@2026-04-14 20:50:00,2242.986816(GOOD),253.696716(GOOD),66.312828(GOOD)
@2026-04-14 20:51:00,2187.078857(GOOD),253.293320(GOOD),66.189522(GOOD)
@2026-04-14 20:52:00,2274.695557(GOOD),253.696716(GOOD),66.085724(GOOD)
@2026-04-14 20:53:00,2248.827881(GOOD),253.696716(GOOD),66.131134(GOOD)
@2026-04-14 20:54:00,2252.165527(GOOD),254.100021(GOOD),66.215546(GOOD)
@2026-04-14 20:55:00,2254.669189(GOOD),252.890030(GOOD),66.163643(GOOD)
@2026-04-14 20:56:00,2257.172363(GOOD),252.755630(GOOD),66.176544(GOOD)
@2026-04-14 20:57:00,2268.854492(GOOD),252.755630(GOOD),66.079239(GOOD)
@2026-04-14 20:58:00,2215.450195(GOOD),252.890030(GOOD),66.183037(GOOD)
@2026-04-14 20:59:00,2263.013428(GOOD),253.293335(GOOD),66.209045(GOOD)
@2026-04-14 21:00:00,2195.423584(GOOD),252.755554(GOOD),66.066231(GOOD)
@2026-04-14 21:01:00,2217.953369(GOOD),252.755554(GOOD),66.105217(GOOD)
@2026-04-14 21:02:00,2192.085449(GOOD),253.293259(GOOD),66.105209(GOOD)
@2026-04-14 21:03:00,2274.695557(GOOD),252.889954(GOOD),66.072701(GOOD)
@2026-04-14 21:04:00,2203.767822(GOOD),253.293274(GOOD),66.247887(GOOD)
@2026-04-14 21:05:00,2206.271240(GOOD),253.293274(GOOD),66.111687(GOOD)
@2026-04-14 21:06:00,2254.669189(GOOD),254.099976(GOOD),66.033791(GOOD)
@2026-04-14 21:07:00,2246.324463(GOOD),254.099854(GOOD),66.170113(GOOD)
@2026-04-14 21:08:00,2257.172363(GOOD),254.099854(GOOD),66.260918(GOOD)
@2026-04-14 21:09:00,2248.827881(GOOD),253.696655(GOOD),66.059708(GOOD)
@2026-04-14 21:10:00,2209.608887(GOOD),253.696655(GOOD),66.111710(GOOD)
