$TagName,V4::DPU1005.SH0190.AALM2.PV,V4::DPU1005.SH0190.AALM4.PV,V4::DPU1015.SH0013.AALM4.PV
$Time,Data(Quality),Data(Quality),Data(Quality)
@2026-04-11 00:00:00,2178.734375(GOOD),191.314453(GOOD),70.134621(GOOD)
@2026-04-11 00:01:00,2178.734375(GOOD),196.423264(GOOD),69.985413(GOOD)
@2026-04-11 00:02:00,2150.363525(GOOD),196.423264(GOOD),70.069725(GOOD)
@2026-04-11 00:03:00,2152.866699(GOOD),196.423264(GOOD),70.173607(GOOD)
@2026-04-11 00:04:00,2181.237793(GOOD),196.423264(GOOD),70.069702(GOOD)
@2026-04-11 00:05:00,2132.839844(GOOD),195.885559(GOOD),70.082710(GOOD)
@2026-04-11 00:06:00,2121.992188(GOOD),196.288864(GOOD),70.121605(GOOD)
@2026-04-11 00:07:00,2121.992188(GOOD),191.448853(GOOD),70.121605(GOOD)
@2026-04-11 00:08:00,2164.549072(GOOD),193.599960(GOOD),70.004898(GOOD)
@2026-04-11 00:09:00,2178.734375(GOOD),196.826675(GOOD),70.089165(GOOD)
@2026-04-11 00:10:00,2161.210938(GOOD),196.826675(GOOD),70.167061(GOOD)
@2026-04-11 00:11:00,2161.210938(GOOD),196.826675(GOOD),70.108665(GOOD)
@2026-04-11 00:12:00,2184.575684(GOOD),197.229980(GOOD),70.043770(GOOD)
@2026-04-11 00:13:00,2187.078857(GOOD),195.885590(GOOD),70.063156(GOOD)
@2026-04-11 00:14:00,2201.264648(GOOD),196.826706(GOOD),70.069664(GOOD)
@2026-04-11 00:15:00,2172.893311(GOOD),196.826660(GOOD),70.017830(GOOD)
@2026-04-11 00:16:00,2189.582275(GOOD),196.423264(GOOD),70.063232(GOOD)
@2026-04-11 00:17:00,2163.714600(GOOD),196.423157(GOOD),70.011337(GOOD)
@2026-04-11 00:18:00,2183.741211(GOOD),196.288757(GOOD),70.270943(GOOD)
@2026-04-11 00:19:00,2195.423584(GOOD),196.423157(GOOD),70.030952(GOOD)
@2026-04-11 00:20:00,2158.707764(GOOD),196.423157(GOOD),70.050453(GOOD)
@2026-04-11 00:21:00,2150.363525(GOOD),196.288757(GOOD),70.095856(GOOD)
@2026-04-11 00:22:00,2158.707764(GOOD),196.826553(GOOD),70.024452(GOOD)
@2026-04-11 00:23:00,2172.893311(GOOD),196.826553(GOOD),70.102234(GOOD)
@2026-04-11 00:24:00,2170.390137(GOOD),196.826553(GOOD),70.017830(GOOD)
@2026-04-11 00:25:00,2150.363525(GOOD),196.423157(GOOD),69.952934(GOOD)
@2026-04-11 00:26:00,2110.310059(GOOD),197.229858(GOOD),70.043839(GOOD)
@2026-04-11 00:27:00,2158.707764(GOOD),197.229858(GOOD),70.069740(GOOD)
@2026-04-11 00:28:00,2169.555908(GOOD),197.229965(GOOD),70.108734(GOOD)
@2026-04-11 00:29:00,2142.018799(GOOD),197.229965(GOOD),70.043816(GOOD)
@2026-04-11 00:30:00,2152.866699(GOOD),197.230011(GOOD),69.965919(GOOD)
@2026-04-11 00:31:00,2169.555908(GOOD),196.423294(GOOD),70.082718(GOOD)
@2026-04-11 00:32:00,2175.396973(GOOD),196.423294(GOOD),69.959404(GOOD)
@2026-04-11 00:33:00,2110.310059(GOOD),196.423294(GOOD),70.128105(GOOD)
@2026-04-11 00:34:00,2147.025635(GOOD),196.423294(GOOD),70.030800(GOOD)
@2026-04-11 00:35:00,2119.489014(GOOD),195.885590(GOOD),70.017807(GOOD)
@2026-04-11 00:36:00,2209.608887(GOOD),196.826691(GOOD),70.115204(GOOD)
@2026-04-11 00:37:00,2203.767822(GOOD),196.423294(GOOD),70.082710(GOOD)
@2026-04-11 00:38:00,2181.237793(GOOD),196.826691(GOOD),70.004890(GOOD)
@2026-04-11 00:39:00,2141.184570(GOOD),196.423294(GOOD),70.147614(GOOD)
@2026-04-11 00:40:00,2164.549072(GOOD),196.423294(GOOD),70.017807(GOOD)
@2026-04-11 00:41:00,2187.078857(GOOD),196.423294(GOOD),70.011299(GOOD)
@2026-04-11 00:42:00,2226.297607(GOOD),196.423294(GOOD),69.940002(GOOD)
@2026-04-11 00:43:00,2192.920166(GOOD),196.423294(GOOD),69.927002(GOOD)
@2026-04-11 00:44:00,2167.052246(GOOD),196.826691(GOOD),69.862114(GOOD)
@2026-04-11 00:45:00,2201.264648(GOOD),196.423325(GOOD),69.985382(GOOD)
@2026-04-11 00:46:00,2183.741211(GOOD),196.423325(GOOD),70.011276(GOOD)
@2026-04-11 00:47:00,2167.052246(GOOD),196.423325(GOOD),69.985374(GOOD)
@2026-04-11 00:48:00,2183.741211(GOOD),196.423325(GOOD),69.894478(GOOD)
@2026-04-11 00:49:00,2127.833496(GOOD),196.423325(GOOD),69.972382(GOOD)
@2026-04-11 00:50:00,2206.271240(GOOD),196.423325(GOOD),69.972366(GOOD)
@2026-04-11 00:51:00,2167.052246(GOOD),196.423325(GOOD),70.069672(GOOD)
@2026-04-11 00:52:00,2158.707764(GOOD),196.423325(GOOD),69.952858(GOOD)
@2026-04-11 00:53:00,2237.979980(GOOD),196.423325(GOOD),69.907455(GOOD)
@2026-04-11 00:54:00,2164.549072(GOOD),196.423325(GOOD),70.056755(GOOD)
@2026-04-11 00:55:00,2082.773193(GOOD),196.288925(GOOD),70.030647(GOOD)
@2026-04-11 00:56:00,2203.767822(GOOD),196.826721(GOOD),69.920471(GOOD)
@2026-04-11 00:57:00,2177.899902(GOOD),196.826721(GOOD),70.043762(GOOD)
@2026-04-11 00:58:00,2136.177734(GOOD),196.826721(GOOD),70.095551(GOOD)
@2026-04-11 00:59:00,2172.893311(GOOD),196.826721(GOOD),69.887939(GOOD)
@2026-04-11 01:00:00,2175.396973(GOOD),196.423325(GOOD),69.901031(GOOD)
@2026-04-11 01:01:00,2161.210938(GOOD),196.423325(GOOD),69.998444(GOOD)
@2026-04-11 01:02:00,2116.151123(GOOD),196.423325(GOOD),69.907532(GOOD)
@2026-04-11 01:03:00,2101.965576(GOOD),196.423325(GOOD),69.933533(GOOD)
@2026-04-11 01:04:00,2136.177734(GOOD),196.826721(GOOD),69.784248(GOOD)
@2026-04-11 01:05:00,2209.608887(GOOD),196.423325(GOOD),69.914040(GOOD)
@2026-04-11 01:06:00,2105.303467(GOOD),196.423325(GOOD),69.914040(GOOD)
@2026-04-11 01:07:00,2130.336914(GOOD),196.826721(GOOD),69.920532(GOOD)
@2026-04-11 01:08:00,2130.336914(GOOD),196.826721(GOOD),69.914032(GOOD)
@2026-04-11 01:09:00,2192.920166(GOOD),196.423325(GOOD),69.952942(GOOD)
@2026-04-11 01:10:00,2096.124512(GOOD),196.826721(GOOD),70.017830(GOOD)
@2026-04-11 01:11:00,2243.821045(GOOD),196.826721(GOOD),69.991920(GOOD)
@2026-04-11 01:12:00,2183.741211(GOOD),196.423325(GOOD),69.920525(GOOD)
@2026-04-11 01:13:00,2116.151123(GOOD),196.423325(GOOD),69.965942(GOOD)
@2026-04-11 01:14:00,2116.151123(GOOD),196.826721(GOOD),69.940041(GOOD)
@2026-04-11 01:15:00,2203.767822(GOOD),196.423325(GOOD),69.862099(GOOD)
@2026-04-11 01:16:00,2197.926758(GOOD),196.826721(GOOD),69.927010(GOOD)
@2026-04-11 01:17:00,2152.866699(GOOD),196.826721(GOOD),69.894524(GOOD)
@2026-04-11 01:18:00,2147.025635(GOOD),196.826706(GOOD),69.810196(GOOD)
@2026-04-11 01:19:00,2215.450195(GOOD),196.826706(GOOD),69.913986(GOOD)
@2026-04-11 01:20:00,2164.549072(GOOD),201.801117(GOOD),69.803688(GOOD)
@2026-04-11 01:21:00,2172.893311(GOOD),196.423309(GOOD),69.920486(GOOD)
@2026-04-11 01:22:00,2158.707764(GOOD),196.423309(GOOD),69.888084(GOOD)
@2026-04-11 01:23:00,2201.264648(GOOD),201.801117(GOOD),69.810188(GOOD)
@2026-04-11 01:24:00,2144.522217(GOOD),201.397812(GOOD),69.952904(GOOD)
@2026-04-11 01:25:00,2212.112305(GOOD),201.801117(GOOD),69.875099(GOOD)
@2026-04-11 01:26:00,2183.741211(GOOD),200.456711(GOOD),69.952896(GOOD)
@2026-04-11 01:27:00,2223.794678(GOOD),196.288910(GOOD),69.965897(GOOD)
@2026-04-11 01:28:00,2133.674561(GOOD),201.397797(GOOD),69.894485(GOOD)
@2026-04-11 01:29:00,2192.920166(GOOD),201.397797(GOOD),69.862076(GOOD)
@2026-04-11 01:30:00,2172.893311(GOOD),195.885574(GOOD),69.875076(GOOD)
@2026-04-11 01:31:00,2192.085449(GOOD),200.859970(GOOD),69.771294(GOOD)
@2026-04-11 01:32:00,2167.052246(GOOD),195.885437(GOOD),70.011307(GOOD)
@2026-04-11 01:33:00,2152.866699(GOOD),200.859818(GOOD),69.900993(GOOD)
@2026-04-11 01:34:00,2187.078857(GOOD),200.994278(GOOD),69.771294(GOOD)
@2026-04-11 01:35:00,2107.806641(GOOD),202.204163(GOOD),69.797211(GOOD)
