$TagName,V4::DPU1005.SH0190.AALM2.PV,V4::DPU1005.SH0190.AALM4.PV,V4::DPU1015.SH0013.AALM4.PV
$Time,Data(Quality),Data(Quality),Data(Quality)
@2026-03-01 10:00:00,-19.192223(GOOD),553.642273(GOOD),57.968388(GOOD)
@2026-03-01 10:01:00,-19.192223(GOOD),554.045471(GOOD),58.117588(GOOD)
@2026-03-01 10:02:00,-19.192223(GOOD),553.642273(GOOD),57.780209(GOOD)
@2026-03-01 10:03:00,-19.192223(GOOD),554.448853(GOOD),57.935898(GOOD)
@2026-03-01 10:04:00,-19.192223(GOOD),553.238953(GOOD),57.754295(GOOD)
@2026-03-01 10:05:00,-19.192223(GOOD),553.642273(GOOD),57.909988(GOOD)
@2026-03-01 10:06:00,-19.192223(GOOD),554.045471(GOOD),57.883984(GOOD)
@2026-03-01 10:07:00,-19.192223(GOOD),554.045471(GOOD),57.909981(GOOD)
@2026-03-01 10:08:00,-19.192223(GOOD),553.642273(GOOD),57.806171(GOOD)
@2026-03-01 10:09:00,-21.695623(GOOD),553.642273(GOOD),57.819080(GOOD)
@2026-03-01 10:10:00,-15.854423(GOOD),553.238953(GOOD),58.013771(GOOD)
@2026-03-01 10:11:00,-21.695623(GOOD),553.642273(GOOD),57.961872(GOOD)
@2026-03-01 10:12:00,-19.192223(GOOD),554.045471(GOOD),57.987862(GOOD)
@2026-03-01 10:13:00,-16.688923(GOOD),554.045471(GOOD),57.974865(GOOD)
@2026-03-01 10:14:00,-21.695623(GOOD),554.045471(GOOD),57.793159(GOOD)
@2026-03-01 10:15:00,-19.192223(GOOD),553.642273(GOOD),57.682884(GOOD)
@2026-03-01 10:16:00,-19.192223(GOOD),553.642151(GOOD),57.845078(GOOD)
@2026-03-01 10:17:00,-15.854423(GOOD),553.642151(GOOD),57.845078(GOOD)
@2026-03-01 10:18:00,-19.192223(GOOD),554.045349(GOOD),57.890476(GOOD)
@2026-03-01 10:19:00,-19.192223(GOOD),553.642151(GOOD),57.806160(GOOD)
@2026-03-01 10:20:00,-19.192223(GOOD),554.045349(GOOD),57.909843(GOOD)
@2026-03-01 10:21:00,-19.192223(GOOD),553.642151(GOOD),57.806038(GOOD)
@2026-03-01 10:22:00,-16.688923(GOOD),554.045349(GOOD),57.955238(GOOD)
@2026-03-01 10:23:00,-19.192223(GOOD),553.642151(GOOD),58.065533(GOOD)
@2026-03-01 10:24:00,-19.192223(GOOD),553.642151(GOOD),57.877331(GOOD)
@2026-03-01 10:25:00,-16.688923(GOOD),553.238831(GOOD),57.617840(GOOD)
@2026-03-01 10:26:00,-19.192223(GOOD),553.238831(GOOD),57.987850(GOOD)
@2026-03-01 10:27:00,-19.192223(GOOD),553.642151(GOOD),57.806168(GOOD)
@2026-03-01 10:28:00,-19.192223(GOOD),553.642151(GOOD),57.806175(GOOD)
@2026-03-01 10:29:00,-19.192223(GOOD),553.642151(GOOD),57.994270(GOOD)
@2026-03-01 10:30:00,-19.192223(GOOD),553.642273(GOOD),57.825638(GOOD)
@2026-03-01 10:31:00,-19.192223(GOOD),554.045471(GOOD),57.858135(GOOD)
@2026-03-01 10:32:00,-19.192223(GOOD),553.642273(GOOD),57.871136(GOOD)
@2026-03-01 10:33:00,-19.192223(GOOD),553.238953(GOOD),57.832138(GOOD)
@2026-03-01 10:34:00,-15.854424(GOOD),553.642273(GOOD),57.903545(GOOD)
@2026-03-01 10:35:00,-19.192223(GOOD),553.238953(GOOD),57.799850(GOOD)
@2026-03-01 10:36:00,-19.192223(GOOD),554.045471(GOOD),57.955559(GOOD)
@2026-03-01 10:37:00,-19.192223(GOOD),553.642273(GOOD),57.949059(GOOD)
@2026-03-01 10:38:00,-19.192223(GOOD),554.045471(GOOD),58.020458(GOOD)
@2026-03-01 10:39:00,-16.688923(GOOD),554.448853(GOOD),57.793358(GOOD)
@2026-03-01 10:40:00,-19.192223(GOOD),554.448853(GOOD),57.819267(GOOD)
@2026-03-01 10:41:00,-19.192223(GOOD),554.045471(GOOD),57.845268(GOOD)
@2026-03-01 10:42:00,-15.854423(GOOD),554.448853(GOOD),57.936066(GOOD)
@2026-03-01 10:43:00,-21.695623(GOOD),554.448853(GOOD),57.812855(GOOD)
@2026-03-01 10:44:00,-16.688923(GOOD),553.642273(GOOD),57.988075(GOOD)
@2026-03-01 10:45:00,-15.854445(GOOD),554.448914(GOOD),57.909988(GOOD)
@2026-03-01 10:46:00,-21.695644(GOOD),554.448914(GOOD),57.948895(GOOD)
@2026-03-01 10:47:00,-19.192244(GOOD),554.045532(GOOD),57.961895(GOOD)
@2026-03-01 10:48:00,-19.192244(GOOD),554.448914(GOOD),57.858093(GOOD)
@2026-03-01 10:49:00,-16.688944(GOOD),554.583313(GOOD),57.922989(GOOD)
@2026-03-01 10:50:00,-19.192244(GOOD),554.448914(GOOD),57.968391(GOOD)
@2026-03-01 10:51:00,-16.688944(GOOD),554.045532(GOOD),57.910000(GOOD)
@2026-03-01 10:52:00,-19.192244(GOOD),554.045532(GOOD),58.117580(GOOD)
@2026-03-01 10:53:00,-15.854444(GOOD),554.045532(GOOD),57.793171(GOOD)
@2026-03-01 10:54:00,-19.192244(GOOD),553.642334(GOOD),57.728268(GOOD)
@2026-03-01 10:55:00,-19.192244(GOOD),555.927917(GOOD),57.754265(GOOD)
@2026-03-01 10:56:00,-19.192244(GOOD),555.927917(GOOD),57.916466(GOOD)
@2026-03-01 10:57:00,-19.192244(GOOD),547.189087(GOOD),57.961872(GOOD)
@2026-03-01 10:58:00,-19.192244(GOOD),554.449097(GOOD),57.806179(GOOD)
@2026-03-01 10:59:00,-19.192244(GOOD),546.382202(GOOD),57.942390(GOOD)
@2026-03-01 11:00:00,-16.688889(GOOD),551.894470(GOOD),57.702351(GOOD)
@2026-03-01 11:01:00,-19.192188(GOOD),555.927795(GOOD),57.896847(GOOD)
@2026-03-01 11:02:00,-19.192188(GOOD),555.121094(GOOD),58.240723(GOOD)
@2026-03-01 11:03:00,-19.192188(GOOD),548.129761(GOOD),57.896839(GOOD)
@2026-03-01 11:04:00,-16.688889(GOOD),548.667542(GOOD),57.948734(GOOD)
@2026-03-01 11:05:00,-19.192188(GOOD),548.263733(GOOD),57.669735(GOOD)
@2026-03-01 11:06:00,-19.192188(GOOD),556.330139(GOOD),57.890335(GOOD)
@2026-03-01 11:07:00,-19.192188(GOOD),546.381287(GOOD),57.715126(GOOD)
@2026-03-01 11:08:00,-16.688889(GOOD),554.044617(GOOD),58.072037(GOOD)
@2026-03-01 11:09:00,-16.688889(GOOD),554.582336(GOOD),57.890339(GOOD)
@2026-03-01 11:10:00,-19.192188(GOOD),554.447815(GOOD),57.682735(GOOD)
@2026-03-01 11:11:00,-16.688889(GOOD),545.036560(GOOD),58.013634(GOOD)
@2026-03-01 11:12:00,-19.192188(GOOD),545.440063(GOOD),57.864437(GOOD)
@2026-03-01 11:13:00,-19.192188(GOOD),545.036621(GOOD),57.903347(GOOD)
@2026-03-01 11:14:00,-19.192188(GOOD),545.036560(GOOD),58.033138(GOOD)
@2026-03-01 11:15:00,-21.695555(GOOD),545.441101(GOOD),57.825638(GOOD)
@2026-03-01 11:16:00,-19.192154(GOOD),545.441101(GOOD),57.773739(GOOD)
@2026-03-01 11:17:00,-19.192154(GOOD),545.037781(GOOD),57.916531(GOOD)
@2026-03-01 11:18:00,-16.688854(GOOD),545.037781(GOOD),57.715332(GOOD)
@2026-03-01 11:19:00,-19.192154(GOOD),545.440796(GOOD),57.929527(GOOD)
@2026-03-01 11:20:00,-19.192154(GOOD),545.037476(GOOD),57.916538(GOOD)
@2026-03-01 11:21:00,-19.192154(GOOD),545.037476(GOOD),57.819138(GOOD)
@2026-03-01 11:22:00,-16.688854(GOOD),544.499756(GOOD),57.747833(GOOD)
@2026-03-01 11:23:00,-21.695555(GOOD),544.499756(GOOD),57.644035(GOOD)
@2026-03-01 11:24:00,-19.192154(GOOD),544.499634(GOOD),57.793232(GOOD)
@2026-03-01 11:25:00,-19.192154(GOOD),544.902832(GOOD),57.488228(GOOD)
@2026-03-01 11:26:00,-19.192154(GOOD),544.096252(GOOD),57.663418(GOOD)
@2026-03-01 11:27:00,-19.192154(GOOD),544.499634(GOOD),57.598515(GOOD)
@2026-03-01 11:28:00,-16.688854(GOOD),544.499634(GOOD),57.767200(GOOD)
@2026-03-01 11:29:00,-19.192154(GOOD),544.499573(GOOD),57.903492(GOOD)
@2026-03-01 11:30:00,-19.192223(GOOD),544.903320(GOOD),57.624489(GOOD)
@2026-03-01 11:31:00,-19.192223(GOOD),544.903320(GOOD),57.754295(GOOD)
@2026-03-01 11:32:00,-16.688923(GOOD),544.903320(GOOD),57.553097(GOOD)
@2026-03-01 11:33:00,-15.854423(GOOD),543.155640(GOOD),57.883991(GOOD)
@2026-03-01 11:34:00,-19.192223(GOOD),543.559143(GOOD),57.721794(GOOD)
@2026-03-01 11:35:00,-19.192223(GOOD),552.701294(GOOD),57.786694(GOOD)
@2026-03-01 11:36:00,-19.192223(GOOD),552.298096(GOOD),57.741299(GOOD)
@2026-03-01 11:37:00,-19.192223(GOOD),543.155640(GOOD),57.637501(GOOD)
@2026-03-01 11:38:00,-19.192223(GOOD),552.701233(GOOD),58.104576(GOOD)
@2026-03-01 11:39:00,-19.192223(GOOD),552.701233(GOOD),57.591976(GOOD)
@2026-03-01 11:40:00,-19.192223(GOOD),553.104675(GOOD),58.052692(GOOD)
@2026-03-01 11:41:00,-19.192223(GOOD),552.298218(GOOD),57.948879(GOOD)
@2026-03-01 11:42:00,-19.192223(GOOD),553.104736(GOOD),57.948872(GOOD)
@2026-03-01 11:43:00,-15.854423(GOOD),552.701416(GOOD),57.819073(GOOD)
@2026-03-01 11:44:00,-19.192223(GOOD),552.701416(GOOD),57.883968(GOOD)
@2026-03-01 11:45:00,-19.192223(GOOD),552.701111(GOOD),57.663418(GOOD)
@2026-03-01 11:46:00,-16.688923(GOOD),552.701111(GOOD),57.897018(GOOD)
@2026-03-01 11:47:00,-19.192223(GOOD),553.104431(GOOD),57.416924(GOOD)
@2026-03-01 11:48:00,-19.192223(GOOD),552.701111(GOOD),57.903538(GOOD)
@2026-03-01 11:49:00,-19.192223(GOOD),552.297913(GOOD),57.579124(GOOD)
@2026-03-01 11:50:00,-15.854423(GOOD),552.297913(GOOD),58.052719(GOOD)
@2026-03-01 11:51:00,-16.688923(GOOD),552.297913(GOOD),57.812729(GOOD)
@2026-03-01 11:52:00,-19.192223(GOOD),552.701111(GOOD),57.832127(GOOD)
@2026-03-01 11:53:00,-16.688923(GOOD),552.701111(GOOD),57.767235(GOOD)
@2026-03-01 11:54:00,-19.192223(GOOD),552.297913(GOOD),57.754337(GOOD)
@2026-03-01 11:55:00,-19.192223(GOOD),553.104431(GOOD),57.806232(GOOD)
@2026-03-01 11:56:00,-19.192223(GOOD),552.701111(GOOD),57.656933(GOOD)
@2026-03-01 11:57:00,-19.192223(GOOD),553.104431(GOOD),57.819122(GOOD)
@2026-03-01 11:58:00,-16.688923(GOOD),552.297913(GOOD),57.708820(GOOD)
@2026-03-01 11:59:00,-19.192223(GOOD),552.701111(GOOD),57.611511(GOOD)
@2026-03-01 12:00:00,-19.192223(GOOD),553.104431(GOOD),57.715328(GOOD)
@2026-03-01 12:01:00,-19.192223(GOOD),552.701111(GOOD),57.897026(GOOD)
@2026-03-01 12:02:00,-19.192223(GOOD),553.104431(GOOD),57.624531(GOOD)
@2026-03-01 12:03:00,-19.192223(GOOD),552.701111(GOOD),57.767235(GOOD)
@2026-03-01 12:04:00,-15.854423(GOOD),552.701111(GOOD),57.598541(GOOD)
@2026-03-01 12:05:00,-19.192223(GOOD),552.701111(GOOD),57.559750(GOOD)
@2026-03-01 12:06:00,-19.192223(GOOD),552.701111(GOOD),57.598660(GOOD)
@2026-03-01 12:07:00,-19.192223(GOOD),553.104431(GOOD),57.592049(GOOD)
@2026-03-01 12:08:00,-19.192223(GOOD),552.701111(GOOD),57.689449(GOOD)
@2026-03-01 12:09:00,-19.192223(GOOD),552.701111(GOOD),57.669933(GOOD)
@2026-03-01 12:10:00,-16.688923(GOOD),553.104431(GOOD),57.566124(GOOD)
@2026-03-01 12:11:00,-19.192223(GOOD),553.104431(GOOD),57.987930(GOOD)
@2026-03-01 12:12:00,-19.192223(GOOD),553.104431(GOOD),57.611523(GOOD)
@2026-03-01 12:13:00,-19.192223(GOOD),552.701111(GOOD),57.715317(GOOD)
@2026-03-01 12:14:00,-15.854423(GOOD),553.104431(GOOD),57.650425(GOOD)
@2026-03-01 12:15:00,-15.854445(GOOD),552.701111(GOOD),57.611511(GOOD)
@2026-03-01 12:16:00,-19.192244(GOOD),553.104431(GOOD),57.514206(GOOD)
@2026-03-01 12:17:00,-19.192244(GOOD),552.701111(GOOD),57.507698(GOOD)
