$TagName,V4::DPU1005.SH0190.AALM2.PV,V4::DPU1005.SH0190.AALM4.PV,V4::DPU1015.SH0013.AALM4.PV
$Time,Data(Quality),Data(Quality),Data(Quality)
@2026-05-07 10:00:00,3051.563721(GOOD),319.708893(GOOD),66.611282(GOOD)
@2026-05-07 10:01:00,3062.411133(GOOD),324.279999(GOOD),66.669685(GOOD)
@2026-05-07 10:02:00,2992.317871(GOOD),318.767792(GOOD),66.624260(GOOD)
@2026-05-07 10:03:00,3079.100098(GOOD),319.305450(GOOD),66.747452(GOOD)
@2026-05-07 10:04:00,3000.662354(GOOD),320.112183(GOOD),66.728050(GOOD)
@2026-05-07 10:05:00,3059.907715(GOOD),320.515778(GOOD),66.812363(GOOD)
@2026-05-07 10:06:00,3048.225586(GOOD),320.112366(GOOD),66.857765(GOOD)
@2026-05-07 10:07:00,2994.821289(GOOD),320.112366(GOOD),66.656662(GOOD)
@2026-05-07 10:08:00,3079.100098(GOOD),319.709076(GOOD),66.676048(GOOD)
@2026-05-07 10:09:00,3025.695801(GOOD),318.364624(GOOD),66.688950(GOOD)
@2026-05-07 10:10:00,2994.821289(GOOD),318.767975(GOOD),66.740936(GOOD)
@2026-05-07 10:11:00,3028.199219(GOOD),320.112396(GOOD),66.916122(GOOD)
@2026-05-07 10:12:00,3093.285645(GOOD),319.709106(GOOD),66.766808(GOOD)
@2026-05-07 10:13:00,3023.192139(GOOD),319.709106(GOOD),66.650002(GOOD)
@2026-05-07 10:14:00,3048.225586(GOOD),319.709106(GOOD),66.676003(GOOD)
@2026-05-07 10:15:00,3088.279053(GOOD),319.305542(GOOD),66.792961(GOOD)
@2026-05-07 10:16:00,3093.285645(GOOD),321.053314(GOOD),66.760345(GOOD)
@2026-05-07 10:17:00,3039.881348(GOOD),325.624451(GOOD),66.741051(GOOD)
@2026-05-07 10:18:00,3000.662354(GOOD),319.305328(GOOD),66.695450(GOOD)
@2026-05-07 10:19:00,3017.351074(GOOD),319.305298(GOOD),66.624146(GOOD)
@2026-05-07 10:20:00,2983.973145(GOOD),321.456512(GOOD),66.721451(GOOD)
@2026-05-07 10:21:00,3051.563721(GOOD),321.053101(GOOD),66.818741(GOOD)
@2026-05-07 10:22:00,3059.907715(GOOD),321.456512(GOOD),66.987434(GOOD)
@2026-05-07 10:23:00,3042.384521(GOOD),321.053253(GOOD),66.695427(GOOD)
@2026-05-07 10:24:00,2986.477051(GOOD),321.053253(GOOD),66.669540(GOOD)
@2026-05-07 10:25:00,3017.351074(GOOD),321.053253(GOOD),66.773331(GOOD)
@2026-05-07 10:26:00,2963.112305(GOOD),320.112183(GOOD),66.734550(GOOD)
@2026-05-07 10:27:00,3020.688965(GOOD),320.112183(GOOD),66.760452(GOOD)
@2026-05-07 10:28:00,3130.001221(GOOD),320.112183(GOOD),66.760460(GOOD)
@2026-05-07 10:29:00,3082.437988(GOOD),319.708893(GOOD),66.669655(GOOD)
@2026-05-07 10:30:00,3017.351074(GOOD),320.112244(GOOD),66.702126(GOOD)
@2026-05-07 10:31:00,2983.138672(GOOD),320.112244(GOOD),66.604813(GOOD)
@2026-05-07 10:32:00,3005.668945(GOOD),325.221313(GOOD),66.760521(GOOD)
@2026-05-07 10:33:00,3043.218994(GOOD),324.280151(GOOD),66.689110(GOOD)
@2026-05-07 10:34:00,2974.794434(GOOD),322.935547(GOOD),66.715111(GOOD)
@2026-05-07 10:35:00,3019.854492(GOOD),322.935547(GOOD),66.682716(GOOD)
@2026-05-07 10:36:00,2980.635742(GOOD),321.591248(GOOD),66.689110(GOOD)
@2026-05-07 10:37:00,3068.252197(GOOD),322.397980(GOOD),66.780022(GOOD)
@2026-05-07 10:38:00,3108.305420(GOOD),321.456909(GOOD),66.630730(GOOD)
@2026-05-07 10:39:00,2983.138672(GOOD),321.994690(GOOD),66.643723(GOOD)
@2026-05-07 10:40:00,3023.192139(GOOD),322.397949(GOOD),66.539917(GOOD)
@2026-05-07 10:41:00,3039.881348(GOOD),321.994537(GOOD),66.637222(GOOD)
@2026-05-07 10:42:00,3096.623535(GOOD),321.994507(GOOD),66.715134(GOOD)
@2026-05-07 10:43:00,2966.450195(GOOD),321.053314(GOOD),66.708626(GOOD)
@2026-05-07 10:44:00,2999.827881(GOOD),321.053314(GOOD),66.734619(GOOD)
@2026-05-07 10:45:00,3133.339111(GOOD),320.112244(GOOD),66.805939(GOOD)
@2026-05-07 10:46:00,2974.794434(GOOD),320.112213(GOOD),66.630737(GOOD)
@2026-05-07 10:47:00,3025.695801(GOOD),320.112213(GOOD),66.565948(GOOD)
@2026-05-07 10:48:00,3054.066650(GOOD),320.112213(GOOD),66.624451(GOOD)
@2026-05-07 10:49:00,3020.688965(GOOD),320.112366(GOOD),66.624451(GOOD)
@2026-05-07 10:50:00,3039.881348(GOOD),321.053497(GOOD),66.559448(GOOD)
@2026-05-07 10:51:00,3034.040283(GOOD),320.650208(GOOD),66.572350(GOOD)
@2026-05-07 10:52:00,3031.536621(GOOD),321.053497(GOOD),66.630852(GOOD)
@2026-05-07 10:53:00,3031.536621(GOOD),320.515778(GOOD),66.611458(GOOD)
@2026-05-07 10:54:00,3045.722412(GOOD),320.650177(GOOD),66.475044(GOOD)
@2026-05-07 10:55:00,3031.536621(GOOD),320.650177(GOOD),66.533447(GOOD)
@2026-05-07 10:56:00,3019.854492(GOOD),320.650177(GOOD),66.637238(GOOD)
@2026-05-07 10:57:00,3005.668945(GOOD),320.650146(GOOD),66.520447(GOOD)
@2026-05-07 10:58:00,3036.543213(GOOD),320.650146(GOOD),66.630852(GOOD)
@2026-05-07 10:59:00,3034.040283(GOOD),320.112366(GOOD),66.598465(GOOD)
@2026-05-07 11:00:00,2949.761230(GOOD),320.112244(GOOD),66.591812(GOOD)
@2026-05-07 11:01:00,3023.192139(GOOD),319.305542(GOOD),66.364700(GOOD)
@2026-05-07 11:02:00,3009.006836(GOOD),316.078949(GOOD),66.539909(GOOD)
@2026-05-07 11:03:00,2992.317871(GOOD),315.137817(GOOD),66.611305(GOOD)
@2026-05-07 11:04:00,3051.563721(GOOD),321.053314(GOOD),66.449104(GOOD)
@2026-05-07 11:05:00,3031.536621(GOOD),321.053314(GOOD),66.481514(GOOD)
@2026-05-07 11:06:00,3093.285645(GOOD),320.112213(GOOD),66.552917(GOOD)
@2026-05-07 11:07:00,3059.907715(GOOD),319.708862(GOOD),66.552917(GOOD)
@2026-05-07 11:08:00,3042.384521(GOOD),320.649841(GOOD),66.501015(GOOD)
@2026-05-07 11:09:00,3031.536621(GOOD),319.709045(GOOD),66.390701(GOOD)
@2026-05-07 11:10:00,3003.165771(GOOD),320.112244(GOOD),66.468513(GOOD)
@2026-05-07 11:11:00,3090.782227(GOOD),319.305511(GOOD),66.565926(GOOD)
@2026-05-07 11:12:00,3023.192139(GOOD),317.020020(GOOD),66.565910(GOOD)
@2026-05-07 11:13:00,3005.668945(GOOD),316.078949(GOOD),66.559410(GOOD)
@2026-05-07 11:14:00,2997.324707(GOOD),317.423492(GOOD),66.449104(GOOD)
@2026-05-07 11:15:00,2955.602539(GOOD),315.137787(GOOD),66.455551(GOOD)
@2026-05-07 11:16:00,3090.782227(GOOD),320.246552(GOOD),66.487839(GOOD)
@2026-05-07 11:17:00,2978.132080(GOOD),320.649994(GOOD),66.436050(GOOD)
@2026-05-07 11:18:00,2977.297852(GOOD),321.994476(GOOD),66.572266(GOOD)
@2026-05-07 11:19:00,3082.437988(GOOD),321.994507(GOOD),66.468460(GOOD)
@2026-05-07 11:20:00,2994.821289(GOOD),322.397949(GOOD),66.371170(GOOD)
@2026-05-07 11:21:00,2992.317871(GOOD),316.482361(GOOD),66.364677(GOOD)
@2026-05-07 11:22:00,2988.980225(GOOD),321.591278(GOOD),66.436073(GOOD)
@2026-05-07 11:23:00,3057.404785(GOOD),317.826843(GOOD),66.487961(GOOD)
@2026-05-07 11:24:00,3003.165771(GOOD),322.397949(GOOD),66.520355(GOOD)
@2026-05-07 11:25:00,3054.066650(GOOD),322.397827(GOOD),66.436058(GOOD)
@2026-05-07 11:26:00,3037.377686(GOOD),321.456848(GOOD),66.468468(GOOD)
@2026-05-07 11:27:00,3009.006836(GOOD),321.053345(GOOD),66.591759(GOOD)
@2026-05-07 11:28:00,2986.477051(GOOD),321.053345(GOOD),66.371162(GOOD)
@2026-05-07 11:29:00,3023.192139(GOOD),318.767822(GOOD),66.494476(GOOD)
@2026-05-07 11:30:00,3045.722412(GOOD),318.767792(GOOD),66.423111(GOOD)
@2026-05-07 11:31:00,2969.787842(GOOD),316.078918(GOOD),66.449112(GOOD)
@2026-05-07 11:32:00,3029.033203(GOOD),322.935303(GOOD),66.423126(GOOD)
@2026-05-07 11:33:00,3065.749023(GOOD),322.397583(GOOD),66.462029(GOOD)
@2026-05-07 11:34:00,3000.662354(GOOD),321.052887(GOOD),66.390732(GOOD)
@2026-05-07 11:35:00,3048.225586(GOOD),320.649597(GOOD),66.449120(GOOD)
@2026-05-07 11:36:00,3084.941162(GOOD),321.590698(GOOD),66.358223(GOOD)
@2026-05-07 11:37:00,2983.138672(GOOD),317.960693(GOOD),66.351715(GOOD)
@2026-05-07 11:38:00,3025.695801(GOOD),320.111816(GOOD),66.345215(GOOD)
@2026-05-07 11:39:00,3048.225586(GOOD),315.540710(GOOD),66.371208(GOOD)
@2026-05-07 11:40:00,3023.192139(GOOD),321.590729(GOOD),66.254402(GOOD)
@2026-05-07 11:41:00,2983.973145(GOOD),317.019470(GOOD),66.364693(GOOD)
@2026-05-07 11:42:00,3011.510010(GOOD),315.137268(GOOD),66.332291(GOOD)
@2026-05-07 11:43:00,2949.761230(GOOD),321.993958(GOOD),66.332275(GOOD)
@2026-05-07 11:44:00,3014.013184(GOOD),319.305084(GOOD),66.345177(GOOD)
@2026-05-07 11:45:00,3050.729248(GOOD),321.994476(GOOD),66.410133(GOOD)
@2026-05-07 11:46:00,3051.563721(GOOD),321.456665(GOOD),66.358238(GOOD)
@2026-05-07 11:47:00,3088.279053(GOOD),318.364380(GOOD),66.273941(GOOD)
@2026-05-07 11:48:00,3050.729248(GOOD),318.364380(GOOD),66.403648(GOOD)
@2026-05-07 11:49:00,3074.093750(GOOD),319.305481(GOOD),66.377739(GOOD)
@2026-05-07 11:50:00,2932.237793(GOOD),319.305481(GOOD),66.332451(GOOD)
@2026-05-07 11:51:00,3054.066650(GOOD),318.767822(GOOD),66.306343(GOOD)
@2026-05-07 11:52:00,3042.384521(GOOD),318.767822(GOOD),66.306458(GOOD)
@2026-05-07 11:53:00,3039.881348(GOOD),318.767822(GOOD),66.261070(GOOD)
@2026-05-07 11:54:00,2943.919922(GOOD),318.767822(GOOD),66.202667(GOOD)
@2026-05-07 11:55:00,2997.324707(GOOD),318.767822(GOOD),66.228661(GOOD)
@2026-05-07 11:56:00,3025.695801(GOOD),318.364410(GOOD),66.280449(GOOD)
@2026-05-07 11:57:00,3056.570068(GOOD),319.708923(GOOD),66.273941(GOOD)
@2026-05-07 11:58:00,3011.510010(GOOD),317.961121(GOOD),66.189545(GOOD)
@2026-05-07 11:59:00,2966.450195(GOOD),310.566711(GOOD),66.241440(GOOD)
@2026-05-07 12:00:00,2974.794434(GOOD),317.961121(GOOD),66.332268(GOOD)
@2026-05-07 12:01:00,3005.668945(GOOD),319.708893(GOOD),66.299767(GOOD)
@2026-05-07 12:02:00,3051.563721(GOOD),320.112030(GOOD),66.299759(GOOD)
@2026-05-07 12:03:00,3028.199219(GOOD),318.364227(GOOD),66.325752(GOOD)
@2026-05-07 12:04:00,3029.033203(GOOD),318.364227(GOOD),66.306252(GOOD)
@2026-05-07 12:05:00,2955.602539(GOOD),316.482056(GOOD),66.358032(GOOD)
@2026-05-07 12:06:00,3017.351074(GOOD),316.482056(GOOD),66.189316(GOOD)
@2026-05-07 12:07:00,2943.919922(GOOD),317.019836(GOOD),66.390526(GOOD)
@2026-05-07 12:08:00,3025.695801(GOOD),318.364227(GOOD),66.234726(GOOD)
@2026-05-07 12:09:00,3084.941162(GOOD),316.482025(GOOD),66.156914(GOOD)
@2026-05-07 12:10:00,2972.291016(GOOD),317.019836(GOOD),66.176338(GOOD)
@2026-05-07 12:11:00,3031.536621(GOOD),318.364227(GOOD),66.247726(GOOD)
@2026-05-07 12:12:00,2997.324707(GOOD),317.423126(GOOD),66.280228(GOOD)
@2026-05-07 12:13:00,3017.351074(GOOD),317.826538(GOOD),66.358040(GOOD)
@2026-05-07 12:14:00,3023.192139(GOOD),316.481995(GOOD),66.137444(GOOD)
@2026-05-07 12:15:00,3020.688965(GOOD),316.482208(GOOD),66.280357(GOOD)
@2026-05-07 12:16:00,3099.126709(GOOD),315.541260(GOOD),66.280365(GOOD)
@2026-05-07 12:17:00,2999.827881(GOOD),313.793457(GOOD),66.215477(GOOD)
@2026-05-07 12:18:00,3070.755615(GOOD),321.456879(GOOD),66.033760(GOOD)
@2026-05-07 12:19:00,3039.881348(GOOD),315.541260(GOOD),66.176453(GOOD)
@2026-05-07 12:20:00,3019.854492(GOOD),315.541290(GOOD),66.098656(GOOD)
@2026-05-07 12:21:00,3051.563721(GOOD),319.709076(GOOD),66.170074(GOOD)
@2026-05-07 12:22:00,3037.377686(GOOD),320.112213(GOOD),66.228500(GOOD)
