$TagName,V4::DPU1005.SH0190.AALM2.PV,V4::DPU1005.SH0190.AALM4.PV,V4::DPU1015.SH0013.AALM4.PV
$Time,Data(Quality),Data(Quality),Data(Quality)
@2026-04-26 10:00:00,2927.231201(GOOD),305.188934(GOOD),63.386417(GOOD)
@2026-04-26 10:01:00,2954.767822(GOOD),305.188721(GOOD),63.360516(GOOD)
@2026-04-26 10:02:00,2994.821289(GOOD),304.650726(GOOD),63.211224(GOOD)
@2026-04-26 10:03:00,2992.317871(GOOD),305.188354(GOOD),63.321529(GOOD)
@2026-04-26 10:04:00,2867.985596(GOOD),304.650574(GOOD),63.373421(GOOD)
@2026-04-26 10:05:00,2915.549072(GOOD),305.188293(GOOD),63.230717(GOOD)
@2026-04-26 10:06:00,2929.734375(GOOD),305.188293(GOOD),63.347511(GOOD)
@2026-04-26 10:07:00,2947.258057(GOOD),305.188293(GOOD),63.243710(GOOD)
@2026-04-26 10:08:00,3025.695801(GOOD),305.188293(GOOD),63.289112(GOOD)
@2026-04-26 10:09:00,2938.079102(GOOD),305.188293(GOOD),63.451305(GOOD)
@2026-04-26 10:10:00,2907.204346(GOOD),305.188293(GOOD),63.204704(GOOD)
@2026-04-26 10:11:00,2907.204346(GOOD),305.591583(GOOD),63.373409(GOOD)
@2026-04-26 10:12:00,2974.794434(GOOD),305.591583(GOOD),63.373417(GOOD)
@2026-04-26 10:13:00,2978.132080(GOOD),305.188293(GOOD),63.289124(GOOD)
@2026-04-26 10:14:00,2952.264404(GOOD),305.188293(GOOD),63.302132(GOOD)
@2026-04-26 10:15:00,2997.324707(GOOD),305.188934(GOOD),63.308556(GOOD)
@2026-04-26 10:16:00,2988.980225(GOOD),305.188934(GOOD),63.373245(GOOD)
@2026-04-26 10:17:00,2949.761230(GOOD),305.592224(GOOD),63.301933(GOOD)
@2026-04-26 10:18:00,2983.973145(GOOD),305.592224(GOOD),63.457623(GOOD)
@2026-04-26 10:19:00,3029.033203(GOOD),305.188934(GOOD),63.308411(GOOD)
@2026-04-26 10:20:00,2867.151123(GOOD),305.592224(GOOD),63.250008(GOOD)
@2026-04-26 10:21:00,2941.416748(GOOD),305.592224(GOOD),63.477097(GOOD)
@2026-04-26 10:22:00,2883.839844(GOOD),305.592224(GOOD),63.301899(GOOD)
@2026-04-26 10:23:00,3099.126709(GOOD),305.592224(GOOD),63.405704(GOOD)
@2026-04-26 10:24:00,2935.575928(GOOD),305.188934(GOOD),63.529007(GOOD)
@2026-04-26 10:25:00,2943.919922(GOOD),305.189056(GOOD),63.386215(GOOD)
@2026-04-26 10:26:00,2999.827881(GOOD),305.189087(GOOD),63.412201(GOOD)
@2026-04-26 10:27:00,2901.363281(GOOD),305.189087(GOOD),63.295395(GOOD)
@2026-04-26 10:28:00,2938.079102(GOOD),305.189087(GOOD),63.360291(GOOD)
@2026-04-26 10:29:00,2918.886719(GOOD),305.189087(GOOD),63.269382(GOOD)
@2026-04-26 10:30:00,3005.668945(GOOD),305.188934(GOOD),63.250156(GOOD)
@2026-04-26 10:31:00,2926.396973(GOOD),305.188934(GOOD),63.224155(GOOD)
@2026-04-26 10:32:00,2907.204346(GOOD),305.188934(GOOD),63.276058(GOOD)
@2026-04-26 10:33:00,2913.045410(GOOD),305.188934(GOOD),63.425358(GOOD)
@2026-04-26 10:34:00,2997.324707(GOOD),305.592224(GOOD),63.347462(GOOD)
@2026-04-26 10:35:00,2978.132080(GOOD),305.592224(GOOD),63.425369(GOOD)
@2026-04-26 10:36:00,2980.635742(GOOD),305.592224(GOOD),63.340988(GOOD)
@2026-04-26 10:37:00,2927.231201(GOOD),305.592224(GOOD),63.464294(GOOD)
@2026-04-26 10:38:00,2915.549072(GOOD),305.188934(GOOD),63.509693(GOOD)
@2026-04-26 10:39:00,2980.635742(GOOD),305.188934(GOOD),63.341000(GOOD)
@2026-04-26 10:40:00,2978.132080(GOOD),304.247803(GOOD),63.379902(GOOD)
