$TagName,V4::DPU1005.SH0190.AALM2.PV,V4::DPU1005.SH0190.AALM4.PV,V4::DPU1015.SH0013.AALM4.PV
$Time,Data(Quality),Data(Quality),Data(Quality)
@2026-03-18 10:00:00,2031.037842(GOOD),287.845581(GOOD),69.044533(GOOD)
@2026-03-18 10:01:00,1978.468018(GOOD),288.248688(GOOD),68.810921(GOOD)
@2026-03-18 10:02:00,1952.600098(GOOD),287.845398(GOOD),68.908325(GOOD)
@2026-03-18 10:03:00,2011.845459(GOOD),287.845245(GOOD),68.849930(GOOD)
@2026-03-18 10:04:00,1944.255249(GOOD),287.845215(GOOD),68.849930(GOOD)
@2026-03-18 10:05:00,1963.447998(GOOD),288.248505(GOOD),68.817444(GOOD)
@2026-03-18 10:06:00,1972.626709(GOOD),294.164154(GOOD),68.830559(GOOD)
@2026-03-18 10:07:00,1994.321899(GOOD),288.248535(GOOD),68.901955(GOOD)
@2026-03-18 10:08:00,1960.944092(GOOD),287.441956(GOOD),68.823944(GOOD)
@2026-03-18 10:09:00,2016.852417(GOOD),287.845215(GOOD),68.798157(GOOD)
@2026-03-18 10:10:00,2020.189941(GOOD),287.845245(GOOD),68.947365(GOOD)
@2026-03-18 10:11:00,2022.693726(GOOD),287.845367(GOOD),68.914978(GOOD)
@2026-03-18 10:12:00,1983.475220(GOOD),287.442078(GOOD),68.856583(GOOD)
@2026-03-18 10:13:00,1971.792969(GOOD),287.442108(GOOD),68.875984(GOOD)
@2026-03-18 10:14:00,1983.474854(GOOD),287.845581(GOOD),68.843582(GOOD)
@2026-03-18 10:15:00,2046.058105(GOOD),287.845581(GOOD),68.772003(GOOD)
@2026-03-18 10:16:00,1985.977783(GOOD),287.442322(GOOD),68.817390(GOOD)
@2026-03-18 10:17:00,1960.944702(GOOD),287.845612(GOOD),68.862770(GOOD)
@2026-03-18 10:18:00,2017.687622(GOOD),287.845612(GOOD),68.875763(GOOD)
@2026-03-18 10:19:00,1910.043579(GOOD),287.845612(GOOD),68.888763(GOOD)
@2026-03-18 10:20:00,2073.594238(GOOD),287.442322(GOOD),68.914772(GOOD)
@2026-03-18 10:21:00,1989.314941(GOOD),287.442444(GOOD),68.869263(GOOD)
@2026-03-18 10:22:00,2040.215820(GOOD),287.442322(GOOD),68.914772(GOOD)
@2026-03-18 10:23:00,1977.631470(GOOD),287.845581(GOOD),68.986076(GOOD)
@2026-03-18 10:24:00,2014.347900(GOOD),287.845551(GOOD),68.908272(GOOD)
@2026-03-18 10:25:00,1955.101929(GOOD),288.248749(GOOD),68.849869(GOOD)
@2026-03-18 10:26:00,2014.347290(GOOD),287.845551(GOOD),68.771965(GOOD)
@2026-03-18 10:27:00,1963.446045(GOOD),287.442261(GOOD),68.914780(GOOD)
@2026-03-18 10:28:00,2009.340088(GOOD),287.845612(GOOD),68.895256(GOOD)
@2026-03-18 10:29:00,2028.532837(GOOD),287.442139(GOOD),68.804459(GOOD)
@2026-03-18 10:30:00,1985.977661(GOOD),287.845581(GOOD),68.875824(GOOD)
@2026-03-18 10:31:00,2040.217041(GOOD),287.442474(GOOD),68.882324(GOOD)
@2026-03-18 10:32:00,1963.447998(GOOD),288.248932(GOOD),68.849922(GOOD)
@2026-03-18 10:33:00,2009.341431(GOOD),287.845795(GOOD),68.953712(GOOD)
@2026-03-18 10:34:00,2031.871216(GOOD),288.249084(GOOD),68.830406(GOOD)
@2026-03-18 10:35:00,1952.599121(GOOD),288.249054(GOOD),68.784996(GOOD)
@2026-03-18 10:36:00,1972.625732(GOOD),287.845612(GOOD),68.810890(GOOD)
@2026-03-18 10:37:00,2006.003052(GOOD),287.845581(GOOD),68.843414(GOOD)
@2026-03-18 10:38:00,2011.844116(GOOD),287.845551(GOOD),68.908310(GOOD)
@2026-03-18 10:39:00,1997.658325(GOOD),287.442139(GOOD),68.914818(GOOD)
@2026-03-18 10:40:00,1983.473389(GOOD),287.845551(GOOD),68.778511(GOOD)
@2026-03-18 10:41:00,1930.068726(GOOD),287.442108(GOOD),68.804512(GOOD)
@2026-03-18 10:42:00,2026.029297(GOOD),287.845367(GOOD),68.927719(GOOD)
@2026-03-18 10:43:00,2020.189209(GOOD),287.442139(GOOD),68.901817(GOOD)
@2026-03-18 10:44:00,1991.818237(GOOD),287.845551(GOOD),68.979614(GOOD)
@2026-03-18 10:45:00,2040.216797(GOOD),288.248901(GOOD),68.953690(GOOD)
@2026-03-18 10:46:00,1989.316284(GOOD),287.442322(GOOD),68.934196(GOOD)
@2026-03-18 10:47:00,2011.846313(GOOD),287.845581(GOOD),68.901794(GOOD)
@2026-03-18 10:48:00,1989.315796(GOOD),287.845428(GOOD),68.784988(GOOD)
@2026-03-18 10:49:00,2017.686890(GOOD),287.442108(GOOD),68.875809(GOOD)
@2026-03-18 10:50:00,1983.475098(GOOD),289.189850(GOOD),68.888809(GOOD)
@2026-03-18 10:51:00,1924.228882(GOOD),288.786652(GOOD),68.765511(GOOD)
@2026-03-18 10:52:00,1997.660034(GOOD),288.786682(GOOD),69.031616(GOOD)
@2026-03-18 10:53:00,1960.944336(GOOD),288.786652(GOOD),68.882301(GOOD)
@2026-03-18 10:54:00,2003.501221(GOOD),288.786652(GOOD),68.901802(GOOD)
@2026-03-18 10:55:00,2006.004639(GOOD),289.190002(GOOD),68.856415(GOOD)
@2026-03-18 10:56:00,2042.720337(GOOD),289.190002(GOOD),68.875832(GOOD)
@2026-03-18 10:57:00,1963.447876(GOOD),289.189972(GOOD),68.934235(GOOD)
@2026-03-18 10:58:00,1989.315552(GOOD),288.786682(GOOD),68.856445(GOOD)
@2026-03-18 10:59:00,1983.474121(GOOD),289.189972(GOOD),68.746048(GOOD)
@2026-03-18 11:00:00,2009.342163(GOOD),289.190002(GOOD),68.901779(GOOD)
@2026-03-18 11:01:00,1960.944702(GOOD),288.786713(GOOD),68.921173(GOOD)
@2026-03-18 11:02:00,1943.422363(GOOD),288.786743(GOOD),68.849869(GOOD)
@2026-03-18 11:03:00,1930.071655(GOOD),289.190155(GOOD),68.901787(GOOD)
@2026-03-18 11:04:00,1980.972656(GOOD),288.786865(GOOD),68.888794(GOOD)
@2026-03-18 11:05:00,2017.688354(GOOD),289.190155(GOOD),68.849907(GOOD)
@2026-03-18 11:06:00,1989.317017(GOOD),289.190155(GOOD),68.759003(GOOD)
@2026-03-18 11:07:00,1966.786987(GOOD),289.190033(GOOD),68.778496(GOOD)
@2026-03-18 11:08:00,2016.853760(GOOD),289.190033(GOOD),68.888809(GOOD)
@2026-03-18 11:09:00,1983.476074(GOOD),289.190033(GOOD),68.869301(GOOD)
@2026-03-18 11:10:00,1935.913086(GOOD),289.190155(GOOD),68.836899(GOOD)
@2026-03-18 11:11:00,2068.590576(GOOD),288.786865(GOOD),68.862785(GOOD)
@2026-03-18 11:12:00,2034.378052(GOOD),289.190186(GOOD),68.836876(GOOD)
@2026-03-18 11:13:00,1952.601807(GOOD),289.190186(GOOD),68.914772(GOOD)
@2026-03-18 11:14:00,1952.602173(GOOD),288.786896(GOOD),68.791466(GOOD)
@2026-03-18 11:15:00,1989.315674(GOOD),288.786682(GOOD),68.869339(GOOD)
@2026-03-18 11:16:00,2000.163208(GOOD),289.593414(GOOD),68.973221(GOOD)
@2026-03-18 11:17:00,1963.447632(GOOD),288.786713(GOOD),68.843391(GOOD)
@2026-03-18 11:18:00,1930.069458(GOOD),288.786713(GOOD),68.901787(GOOD)
@2026-03-18 11:19:00,2062.745605(GOOD),289.190002(GOOD),68.830406(GOOD)
@2026-03-18 11:20:00,2014.347412(GOOD),288.786713(GOOD),68.927696(GOOD)
@2026-03-18 11:21:00,1994.320679(GOOD),289.190002(GOOD),68.882294(GOOD)
@2026-03-18 11:22:00,2034.374512(GOOD),289.190002(GOOD),68.849892(GOOD)
@2026-03-18 11:23:00,2020.189575(GOOD),288.786713(GOOD),68.856400(GOOD)
@2026-03-18 11:24:00,1940.917114(GOOD),289.190002(GOOD),68.979607(GOOD)
@2026-03-18 11:25:00,2014.348267(GOOD),289.190002(GOOD),68.940712(GOOD)
@2026-03-18 11:26:00,1960.943848(GOOD),288.786713(GOOD),68.927704(GOOD)
@2026-03-18 11:27:00,1955.102783(GOOD),289.190002(GOOD),68.843399(GOOD)
@2026-03-18 11:28:00,1969.288330(GOOD),289.190002(GOOD),68.830414(GOOD)
@2026-03-18 11:29:00,2006.003662(GOOD),288.786713(GOOD),68.810905(GOOD)
@2026-03-18 11:30:00,2020.190063(GOOD),288.786682(GOOD),68.784981(GOOD)
@2026-03-18 11:31:00,2023.527588(GOOD),289.189972(GOOD),68.661674(GOOD)
@2026-03-18 11:32:00,2046.057617(GOOD),289.189972(GOOD),68.875778(GOOD)
@2026-03-18 11:33:00,1980.970581(GOOD),289.189972(GOOD),68.830246(GOOD)
@2026-03-18 11:34:00,2065.249023(GOOD),289.189972(GOOD),68.810860(GOOD)
@2026-03-18 11:35:00,2025.195190(GOOD),288.786682(GOOD),68.797958(GOOD)
