$TagName,V4::DPU1005.SH0190.AALM2.PV,V4::DPU1005.SH0190.AALM4.PV,V4::DPU1015.SH0013.AALM4.PV
$Time,Data(Quality),Data(Quality),Data(Quality)
@2026-05-27 20:00:00,2896.356934(GOOD),104.463333(GOOD),63.237179(GOOD)
@2026-05-27 20:01:00,2949.761230(GOOD),104.463333(GOOD),63.198185(GOOD)
@2026-05-27 20:02:00,2941.416748(GOOD),108.093330(GOOD),63.211170(GOOD)
@2026-05-27 20:03:00,2972.291016(GOOD),104.463333(GOOD),63.334480(GOOD)
@2026-05-27 20:04:00,2958.105713(GOOD),104.463333(GOOD),63.204678(GOOD)
@2026-05-27 20:05:00,2913.045410(GOOD),107.690041(GOOD),63.139877(GOOD)
@2026-05-27 20:06:00,2927.231201(GOOD),104.463348(GOOD),63.289070(GOOD)
@2026-05-27 20:07:00,3037.377686(GOOD),104.463348(GOOD),63.100876(GOOD)
@2026-05-27 20:08:00,2940.582520(GOOD),104.866745(GOOD),63.217670(GOOD)
@2026-05-27 20:09:00,2968.953369(GOOD),104.463348(GOOD),63.042484(GOOD)
@2026-05-27 20:10:00,2963.112305(GOOD),104.463348(GOOD),63.243687(GOOD)
@2026-05-27 20:11:00,2907.204346(GOOD),104.866745(GOOD),63.094391(GOOD)
@2026-05-27 20:12:00,2960.608887(GOOD),104.463348(GOOD),63.191788(GOOD)
@2026-05-27 20:13:00,2881.336670(GOOD),104.866745(GOOD),63.074982(GOOD)
@2026-05-27 20:14:00,2941.416748(GOOD),104.866745(GOOD),63.010071(GOOD)
@2026-05-27 20:15:00,2921.390137(GOOD),104.866676(GOOD),63.152824(GOOD)
@2026-05-27 20:16:00,2988.980225(GOOD),104.866676(GOOD),63.178822(GOOD)
@2026-05-27 20:17:00,2958.105713(GOOD),104.463287(GOOD),63.152813(GOOD)
@2026-05-27 20:18:00,2977.297852(GOOD),108.093285(GOOD),63.100914(GOOD)
@2026-05-27 20:19:00,2972.291016(GOOD),104.463280(GOOD),63.120422(GOOD)
@2026-05-27 20:20:00,2949.761230(GOOD),104.463280(GOOD),63.062019(GOOD)
@2026-05-27 20:21:00,2954.767822(GOOD),104.463280(GOOD),63.120411(GOOD)
@2026-05-27 20:22:00,2909.708008(GOOD),104.463280(GOOD),63.139919(GOOD)
@2026-05-27 20:23:00,2881.336670(GOOD),104.463280(GOOD),63.075024(GOOD)
@2026-05-27 20:24:00,2992.317871(GOOD),104.059982(GOOD),63.139915(GOOD)
@2026-05-27 20:25:00,2890.515625(GOOD),104.463280(GOOD),63.185318(GOOD)
@2026-05-27 20:26:00,2923.893311(GOOD),104.463280(GOOD),63.087914(GOOD)
@2026-05-27 20:27:00,2949.761230(GOOD),104.463280(GOOD),63.172302(GOOD)
@2026-05-27 20:28:00,2999.827881(GOOD),104.463280(GOOD),63.029499(GOOD)
@2026-05-27 20:29:00,2907.204346(GOOD),104.463280(GOOD),63.061996(GOOD)
@2026-05-27 20:30:00,2966.450195(GOOD),104.463333(GOOD),63.036030(GOOD)
@2026-05-27 20:31:00,2958.105713(GOOD),104.463333(GOOD),63.100925(GOOD)
@2026-05-27 20:32:00,2960.608887(GOOD),104.866730(GOOD),63.081539(GOOD)
@2026-05-27 20:33:00,2988.980225(GOOD),104.463333(GOOD),63.107426(GOOD)
@2026-05-27 20:34:00,2972.291016(GOOD),104.463341(GOOD),62.945217(GOOD)
@2026-05-27 20:35:00,2960.608887(GOOD),104.463341(GOOD),63.029518(GOOD)
@2026-05-27 20:36:00,2969.787842(GOOD),104.463341(GOOD),63.003605(GOOD)
@2026-05-27 20:37:00,2997.324707(GOOD),104.866737(GOOD),62.977608(GOOD)
@2026-05-27 20:38:00,2992.317871(GOOD),104.463333(GOOD),63.003613(GOOD)
@2026-05-27 20:39:00,2898.860107(GOOD),104.866730(GOOD),63.094414(GOOD)
@2026-05-27 20:40:00,2952.264404(GOOD),104.463333(GOOD),63.036011(GOOD)
@2026-05-27 20:41:00,3031.536621(GOOD),104.463333(GOOD),62.886814(GOOD)
@2026-05-27 20:42:00,2974.794434(GOOD),104.463333(GOOD),63.042522(GOOD)
@2026-05-27 20:43:00,2966.450195(GOOD),104.463333(GOOD),62.899818(GOOD)
@2026-05-27 20:44:00,2947.258057(GOOD),104.463333(GOOD),63.023129(GOOD)
@2026-05-27 20:45:00,3028.199219(GOOD),104.059998(GOOD),62.893280(GOOD)
@2026-05-27 20:46:00,2907.204346(GOOD),104.463295(GOOD),63.010067(GOOD)
@2026-05-27 20:47:00,2969.787842(GOOD),104.463295(GOOD),62.919159(GOOD)
@2026-05-27 20:48:00,2909.708008(GOOD),104.463295(GOOD),62.821865(GOOD)
@2026-05-27 20:49:00,2952.264404(GOOD),104.866692(GOOD),62.945160(GOOD)
@2026-05-27 20:50:00,2968.953369(GOOD),104.463295(GOOD),63.029457(GOOD)
@2026-05-27 20:51:00,2943.919922(GOOD),104.463287(GOOD),62.919159(GOOD)
@2026-05-27 20:52:00,2941.416748(GOOD),104.463295(GOOD),62.880257(GOOD)
@2026-05-27 20:53:00,2935.575928(GOOD),104.463295(GOOD),62.912659(GOOD)
@2026-05-27 20:54:00,2935.575928(GOOD),104.463295(GOOD),62.919155(GOOD)
@2026-05-27 20:55:00,2893.018799(GOOD),104.463295(GOOD),62.964668(GOOD)
@2026-05-27 20:56:00,2943.919922(GOOD),104.463287(GOOD),62.971062(GOOD)
@2026-05-27 20:57:00,2983.138672(GOOD),104.463287(GOOD),62.880260(GOOD)
@2026-05-27 20:58:00,2966.450195(GOOD),104.463287(GOOD),62.958157(GOOD)
@2026-05-27 20:59:00,2954.767822(GOOD),104.463287(GOOD),62.867264(GOOD)
@2026-05-27 21:00:00,3065.749023(GOOD),104.463333(GOOD),62.834881(GOOD)
@2026-05-27 21:01:00,2943.919922(GOOD),103.925629(GOOD),62.932186(GOOD)
@2026-05-27 21:02:00,2949.761230(GOOD),104.463326(GOOD),62.880302(GOOD)
@2026-05-27 21:03:00,2926.396973(GOOD),104.463326(GOOD),63.003593(GOOD)
@2026-05-27 21:04:00,3014.847900(GOOD),104.463326(GOOD),62.828396(GOOD)
@2026-05-27 21:05:00,2932.237793(GOOD),104.463326(GOOD),62.782997(GOOD)
@2026-05-27 21:06:00,3025.695801(GOOD),104.463326(GOOD),62.789505(GOOD)
@2026-05-27 21:07:00,2983.138672(GOOD),104.463326(GOOD),62.802402(GOOD)
@2026-05-27 21:08:00,2943.919922(GOOD),104.060028(GOOD),62.854298(GOOD)
@2026-05-27 21:09:00,2968.953369(GOOD),104.463326(GOOD),62.782990(GOOD)
@2026-05-27 21:10:00,2933.072266(GOOD),104.463326(GOOD),62.880306(GOOD)
@2026-05-27 21:11:00,2954.767822(GOOD),100.833328(GOOD),62.698612(GOOD)
@2026-05-27 21:12:00,2921.390137(GOOD),103.925621(GOOD),62.854328(GOOD)
@2026-05-27 21:13:00,2946.423340(GOOD),103.925621(GOOD),62.873829(GOOD)
@2026-05-27 21:14:00,2941.416748(GOOD),104.463318(GOOD),62.750530(GOOD)
@2026-05-27 21:15:00,2949.761230(GOOD),101.236671(GOOD),62.782974(GOOD)
@2026-05-27 21:16:00,2963.112305(GOOD),101.639977(GOOD),62.893265(GOOD)
@2026-05-27 21:17:00,2955.602539(GOOD),101.639977(GOOD),62.737446(GOOD)
@2026-05-27 21:18:00,2974.794434(GOOD),101.639969(GOOD),62.841244(GOOD)
@2026-05-27 21:19:00,2954.767822(GOOD),101.639969(GOOD),62.633549(GOOD)
@2026-05-27 21:20:00,2963.112305(GOOD),101.639969(GOOD),62.802361(GOOD)
@2026-05-27 21:21:00,2938.079102(GOOD),102.043266(GOOD),62.854275(GOOD)
@2026-05-27 21:22:00,2938.079102(GOOD),101.639969(GOOD),62.776474(GOOD)
@2026-05-27 21:23:00,2963.112305(GOOD),101.639969(GOOD),62.672680(GOOD)
@2026-05-27 21:24:00,2997.324707(GOOD),101.639969(GOOD),62.640179(GOOD)
