$TagName,V4::DPU1005.HW.AI010201.PV,V4::DPU1005.HW.AI020105.PV,V4::DPU1005.HW.AI060108.PV,V4::DPU1005.HW.AI020104.PV,V4::DPU1005.HW.AI020202.PV,V4::DPU1005.HW.RT060203.PV,V4::DPU1005.HW.AI050103.PV,V4::DPU1014.SH0321.AALM21.PV,V4::DPU1005.HW.AI010205.PV
$Time,Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality)
@2026-04-17 00:00:00,-0.031481(GOOD),5.192593(GOOD),29.439816(GOOD),1.293981(GOOD),112.439812(GOOD),37.071621(GOOD),14.000973(GOOD),170.815262(GOOD),66.159729(GOOD)
@2026-04-17 00:01:00,-0.024081(GOOD),5.116693(GOOD),29.460617(GOOD),1.284682(GOOD),112.435204(GOOD),37.071621(GOOD),14.000971(GOOD),170.755051(GOOD),65.502342(GOOD)
@2026-04-17 00:02:00,-0.024081(GOOD),5.111093(GOOD),29.425913(GOOD),1.317082(GOOD),112.592606(GOOD),37.071621(GOOD),13.998672(GOOD),171.025543(GOOD),64.655251(GOOD)
@2026-04-17 00:03:00,-0.031481(GOOD),5.209292(GOOD),29.456022(GOOD),1.284682(GOOD),112.361107(GOOD),37.071621(GOOD),13.999972(GOOD),171.656891(GOOD),63.537045(GOOD)
@2026-04-17 00:04:00,-0.024081(GOOD),5.174093(GOOD),29.425922(GOOD),1.270782(GOOD),112.518486(GOOD),37.071621(GOOD),13.998677(GOOD),171.626663(GOOD),61.976849(GOOD)
@2026-04-17 00:05:00,-0.024081(GOOD),5.198092(GOOD),29.439827(GOOD),1.245383(GOOD),112.578690(GOOD),37.071621(GOOD),14.000576(GOOD),171.205765(GOOD),60.553238(GOOD)
@2026-04-17 00:06:00,-0.031481(GOOD),5.098092(GOOD),29.425922(GOOD),1.254583(GOOD),112.347206(GOOD),37.071621(GOOD),13.998679(GOOD),171.296082(GOOD),58.969929(GOOD)
@2026-04-17 00:07:00,-0.031481(GOOD),5.103692(GOOD),29.442125(GOOD),1.277783(GOOD),112.657372(GOOD),37.071621(GOOD),14.000582(GOOD),170.454163(GOOD),63.840321(GOOD)
@2026-04-17 00:08:00,-0.031481(GOOD),5.098091(GOOD),29.425930(GOOD),1.245383(GOOD),112.722038(GOOD),37.071621(GOOD),13.999686(GOOD),170.604431(GOOD),66.629593(GOOD)
@2026-04-17 00:09:00,-0.031481(GOOD),5.111091(GOOD),29.442129(GOOD),1.254583(GOOD),112.374847(GOOD),37.071621(GOOD),14.001889(GOOD),171.205765(GOOD),66.175919(GOOD)
@2026-04-17 00:10:00,-0.031481(GOOD),5.103691(GOOD),29.425930(GOOD),1.245382(GOOD),112.860931(GOOD),37.097523(GOOD),14.000988(GOOD),170.724762(GOOD),65.439819(GOOD)
@2026-04-17 00:11:00,-0.031481(GOOD),5.111091(GOOD),29.456028(GOOD),1.238382(GOOD),112.610916(GOOD),37.097523(GOOD),13.999989(GOOD),170.905273(GOOD),64.444420(GOOD)
@2026-04-17 00:12:00,-0.025881(GOOD),5.092592(GOOD),29.439831(GOOD),1.307883(GOOD),112.643318(GOOD),37.097523(GOOD),13.998989(GOOD),171.145844(GOOD),63.113415(GOOD)
@2026-04-17 00:13:00,-0.031481(GOOD),5.161092(GOOD),29.425928(GOOD),1.324083(GOOD),112.796127(GOOD),37.071621(GOOD),14.001891(GOOD),171.115753(GOOD),61.710712(GOOD)
@2026-04-17 00:14:00,-0.031481(GOOD),5.116692(GOOD),29.446835(GOOD),1.300883(GOOD),112.032234(GOOD),37.097523(GOOD),13.998689(GOOD),171.476669(GOOD),60.044014(GOOD)
@2026-04-17 00:15:00,-0.025926(GOOD),5.172222(GOOD),29.425924(GOOD),1.317130(GOOD),112.564812(GOOD),37.097473(GOOD),13.999676(GOOD),171.085861(GOOD),66.402779(GOOD)
@2026-04-17 00:16:00,-0.031526(GOOD),5.027823(GOOD),29.446823(GOOD),1.307930(GOOD),112.171295(GOOD),37.097473(GOOD),13.998977(GOOD),170.995712(GOOD),66.692078(GOOD)
@2026-04-17 00:17:00,-0.025926(GOOD),5.111123(GOOD),29.425924(GOOD),1.307930(GOOD),112.532387(GOOD),37.097473(GOOD),13.998680(GOOD),171.596985(GOOD),66.402779(GOOD)
@2026-04-17 00:18:00,-0.031526(GOOD),5.129623(GOOD),29.446825(GOOD),1.300930(GOOD),112.597221(GOOD),37.097473(GOOD),13.998685(GOOD),170.514572(GOOD),65.893463(GOOD)
@2026-04-17 00:19:00,-0.031526(GOOD),5.142623(GOOD),29.432928(GOOD),1.277830(GOOD),112.407433(GOOD),37.097473(GOOD),14.001889(GOOD),170.574554(GOOD),65.023079(GOOD)
