$TagName,V4::DPU1005.HW.AI010201.PV,V4::DPU1005.HW.AI020105.PV,V4::DPU1005.HW.AI060108.PV,V4::DPU1005.HW.AI020104.PV,V4::DPU1005.HW.AI020202.PV,V4::DPU1005.HW.RT060203.PV,V4::DPU1005.HW.AI050103.PV,V4::DPU1014.SH0321.AALM21.PV,V4::DPU1005.HW.AI010205.PV
$Time,Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality)
@2026-03-23 00:00:00,-0.031481(GOOD),-0.001852(GOOD),38.328705(GOOD),0.821759(GOOD),109.574081(GOOD),29.243889(GOOD),13.998704(GOOD),0.000000(GOOD),61.233795(GOOD)
@2026-03-23 00:01:00,-0.036981(GOOD),0.001748(GOOD),38.361111(GOOD),0.828659(GOOD),109.504608(GOOD),29.243889(GOOD),13.998704(GOOD),0.000000(GOOD),68.333298(GOOD)
@2026-03-23 00:02:00,-0.036981(GOOD),-0.009252(GOOD),38.328709(GOOD),0.807859(GOOD),109.430496(GOOD),29.243889(GOOD),13.998704(GOOD),0.000000(GOOD),69.849510(GOOD)
@2026-03-23 00:03:00,-0.031481(GOOD),0.001748(GOOD),38.342609(GOOD),0.851859(GOOD),109.018486(GOOD),29.243889(GOOD),13.999706(GOOD),0.000000(GOOD),69.606522(GOOD)
@2026-03-23 00:04:00,-0.036981(GOOD),0.001748(GOOD),38.358799(GOOD),0.814759(GOOD),109.661980(GOOD),29.243889(GOOD),13.998708(GOOD),0.000000(GOOD),69.372726(GOOD)
@2026-03-23 00:05:00,-0.036981(GOOD),0.001748(GOOD),38.335602(GOOD),0.791659(GOOD),109.824089(GOOD),29.243889(GOOD),14.000009(GOOD),0.000000(GOOD),68.854233(GOOD)
@2026-03-23 00:06:00,-0.036981(GOOD),-0.003652(GOOD),38.342606(GOOD),0.791659(GOOD),109.555573(GOOD),29.243889(GOOD),13.999708(GOOD),0.000000(GOOD),68.157562(GOOD)
@2026-03-23 00:07:00,-0.036981(GOOD),-0.003652(GOOD),38.365707(GOOD),0.837959(GOOD),109.222160(GOOD),29.243889(GOOD),14.000007(GOOD),0.000000(GOOD),67.037170(GOOD)
@2026-03-23 00:08:00,-0.036981(GOOD),0.001748(GOOD),38.326405(GOOD),0.828659(GOOD),109.448944(GOOD),29.243889(GOOD),13.997706(GOOD),0.000000(GOOD),66.386749(GOOD)
