$TagName,V4::DPU1005.HW.AI010201.PV,V4::DPU1005.HW.AI020105.PV,V4::DPU1005.HW.AI060108.PV,V4::DPU1005.HW.AI020104.PV,V4::DPU1005.HW.AI020202.PV,V4::DPU1005.HW.RT060203.PV,V4::DPU1005.HW.AI050103.PV,V4::DPU1014.SH0321.AALM21.PV,V4::DPU1005.HW.AI010205.PV
$Time,Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality)
@2026-03-04 00:00:00,-0.050000(GOOD),-0.016667(GOOD),20.398148(GOOD),0.747685(GOOD),-0.134259(GOOD),18.471186(GOOD),14.003241(GOOD),0.000000(GOOD),-0.037037(GOOD)
@2026-03-04 00:01:00,-0.055600(GOOD),-0.009267(GOOD),20.412045(GOOD),0.724485(GOOD),-0.161959(GOOD),18.471186(GOOD),14.001945(GOOD),0.000000(GOOD),-0.030137(GOOD)
@2026-03-04 00:02:00,-0.055600(GOOD),0.007233(GOOD),20.398140(GOOD),0.768485(GOOD),-0.120359(GOOD),18.471186(GOOD),14.001945(GOOD),0.000000(GOOD),-0.037037(GOOD)
@2026-03-04 00:03:00,-0.061100(GOOD),0.007233(GOOD),20.412043(GOOD),0.724485(GOOD),-0.208259(GOOD),18.471186(GOOD),14.000047(GOOD),0.000000(GOOD),-0.037037(GOOD)
@2026-03-04 00:04:00,-0.061100(GOOD),-0.009267(GOOD),20.395847(GOOD),0.828685(GOOD),-0.106459(GOOD),18.432585(GOOD),14.001947(GOOD),0.000000(GOOD),-0.030137(GOOD)
@2026-03-04 00:05:00,-0.061100(GOOD),-0.003667(GOOD),20.405144(GOOD),0.747686(GOOD),-0.060159(GOOD),18.471186(GOOD),14.002945(GOOD),0.000000(GOOD),-0.023137(GOOD)
@2026-03-04 00:06:00,-0.055600(GOOD),-0.014767(GOOD),20.409748(GOOD),0.805586(GOOD),-0.134259(GOOD),18.432585(GOOD),14.001944(GOOD),0.000000(GOOD),-0.027837(GOOD)
@2026-03-04 00:07:00,-0.055600(GOOD),-0.001867(GOOD),20.384451(GOOD),0.805586(GOOD),-0.060159(GOOD),18.432585(GOOD),14.002942(GOOD),0.000000(GOOD),-0.030137(GOOD)
@2026-03-04 00:08:00,-0.050000(GOOD),0.007233(GOOD),20.419151(GOOD),0.791686(GOOD),-0.106459(GOOD),18.432585(GOOD),14.001943(GOOD),0.000000(GOOD),-0.023137(GOOD)
@2026-03-04 00:09:00,-0.055600(GOOD),0.003533(GOOD),20.414446(GOOD),0.745386(GOOD),-0.134259(GOOD),18.432585(GOOD),14.003243(GOOD),0.000000(GOOD),-0.030137(GOOD)
@2026-03-04 00:10:00,-0.050000(GOOD),0.007233(GOOD),20.368149(GOOD),0.789386(GOOD),-0.134259(GOOD),18.432585(GOOD),14.003246(GOOD),0.000000(GOOD),-0.044037(GOOD)
@2026-03-04 00:11:00,-0.050000(GOOD),-0.009267(GOOD),20.398142(GOOD),0.731486(GOOD),-0.129559(GOOD),18.432585(GOOD),14.003244(GOOD),0.000000(GOOD),-0.037037(GOOD)
@2026-03-04 00:12:00,-0.050000(GOOD),-0.003667(GOOD),20.368141(GOOD),0.738386(GOOD),-0.060159(GOOD),18.432585(GOOD),14.001945(GOOD),0.000000(GOOD),-0.037037(GOOD)
