$TagName,V4::DPU1005.HW.AI010201.PV,V4::DPU1005.HW.AI020105.PV,V4::DPU1005.HW.AI060108.PV,V4::DPU1005.HW.AI020104.PV,V4::DPU1005.HW.AI020202.PV,V4::DPU1005.HW.RT060203.PV,V4::DPU1005.HW.AI050103.PV,V4::DPU1014.SH0321.AALM21.PV,V4::DPU1005.HW.AI010205.PV
$Time,Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality)
@2026-04-19 10:00:00,0.005556(GOOD),4.848148(GOOD),29.465279(GOOD),1.284722(GOOD),112.972221(GOOD),36.425182(GOOD),13.997731(GOOD),221.987610(GOOD),61.608799(GOOD)
@2026-04-19 10:01:00,-0.000044(GOOD),4.811149(GOOD),29.493076(GOOD),1.294022(GOOD),113.203728(GOOD),36.425182(GOOD),13.996837(GOOD),222.679138(GOOD),60.974491(GOOD)
@2026-04-19 10:02:00,0.005556(GOOD),4.803749(GOOD),29.472172(GOOD),1.277822(GOOD),112.893524(GOOD),36.425182(GOOD),13.998442(GOOD),222.859512(GOOD),60.504589(GOOD)
@2026-04-19 10:03:00,-0.000044(GOOD),4.846348(GOOD),29.465269(GOOD),1.247722(GOOD),113.018509(GOOD),36.425182(GOOD),13.997738(GOOD),222.588928(GOOD),60.159691(GOOD)
@2026-04-19 10:04:00,-0.000044(GOOD),4.816749(GOOD),29.502274(GOOD),1.254622(GOOD),112.847214(GOOD),36.425182(GOOD),13.997737(GOOD),222.739456(GOOD),59.722191(GOOD)
@2026-04-19 10:05:00,-0.000044(GOOD),4.866749(GOOD),29.495378(GOOD),1.238423(GOOD),113.032425(GOOD),36.425182(GOOD),13.997739(GOOD),222.348450(GOOD),59.243076(GOOD)
@2026-04-19 10:06:00,-0.000044(GOOD),4.853749(GOOD),29.493082(GOOD),1.261623(GOOD),112.754608(GOOD),36.425182(GOOD),13.996839(GOOD),221.145828(GOOD),58.671268(GOOD)
@2026-04-19 10:07:00,-0.000044(GOOD),4.820449(GOOD),29.465284(GOOD),1.238423(GOOD),113.078728(GOOD),36.425182(GOOD),13.996840(GOOD),221.897446(GOOD),58.187477(GOOD)
@2026-04-19 10:08:00,0.005556(GOOD),4.833349(GOOD),29.493086(GOOD),1.261622(GOOD),112.796326(GOOD),36.425182(GOOD),14.000643(GOOD),222.258392(GOOD),57.701378(GOOD)
