$TagName,V4::DPU1005.HW.AI010201.PV,V4::DPU1005.HW.AI020105.PV,V4::DPU1005.HW.AI060108.PV,V4::DPU1005.HW.AI020104.PV,V4::DPU1005.HW.AI020202.PV,V4::DPU1005.HW.RT060203.PV,V4::DPU1005.HW.AI050103.PV,V4::DPU1014.SH0321.AALM21.PV,V4::DPU1005.HW.AI010205.PV
$Time,Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality)
@2026-03-20 10:00:00,-0.037037(GOOD),-0.014815(GOOD),38.877316(GOOD),0.912037(GOOD),109.527779(GOOD),29.089052(GOOD),14.000973(GOOD),0.000000(GOOD),-0.020833(GOOD)
@2026-03-20 10:01:00,-0.031537(GOOD),-0.009315(GOOD),38.881920(GOOD),0.895837(GOOD),109.134308(GOOD),29.076052(GOOD),13.999972(GOOD),0.000000(GOOD),-0.013933(GOOD)
@2026-03-20 10:02:00,-0.037037(GOOD),-0.003715(GOOD),38.875019(GOOD),0.953737(GOOD),109.166695(GOOD),29.089052(GOOD),14.000975(GOOD),0.000000(GOOD),-0.020833(GOOD)
@2026-03-20 10:03:00,-0.037037(GOOD),-0.003715(GOOD),38.905132(GOOD),0.895837(GOOD),109.337967(GOOD),29.089052(GOOD),14.000975(GOOD),0.000000(GOOD),-0.000133(GOOD)
@2026-03-20 10:04:00,-0.037037(GOOD),-0.009315(GOOD),38.891228(GOOD),0.909737(GOOD),109.106468(GOOD),29.089052(GOOD),13.999974(GOOD),0.000000(GOOD),-0.027833(GOOD)
@2026-03-20 10:05:00,-0.037037(GOOD),-0.009315(GOOD),38.902832(GOOD),0.930637(GOOD),109.337959(GOOD),29.089052(GOOD),14.000975(GOOD),0.000000(GOOD),-0.013933(GOOD)
@2026-03-20 10:06:00,-0.042637(GOOD),-0.003715(GOOD),38.875034(GOOD),0.953738(GOOD),109.384140(GOOD),29.089052(GOOD),14.000975(GOOD),0.000000(GOOD),-0.027833(GOOD)
@2026-03-20 10:07:00,-0.042637(GOOD),-0.003715(GOOD),38.902843(GOOD),0.944438(GOOD),109.087959(GOOD),29.089052(GOOD),13.999974(GOOD),0.000000(GOOD),-0.011633(GOOD)
@2026-03-20 10:08:00,-0.037037(GOOD),-0.014815(GOOD),38.868137(GOOD),0.939838(GOOD),109.620354(GOOD),29.089052(GOOD),14.000975(GOOD),0.000000(GOOD),-0.023133(GOOD)
@2026-03-20 10:09:00,-0.042637(GOOD),0.012785(GOOD),38.888943(GOOD),0.907438(GOOD),109.407372(GOOD),29.076052(GOOD),14.000975(GOOD),0.000000(GOOD),-0.020833(GOOD)
@2026-03-20 10:10:00,-0.042637(GOOD),0.001685(GOOD),38.882053(GOOD),0.944438(GOOD),109.365700(GOOD),29.089052(GOOD),13.999975(GOOD),0.000000(GOOD),-0.020833(GOOD)
@2026-03-20 10:11:00,-0.037037(GOOD),0.001685(GOOD),38.879757(GOOD),0.902837(GOOD),109.254616(GOOD),29.089052(GOOD),14.000975(GOOD),0.000000(GOOD),-0.020833(GOOD)
@2026-03-20 10:12:00,-0.037037(GOOD),0.007185(GOOD),38.882076(GOOD),0.930637(GOOD),109.578690(GOOD),29.089052(GOOD),14.000975(GOOD),0.000000(GOOD),-0.020833(GOOD)
@2026-03-20 10:13:00,-0.031537(GOOD),-0.003715(GOOD),38.902962(GOOD),0.923637(GOOD),109.786980(GOOD),29.089052(GOOD),13.999974(GOOD),0.000000(GOOD),-0.020833(GOOD)
@2026-03-20 10:14:00,-0.037037(GOOD),-0.014815(GOOD),38.882065(GOOD),0.895837(GOOD),109.407394(GOOD),29.089052(GOOD),14.000975(GOOD),0.000000(GOOD),-0.013933(GOOD)
