$TagName,V4::DPU1005.HW.AI010201.PV,V4::DPU1005.HW.AI020105.PV,V4::DPU1005.HW.AI060108.PV,V4::DPU1005.HW.AI020104.PV,V4::DPU1005.HW.AI020202.PV,V4::DPU1005.HW.RT060203.PV,V4::DPU1005.HW.AI050103.PV,V4::DPU1014.SH0321.AALM21.PV,V4::DPU1005.HW.AI010205.PV
$Time,Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality),Data(Quality)
@2026-03-18 20:00:00,-0.037037(GOOD),0.003704(GOOD),39.469906(GOOD),0.988426(GOOD),114.231476(GOOD),28.276196(GOOD),14.000973(GOOD),197.513885(GOOD),62.259258(GOOD)
@2026-03-18 20:01:00,-0.037037(GOOD),0.009304(GOOD),39.476898(GOOD),1.032426(GOOD),114.240540(GOOD),28.276196(GOOD),14.000973(GOOD),197.694290(GOOD),59.736057(GOOD)
@2026-03-18 20:02:00,-0.037037(GOOD),0.011104(GOOD),39.467587(GOOD),1.025526(GOOD),113.652626(GOOD),28.276196(GOOD),14.000973(GOOD),195.679871(GOOD),67.122673(GOOD)
@2026-03-18 20:03:00,-0.044437(GOOD),0.009304(GOOD),39.460583(GOOD),1.025525(GOOD),114.115494(GOOD),28.276196(GOOD),14.000972(GOOD),196.972702(GOOD),67.108803(GOOD)
@2026-03-18 20:04:00,-0.037037(GOOD),-0.001696(GOOD),39.460567(GOOD),0.997725(GOOD),113.819191(GOOD),28.276196(GOOD),14.000972(GOOD),197.183197(GOOD),65.495399(GOOD)
@2026-03-18 20:05:00,-0.044437(GOOD),0.009304(GOOD),39.455959(GOOD),1.013925(GOOD),113.833076(GOOD),28.276196(GOOD),14.000972(GOOD),197.844589(GOOD),63.481491(GOOD)
@2026-03-18 20:06:00,-0.037037(GOOD),0.003704(GOOD),39.453663(GOOD),0.990725(GOOD),113.671097(GOOD),28.276196(GOOD),14.001873(GOOD),196.130798(GOOD),60.636581(GOOD)
@2026-03-18 20:07:00,-0.044437(GOOD),0.020404(GOOD),39.442055(GOOD),0.988426(GOOD),113.953491(GOOD),28.276196(GOOD),14.000973(GOOD),196.882339(GOOD),67.060158(GOOD)
@2026-03-18 20:08:00,-0.038937(GOOD),0.016704(GOOD),39.430565(GOOD),1.002326(GOOD),114.013687(GOOD),28.276196(GOOD),14.000973(GOOD),196.130646(GOOD),67.263748(GOOD)
