时间戳,自垃圾池渗滤液进水流量_平均值,自垃圾池渗滤液进水流量_变化值,自垃圾池渗滤液进水流量_变化率,厌氧进水泵出口1流量_平均值,厌氧进水泵出口1流量_变化值,厌氧进水泵出口1流量_变化率,厂区环境温度_平均值,厂区环境温度_变化值,厂区环境温度_变化率,厂区环境湿度_平均值,厂区环境湿度_变化值,厂区环境湿度_变化率,调节池PH值_实时值,调节池PH值_HRT平均值,调节池COD_实时值,调节池COD_HRT平均值,调节池氨氮_实时值,调节池氨氮_HRT平均值,调节池COD_输出_t+120min,调节池氨氮_输出_t+120min
2026-05-13 00:00:00,45.54355766981131,0.0,0.0,2.8543051320754733,0.1370370000000003,0.04865218359145767,21.603490566037742,-0.5399999999999991,-0.02442333785617364,85.46981132075469,5.400000000000006,0.06741573033707873,5.742857142857143,5.788636756375392,36280.0,38492.75064888031,1984.571428571429,1518.71007596847,36470.0,1987.142857142857
2026-05-13 02:00:00,0.0,0.0,0.0,2.8855864150943384,-0.08148199999999983,-0.027990001068320593,21.932452830188684,-0.48999999999999844,-0.022435897435897363,86.3245283018868,5.700000000000003,0.06721698113207551,5.765714285714285,5.788292337269593,36470.0,38493.16957051261,1987.142857142857,1521.033261869435,36470.0,1987.142857142857
2026-05-13 04:00:00,20.319909264150947,0.0,0.0,2.9005327358490565,0.024074999999999847,0.008322985059766412,20.941320754716976,-0.22999999999999687,-0.010957598856598232,91.31415094339621,0.7999999999999972,0.008752735229759268,5.765714285714285,5.787869597869936,36470.0,38498.2625662165,1987.142857142857,1524.0892578406333,36470.0,1987.142857142857
2026-05-13 06:00:00,26.82859699056603,0.0,0.0,2.9262906415094347,0.09259299999999993,0.03201039068074582,20.390094339622642,-0.21000000000000085,-0.010144927536231925,93.98679245283017,0.10000000000000853,0.0010775862068966436,5.765714285714285,5.788129890635132,36470.0,38478.61308470984,1987.142857142857,1524.3868698936449,36470.0,1987.142857142857
2026-05-13 08:00:00,33.82583676415095,0.0,0.0,2.949347047169811,0.029630000000000045,0.010133122485956252,21.174811320754724,1.8400000000000034,0.08940719144800795,91.78113207547169,-4.700000000000003,-0.05064655172413796,5.765714285714285,5.787862864686355,36470.0,38478.106567459006,1987.142857142857,1526.8085994589455,36470.0,1987.142857142857
2026-05-13 10:00:00,0.0,0.0,0.0,2.976350650943396,-0.06296299999999988,-0.020871710400915938,22.48216981132077,0.03999999999999915,0.0017644464049404122,89.96132075471698,0.4000000000000057,0.004504504504504569,5.765714285714285,5.7871287338777,36470.0,38494.22342276404,1987.142857142857,1531.1559317133783,36470.0,1987.142857142857
2026-05-13 12:00:00,23.523904330188675,59.553703,0.0,2.985618018867924,0.14444500000000016,0.04961851334421812,24.212641509433954,1.8199999999999967,0.07824591573516752,87.60566037735848,-1.5,-0.01712328767123288,5.765714285714285,5.787599328279509,36470.0,38467.47339922452,1987.142857142857,1530.5359565114593,36470.0,1987.142857142857
2026-05-13 14:00:00,2.201921141509434,-58.73148,-1.0,3.0952427264150923,0.02037000000000022,0.006642390582348922,27.050754716981146,0.9800000000000004,0.03792569659442726,80.94150943396228,-1.5,-0.017835909631391204,5.765714285714285,5.786040693226085,36470.0,38512.39613466443,1987.142857142857,1538.3530638623376,36470.0,1987.142857142857
2026-05-13 16:00:00,31.40255926415095,0.0,0.0,3.1319383962264173,0.06296300000000032,0.02053141081180328,27.111792452830166,-1.0399999999999991,-0.03739661992089174,80.68679245283016,2.8999999999999915,0.03652392947103263,5.765714285714285,5.785643274852679,36470.0,38514.10623094661,1987.142857142857,1541.448871592081,36470.0,1987.142857142857
2026-05-13 18:00:00,0.0,0.0,0.0,3.0752969716981156,-0.07592599999999994,-0.024260375827174437,26.251037735849064,-0.7200000000000024,-0.026956196181205632,84.5169811320755,3.799999999999997,0.04639804639804636,5.765714285714285,5.785327280200481,36470.0,38512.42844322872,1987.142857142857,1544.2299700731328,36470.0,1987.142857142857
