$TagName,V4::DPU1005.HW.AI060106.PV,V4::DPU1005.HW.AI040201.PV
$Time,Data(Quality),Data(Quality)
@2026-04-11 00:00:00,19.803703(GOOD),8.139438(GOOD)
@2026-04-11 00:01:00,19.825001(GOOD),8.140138(GOOD)
@2026-04-11 00:02:00,19.813002(GOOD),8.138638(GOOD)
@2026-04-11 00:03:00,19.824104(GOOD),8.139438(GOOD)
@2026-04-11 00:04:00,19.793509(GOOD),8.138638(GOOD)
@2026-04-11 00:05:00,19.822210(GOOD),8.132837(GOOD)
@2026-04-11 00:06:00,19.811111(GOOD),8.136437(GOOD)
@2026-04-11 00:07:00,19.796305(GOOD),8.136437(GOOD)
@2026-04-11 00:08:00,19.801914(GOOD),8.135838(GOOD)
@2026-04-11 00:09:00,19.818518(GOOD),8.133437(GOOD)
@2026-04-11 00:10:00,19.821325(GOOD),8.137137(GOOD)
@2026-04-11 00:11:00,19.821323(GOOD),8.139438(GOOD)
@2026-04-11 00:12:00,19.813929(GOOD),8.135838(GOOD)
@2026-04-11 00:13:00,19.824127(GOOD),8.134337(GOOD)
@2026-04-11 00:14:00,19.824127(GOOD),8.132137(GOOD)
@2026-04-11 00:15:00,19.827778(GOOD),8.132118(GOOD)
@2026-04-11 00:16:00,19.794380(GOOD),8.132118(GOOD)
@2026-04-11 00:17:00,19.819376(GOOD),8.132819(GOOD)
@2026-04-11 00:18:00,19.799973(GOOD),8.136419(GOOD)
@2026-04-11 00:19:00,19.801870(GOOD),8.138619(GOOD)
@2026-04-11 00:20:00,19.822174(GOOD),8.136419(GOOD)
@2026-04-11 00:21:00,19.815670(GOOD),8.135819(GOOD)
@2026-04-11 00:22:00,19.809275(GOOD),8.130019(GOOD)
@2026-04-11 00:23:00,19.803673(GOOD),8.130619(GOOD)
@2026-04-11 00:24:00,19.819368(GOOD),8.130619(GOOD)
@2026-04-11 00:25:00,19.819372(GOOD),8.137919(GOOD)
@2026-04-11 00:26:00,19.810179(GOOD),8.128519(GOOD)
@2026-04-11 00:27:00,19.807379(GOOD),8.134319(GOOD)
@2026-04-11 00:28:00,19.832373(GOOD),8.115318(GOOD)
@2026-04-11 00:29:00,19.791679(GOOD),8.128519(GOOD)
@2026-04-11 00:30:00,19.807407(GOOD),8.130611(GOOD)
@2026-04-11 00:31:00,19.816706(GOOD),8.127011(GOOD)
@2026-04-11 00:32:00,19.813902(GOOD),8.130611(GOOD)
@2026-04-11 00:33:00,19.797199(GOOD),8.130012(GOOD)
@2026-04-11 00:34:00,19.822193(GOOD),8.129111(GOOD)
@2026-04-11 00:35:00,19.803686(GOOD),8.131311(GOOD)
@2026-04-11 00:36:00,19.790693(GOOD),8.128511(GOOD)
