$TagName,V4::DPU1005.HW.AI060106.PV,V4::DPU1005.HW.AI040201.PV
$Time,Data(Quality),Data(Quality)
@2026-04-16 10:00:00,19.894445(GOOD),7.598014(GOOD)
@2026-04-16 10:01:00,19.919550(GOOD),7.595214(GOOD)
@2026-04-16 10:02:00,19.934454(GOOD),7.595216(GOOD)
@2026-04-16 10:03:00,19.928856(GOOD),7.592216(GOOD)
@2026-04-16 10:04:00,19.931656(GOOD),7.597417(GOOD)
@2026-04-16 10:05:00,19.931660(GOOD),7.597417(GOOD)
@2026-04-16 10:06:00,19.902964(GOOD),7.594418(GOOD)
@2026-04-16 10:07:00,19.927977(GOOD),7.592219(GOOD)
@2026-04-16 10:08:00,19.929775(GOOD),7.598920(GOOD)
@2026-04-16 10:09:00,19.937170(GOOD),7.591621(GOOD)
@2026-04-16 10:10:00,19.935369(GOOD),7.591620(GOOD)
@2026-04-16 10:11:00,19.922369(GOOD),7.601721(GOOD)
@2026-04-16 10:12:00,19.901077(GOOD),7.600421(GOOD)
@2026-04-16 10:13:00,19.913177(GOOD),7.598022(GOOD)
@2026-04-16 10:14:00,19.926081(GOOD),7.594623(GOOD)
@2026-04-16 10:15:00,19.902779(GOOD),7.596508(GOOD)
@2026-04-16 10:16:00,19.897179(GOOD),7.595208(GOOD)
@2026-04-16 10:17:00,19.903681(GOOD),7.593706(GOOD)
@2026-04-16 10:18:00,19.937984(GOOD),7.592208(GOOD)
@2026-04-16 10:19:00,19.899984(GOOD),7.582708(GOOD)
@2026-04-16 10:20:00,19.906492(GOOD),7.587909(GOOD)
@2026-04-16 10:21:00,19.931488(GOOD),7.586409(GOOD)
@2026-04-16 10:22:00,19.936987(GOOD),7.591609(GOOD)
@2026-04-16 10:23:00,19.940683(GOOD),7.595910(GOOD)
@2026-04-16 10:24:00,19.932379(GOOD),7.595210(GOOD)
@2026-04-16 10:25:00,19.900877(GOOD),7.593710(GOOD)
@2026-04-16 10:26:00,19.926874(GOOD),7.598011(GOOD)
@2026-04-16 10:27:00,19.936974(GOOD),7.598011(GOOD)
@2026-04-16 10:28:00,19.910173(GOOD),7.602511(GOOD)
