$TagName,V4::DPU1005.HW.AI060106.PV,V4::DPU1005.HW.AI040201.PV
$Time,Data(Quality),Data(Quality)
@2026-03-28 20:00:00,19.959259(GOOD),7.359917(GOOD)
@2026-03-28 20:01:00,19.942560(GOOD),7.356317(GOOD)
@2026-03-28 20:02:00,19.948057(GOOD),7.359915(GOOD)
@2026-03-28 20:03:00,19.954561(GOOD),7.351117(GOOD)
@2026-03-28 20:04:00,19.924065(GOOD),7.351116(GOOD)
@2026-03-28 20:05:00,19.934261(GOOD),7.351716(GOOD)
@2026-03-28 20:06:00,19.928669(GOOD),7.351115(GOOD)
@2026-03-28 20:07:00,19.959270(GOOD),7.329316(GOOD)
@2026-03-28 20:08:00,19.958263(GOOD),7.348915(GOOD)
@2026-03-28 20:09:00,19.945364(GOOD),7.352615(GOOD)
@2026-03-28 20:10:00,19.945364(GOOD),7.345917(GOOD)
@2026-03-28 20:11:00,19.946274(GOOD),7.343818(GOOD)
@2026-03-28 20:12:00,19.938875(GOOD),7.344618(GOOD)
@2026-03-28 20:13:00,19.948076(GOOD),7.322716(GOOD)
@2026-03-28 20:14:00,19.946276(GOOD),7.356916(GOOD)
@2026-03-28 20:15:00,19.982407(GOOD),7.334299(GOOD)
@2026-03-28 20:16:00,19.945408(GOOD),7.351699(GOOD)
@2026-03-28 20:17:00,19.963011(GOOD),7.342499(GOOD)
@2026-03-28 20:18:00,19.955616(GOOD),7.345298(GOOD)
@2026-03-28 20:19:00,19.968517(GOOD),7.345298(GOOD)
@2026-03-28 20:20:00,19.972214(GOOD),7.341599(GOOD)
@2026-03-28 20:21:00,19.958313(GOOD),7.345901(GOOD)
@2026-03-28 20:22:00,19.923120(GOOD),7.341600(GOOD)
@2026-03-28 20:23:00,19.980623(GOOD),7.343101(GOOD)
@2026-03-28 20:24:00,19.959322(GOOD),7.342301(GOOD)
@2026-03-28 20:25:00,19.942623(GOOD),7.346102(GOOD)
@2026-03-28 20:26:00,19.940718(GOOD),7.346803(GOOD)
@2026-03-28 20:27:00,19.939819(GOOD),7.348902(GOOD)
@2026-03-28 20:28:00,19.934319(GOOD),7.343802(GOOD)
@2026-03-28 20:29:00,19.946320(GOOD),7.341003(GOOD)
@2026-03-28 20:30:00,19.977777(GOOD),7.342264(GOOD)
@2026-03-28 20:31:00,19.936975(GOOD),7.340965(GOOD)
@2026-03-28 20:32:00,19.965677(GOOD),7.340264(GOOD)
@2026-03-28 20:33:00,19.943478(GOOD),7.343764(GOOD)
@2026-03-28 20:34:00,19.949980(GOOD),7.343064(GOOD)
@2026-03-28 20:35:00,19.941675(GOOD),7.340065(GOOD)
@2026-03-28 20:36:00,19.980577(GOOD),7.345866(GOOD)
@2026-03-28 20:37:00,19.970377(GOOD),7.325666(GOOD)
@2026-03-28 20:38:00,19.935181(GOOD),7.343768(GOOD)
@2026-03-28 20:39:00,19.987984(GOOD),7.340969(GOOD)
@2026-03-28 20:40:00,19.948082(GOOD),7.344569(GOOD)
@2026-03-28 20:41:00,19.963875(GOOD),7.346769(GOOD)
@2026-03-28 20:42:00,19.938869(GOOD),7.353168(GOOD)
@2026-03-28 20:43:00,19.939768(GOOD),7.348870(GOOD)
@2026-03-28 20:44:00,19.957367(GOOD),7.346771(GOOD)
@2026-03-28 20:45:00,19.962036(GOOD),7.346139(GOOD)
@2026-03-28 20:46:00,19.960239(GOOD),7.347440(GOOD)
@2026-03-28 20:47:00,19.969446(GOOD),7.342540(GOOD)
@2026-03-28 20:48:00,19.975046(GOOD),7.338840(GOOD)
@2026-03-28 20:49:00,19.975046(GOOD),7.343141(GOOD)
@2026-03-28 20:50:00,19.957554(GOOD),7.338841(GOOD)
@2026-03-28 20:51:00,19.967756(GOOD),7.338840(GOOD)
@2026-03-28 20:52:00,19.992756(GOOD),7.340839(GOOD)
@2026-03-28 20:53:00,19.949253(GOOD),7.335239(GOOD)
@2026-03-28 20:54:00,19.966850(GOOD),7.346141(GOOD)
@2026-03-28 20:55:00,19.957447(GOOD),7.338641(GOOD)
@2026-03-28 20:56:00,19.973251(GOOD),7.334341(GOOD)
@2026-03-28 20:57:00,19.957554(GOOD),7.335241(GOOD)
@2026-03-28 20:58:00,19.970562(GOOD),7.333040(GOOD)
@2026-03-28 20:59:00,19.964062(GOOD),7.332140(GOOD)
@2026-03-28 21:00:00,19.962036(GOOD),7.335806(GOOD)
@2026-03-28 21:01:00,19.971338(GOOD),7.348906(GOOD)
@2026-03-28 21:02:00,19.973137(GOOD),7.331507(GOOD)
@2026-03-28 21:03:00,19.960249(GOOD),7.324806(GOOD)
@2026-03-28 21:04:00,19.956650(GOOD),7.329106(GOOD)
@2026-03-28 21:05:00,19.970446(GOOD),7.330606(GOOD)
@2026-03-28 21:06:00,19.947243(GOOD),7.331506(GOOD)
@2026-03-28 21:07:00,19.987043(GOOD),7.330606(GOOD)
@2026-03-28 21:08:00,19.959345(GOOD),7.329307(GOOD)
@2026-03-28 21:09:00,19.959347(GOOD),7.329307(GOOD)
