$TagName,V4::DPU1005.HW.AI060106.PV,V4::DPU1005.HW.AI040201.PV
$Time,Data(Quality),Data(Quality)
@2026-05-20 20:00:00,19.915741(GOOD),7.968938(GOOD)
@2026-05-20 20:01:00,19.913040(GOOD),7.958638(GOOD)
@2026-05-20 20:02:00,19.909338(GOOD),7.972637(GOOD)
@2026-05-20 20:03:00,19.909334(GOOD),7.964437(GOOD)
@2026-05-20 20:04:00,19.905636(GOOD),7.962939(GOOD)
@2026-05-20 20:05:00,19.910233(GOOD),7.968137(GOOD)
@2026-05-20 20:06:00,19.872238(GOOD),7.966837(GOOD)
@2026-05-20 20:07:00,19.900042(GOOD),7.972638(GOOD)
@2026-05-20 20:08:00,19.894442(GOOD),7.963139(GOOD)
@2026-05-20 20:09:00,19.869440(GOOD),7.968939(GOOD)
@2026-05-20 20:10:00,19.872240(GOOD),7.965939(GOOD)
@2026-05-20 20:11:00,19.900940(GOOD),7.960139(GOOD)
@2026-05-20 20:12:00,19.879639(GOOD),7.973940(GOOD)
@2026-05-20 20:13:00,19.900038(GOOD),7.959542(GOOD)
@2026-05-20 20:14:00,19.879639(GOOD),7.962943(GOOD)
@2026-05-20 20:15:00,19.869444(GOOD),7.962264(GOOD)
@2026-05-20 20:16:00,19.878748(GOOD),7.952764(GOOD)
@2026-05-20 20:17:00,19.897242(GOOD),7.957965(GOOD)
@2026-05-20 20:18:00,19.874142(GOOD),7.956465(GOOD)
@2026-05-20 20:19:00,19.878742(GOOD),7.974066(GOOD)
@2026-05-20 20:20:00,19.866745(GOOD),7.946266(GOOD)
@2026-05-20 20:21:00,19.912039(GOOD),7.954266(GOOD)
@2026-05-20 20:22:00,19.905640(GOOD),7.946966(GOOD)
@2026-05-20 20:23:00,19.913038(GOOD),7.947766(GOOD)
@2026-05-20 20:24:00,19.913033(GOOD),7.951266(GOOD)
@2026-05-20 20:25:00,19.903736(GOOD),7.941165(GOOD)
@2026-05-20 20:26:00,19.906540(GOOD),7.957965(GOOD)
@2026-05-20 20:27:00,19.892645(GOOD),7.954866(GOOD)
