$TagName,V4::DPU1005.HW.AI060106.PV,V4::DPU1005.HW.AI040201.PV
$Time,Data(Quality),Data(Quality)
@2026-04-28 10:00:00,19.982407(GOOD),7.391132(GOOD)
@2026-04-28 10:01:00,19.943508(GOOD),7.397833(GOOD)
@2026-04-28 10:02:00,19.971310(GOOD),7.403634(GOOD)
@2026-04-28 10:03:00,19.978704(GOOD),7.399135(GOOD)
@2026-04-28 10:04:00,19.945400(GOOD),7.389034(GOOD)
@2026-04-28 10:05:00,19.953705(GOOD),7.396934(GOOD)
@2026-04-28 10:06:00,19.988008(GOOD),7.396934(GOOD)
@2026-04-28 10:07:00,19.991703(GOOD),7.396334(GOOD)
@2026-04-28 10:08:00,20.000010(GOOD),7.393335(GOOD)
@2026-04-28 10:09:00,19.982407(GOOD),7.396334(GOOD)
@2026-04-28 10:10:00,19.961109(GOOD),7.397834(GOOD)
@2026-04-28 10:11:00,19.985203(GOOD),7.398535(GOOD)
@2026-04-28 10:12:00,19.994408(GOOD),7.388337(GOOD)
@2026-04-28 10:13:00,19.965708(GOOD),7.402836(GOOD)
@2026-04-28 10:14:00,19.985210(GOOD),7.396338(GOOD)
@2026-04-28 10:15:00,19.969444(GOOD),7.393500(GOOD)
@2026-04-28 10:16:00,19.975943(GOOD),7.393301(GOOD)
@2026-04-28 10:17:00,19.960245(GOOD),7.397800(GOOD)
@2026-04-28 10:18:00,19.977840(GOOD),7.399100(GOOD)
@2026-04-28 10:19:00,19.994444(GOOD),7.395401(GOOD)
@2026-04-28 10:20:00,19.984344(GOOD),7.402799(GOOD)
@2026-04-28 10:21:00,19.973145(GOOD),7.399700(GOOD)
@2026-04-28 10:22:00,19.960234(GOOD),7.405802(GOOD)
@2026-04-28 10:23:00,19.986124(GOOD),7.404300(GOOD)
@2026-04-28 10:24:00,19.979628(GOOD),7.403600(GOOD)
@2026-04-28 10:25:00,19.972229(GOOD),7.408601(GOOD)
@2026-04-28 10:26:00,19.981527(GOOD),7.399101(GOOD)
@2026-04-28 10:27:00,19.981525(GOOD),7.406402(GOOD)
@2026-04-28 10:28:00,19.950930(GOOD),7.411602(GOOD)
@2026-04-28 10:29:00,19.988033(GOOD),7.409402(GOOD)
@2026-04-28 10:30:00,19.966667(GOOD),7.406416(GOOD)
@2026-04-28 10:31:00,19.979570(GOOD),7.407316(GOOD)
@2026-04-28 10:32:00,19.943472(GOOD),7.408617(GOOD)
@2026-04-28 10:33:00,19.978668(GOOD),7.410117(GOOD)
@2026-04-28 10:34:00,19.961063(GOOD),7.398518(GOOD)
