$TagName,V4::DPU1005.HW.AI060106.PV,V4::DPU1005.HW.AI040201.PV
$Time,Data(Quality),Data(Quality)
@2026-04-21 00:00:00,19.912037(GOOD),7.590049(GOOD)
@2026-04-21 00:01:00,19.902838(GOOD),7.593148(GOOD)
@2026-04-21 00:02:00,19.883341(GOOD),7.593149(GOOD)
@2026-04-21 00:03:00,19.912039(GOOD),7.594449(GOOD)
@2026-04-21 00:04:00,19.902840(GOOD),7.601050(GOOD)
@2026-04-21 00:05:00,19.921345(GOOD),7.609650(GOOD)
@2026-04-21 00:06:00,19.897245(GOOD),7.600350(GOOD)
@2026-04-21 00:07:00,19.879646(GOOD),7.606951(GOOD)
@2026-04-21 00:08:00,19.900043(GOOD),7.600351(GOOD)
@2026-04-21 00:09:00,19.901945(GOOD),7.602653(GOOD)
@2026-04-21 00:10:00,19.904648(GOOD),7.606153(GOOD)
@2026-04-21 00:11:00,19.896345(GOOD),7.609153(GOOD)
@2026-04-21 00:12:00,19.902847(GOOD),7.598151(GOOD)
@2026-04-21 00:13:00,19.902849(GOOD),7.599051(GOOD)
@2026-04-21 00:14:00,19.900152(GOOD),7.601151(GOOD)
@2026-04-21 00:15:00,19.900927(GOOD),7.598876(GOOD)
@2026-04-21 00:16:00,19.894432(GOOD),7.597976(GOOD)
@2026-04-21 00:17:00,19.928734(GOOD),7.604675(GOOD)
@2026-04-21 00:18:00,19.912033(GOOD),7.603174(GOOD)
@2026-04-21 00:19:00,19.930632(GOOD),7.599473(GOOD)
@2026-04-21 00:20:00,19.897226(GOOD),7.599473(GOOD)
@2026-04-21 00:21:00,19.895422(GOOD),7.600973(GOOD)
@2026-04-21 00:22:00,19.913013(GOOD),7.603174(GOOD)
@2026-04-21 00:23:00,19.900917(GOOD),7.597974(GOOD)
@2026-04-21 00:24:00,19.905626(GOOD),7.614774(GOOD)
@2026-04-21 00:25:00,19.900024(GOOD),7.603174(GOOD)
@2026-04-21 00:26:00,19.880619(GOOD),7.607474(GOOD)
@2026-04-21 00:27:00,19.900013(GOOD),7.607474(GOOD)
@2026-04-21 00:28:00,19.915710(GOOD),7.619073(GOOD)
@2026-04-21 00:29:00,19.913908(GOOD),7.607475(GOOD)
@2026-04-21 00:30:00,19.907408(GOOD),7.612653(GOOD)
@2026-04-21 00:31:00,19.891703(GOOD),7.593654(GOOD)
@2026-04-21 00:32:00,19.886103(GOOD),7.579053(GOOD)
@2026-04-21 00:33:00,19.884298(GOOD),7.602453(GOOD)
@2026-04-21 00:34:00,19.891705(GOOD),7.605252(GOOD)
@2026-04-21 00:35:00,19.885204(GOOD),7.614751(GOOD)
@2026-04-21 00:36:00,19.865702(GOOD),7.614151(GOOD)
@2026-04-21 00:37:00,19.888897(GOOD),7.624251(GOOD)
@2026-04-21 00:38:00,19.907402(GOOD),7.620552(GOOD)
@2026-04-21 00:39:00,19.893507(GOOD),7.616952(GOOD)
@2026-04-21 00:40:00,19.902809(GOOD),7.613252(GOOD)
@2026-04-21 00:41:00,19.879616(GOOD),7.611952(GOOD)
@2026-04-21 00:42:00,19.897219(GOOD),7.623552(GOOD)
@2026-04-21 00:43:00,19.903723(GOOD),7.611952(GOOD)
