$TagName,V4::DPU1005.HW.AI060106.PV,V4::DPU1005.HW.AI040201.PV
$Time,Data(Quality),Data(Quality)
@2026-04-01 20:00:00,19.429630(GOOD),8.005320(GOOD)
@2026-04-01 20:01:00,19.468533(GOOD),8.004720(GOOD)
@2026-04-01 20:02:00,19.441732(GOOD),8.003220(GOOD)
@2026-04-01 20:03:00,19.459330(GOOD),8.004720(GOOD)
@2026-04-01 20:04:00,19.446331(GOOD),8.006020(GOOD)
@2026-04-01 20:05:00,19.461140(GOOD),8.006820(GOOD)
@2026-04-01 20:06:00,19.462034(GOOD),8.006020(GOOD)
@2026-04-01 20:07:00,19.451941(GOOD),8.006220(GOOD)
@2026-04-01 20:08:00,19.461143(GOOD),8.006020(GOOD)
@2026-04-01 20:09:00,19.463150(GOOD),8.006020(GOOD)
@2026-04-01 20:10:00,19.450048(GOOD),8.003220(GOOD)
@2026-04-01 20:11:00,19.446348(GOOD),8.002319(GOOD)
@2026-04-01 20:12:00,19.450150(GOOD),8.000219(GOOD)
@2026-04-01 20:13:00,19.430647(GOOD),7.999519(GOOD)
@2026-04-01 20:14:00,19.463945(GOOD),7.999520(GOOD)
@2026-04-01 20:15:00,19.461111(GOOD),8.006826(GOOD)
@2026-04-01 20:16:00,19.443508(GOOD),8.004726(GOOD)
@2026-04-01 20:17:00,19.444414(GOOD),8.003226(GOOD)
@2026-04-01 20:18:00,19.455618(GOOD),8.003226(GOOD)
@2026-04-01 20:19:00,19.462017(GOOD),8.003226(GOOD)
@2026-04-01 20:20:00,19.455610(GOOD),8.004726(GOOD)
@2026-04-01 20:21:00,19.454607(GOOD),8.006826(GOOD)
@2026-04-01 20:22:00,19.450907(GOOD),8.006826(GOOD)
@2026-04-01 20:23:00,19.421303(GOOD),8.006026(GOOD)
@2026-04-01 20:24:00,19.434307(GOOD),7.999526(GOOD)
@2026-04-01 20:25:00,19.439800(GOOD),7.999526(GOOD)
@2026-04-01 20:26:00,19.454607(GOOD),7.998927(GOOD)
@2026-04-01 20:27:00,19.471306(GOOD),7.999527(GOOD)
@2026-04-01 20:28:00,19.436998(GOOD),7.998027(GOOD)
@2026-04-01 20:29:00,19.450895(GOOD),7.999527(GOOD)
@2026-04-01 20:30:00,19.441666(GOOD),8.000153(GOOD)
@2026-04-01 20:31:00,19.461063(GOOD),8.000153(GOOD)
@2026-04-01 20:32:00,19.437969(GOOD),8.000153(GOOD)
@2026-04-01 20:33:00,19.451860(GOOD),7.999453(GOOD)
@2026-04-01 20:34:00,19.436956(GOOD),7.999453(GOOD)
@2026-04-01 20:35:00,19.458261(GOOD),8.000153(GOOD)
@2026-04-01 20:36:00,19.449062(GOOD),8.000153(GOOD)
@2026-04-01 20:37:00,19.451862(GOOD),7.998854(GOOD)
@2026-04-01 20:38:00,19.433262(GOOD),7.999454(GOOD)
@2026-04-01 20:39:00,19.453661(GOOD),7.999454(GOOD)
@2026-04-01 20:40:00,19.433268(GOOD),7.999454(GOOD)
@2026-04-01 20:41:00,19.464771(GOOD),7.998554(GOOD)
@2026-04-01 20:42:00,19.447178(GOOD),7.997955(GOOD)
@2026-04-01 20:43:00,19.445374(GOOD),7.997955(GOOD)
@2026-04-01 20:44:00,19.461975(GOOD),7.995755(GOOD)
@2026-04-01 20:45:00,19.463888(GOOD),7.998861(GOOD)
@2026-04-01 20:46:00,19.466679(GOOD),7.997962(GOOD)
@2026-04-01 20:47:00,19.461081(GOOD),7.997361(GOOD)
@2026-04-01 20:48:00,19.465681(GOOD),7.999461(GOOD)
@2026-04-01 20:49:00,19.461086(GOOD),8.000161(GOOD)
@2026-04-01 20:50:00,19.462990(GOOD),8.000161(GOOD)
@2026-04-01 20:51:00,19.464781(GOOD),8.000161(GOOD)
@2026-04-01 20:52:00,19.461973(GOOD),7.997362(GOOD)
@2026-04-01 20:53:00,19.448071(GOOD),7.995762(GOOD)
@2026-04-01 20:54:00,19.458269(GOOD),7.995762(GOOD)
@2026-04-01 20:55:00,19.459263(GOOD),7.995162(GOOD)
@2026-04-01 20:56:00,19.455561(GOOD),7.995762(GOOD)
@2026-04-01 20:57:00,19.440653(GOOD),7.996462(GOOD)
@2026-04-01 20:58:00,19.424953(GOOD),7.996462(GOOD)
@2026-04-01 20:59:00,19.433256(GOOD),7.998562(GOOD)
@2026-04-01 21:00:00,19.449074(GOOD),7.999507(GOOD)
@2026-04-01 21:01:00,19.433270(GOOD),7.999507(GOOD)
@2026-04-01 21:02:00,19.449965(GOOD),7.999507(GOOD)
@2026-04-01 21:03:00,19.423065(GOOD),7.999507(GOOD)
@2026-04-01 21:04:00,19.447165(GOOD),7.998907(GOOD)
@2026-04-01 21:05:00,19.448061(GOOD),8.000207(GOOD)
@2026-04-01 21:06:00,19.464762(GOOD),7.997408(GOOD)
@2026-04-01 21:07:00,19.449963(GOOD),7.993709(GOOD)
@2026-04-01 21:08:00,19.424965(GOOD),7.992209(GOOD)
@2026-04-01 21:09:00,19.451864(GOOD),7.995811(GOOD)
@2026-04-01 21:10:00,19.449062(GOOD),8.000211(GOOD)
@2026-04-01 21:11:00,19.464758(GOOD),8.000211(GOOD)
@2026-04-01 21:12:00,19.448061(GOOD),8.006811(GOOD)
@2026-04-01 21:13:00,19.451855(GOOD),8.006811(GOOD)
@2026-04-01 21:14:00,19.433147(GOOD),8.009611(GOOD)
@2026-04-01 21:15:00,19.441666(GOOD),8.012639(GOOD)
@2026-04-01 21:16:00,19.461958(GOOD),8.013339(GOOD)
@2026-04-01 21:17:00,19.443457(GOOD),8.000838(GOOD)
@2026-04-01 21:18:00,19.437954(GOOD),8.001039(GOOD)
@2026-04-01 21:19:00,19.441652(GOOD),7.998939(GOOD)
@2026-04-01 21:20:00,19.473053(GOOD),7.998940(GOOD)
@2026-04-01 21:21:00,19.458258(GOOD),8.000839(GOOD)
@2026-04-01 21:22:00,19.429556(GOOD),8.002339(GOOD)
@2026-04-01 21:23:00,19.436058(GOOD),8.001740(GOOD)
@2026-04-01 21:24:00,19.460161(GOOD),7.999539(GOOD)
@2026-04-01 21:25:00,19.445360(GOOD),8.001040(GOOD)
@2026-04-01 21:26:00,19.467560(GOOD),8.000239(GOOD)
@2026-04-01 21:27:00,19.461067(GOOD),8.001040(GOOD)
@2026-04-01 21:28:00,19.422163(GOOD),8.001040(GOOD)
@2026-04-01 21:29:00,19.432358(GOOD),8.001040(GOOD)
@2026-04-01 21:30:00,19.447222(GOOD),8.003166(GOOD)
@2026-04-01 21:31:00,19.470419(GOOD),8.003166(GOOD)
@2026-04-01 21:32:00,19.456516(GOOD),8.003766(GOOD)
@2026-04-01 21:33:00,19.450916(GOOD),8.003766(GOOD)
@2026-04-01 21:34:00,19.432413(GOOD),8.002266(GOOD)
@2026-04-01 21:35:00,19.454620(GOOD),8.003166(GOOD)
