$TagName,V4::DPU1005.HW.AI060106.PV,V4::DPU1005.HW.AI040201.PV
$Time,Data(Quality),Data(Quality)
@2026-03-10 20:00:00,17.485184(GOOD),8.231146(GOOD)
@2026-03-10 20:01:00,17.476891(GOOD),8.231146(GOOD)
@2026-03-10 20:02:00,17.524996(GOOD),8.234246(GOOD)
@2026-03-10 20:03:00,17.506498(GOOD),8.237046(GOOD)
@2026-03-10 20:04:00,17.513004(GOOD),8.236346(GOOD)
@2026-03-10 20:05:00,17.510199(GOOD),8.223845(GOOD)
@2026-03-10 20:06:00,17.500908(GOOD),8.224746(GOOD)
@2026-03-10 20:07:00,17.517614(GOOD),8.223246(GOOD)
@2026-03-10 20:08:00,17.534309(GOOD),8.226046(GOOD)
@2026-03-10 20:09:00,17.539808(GOOD),8.225346(GOOD)
@2026-03-10 20:10:00,17.534306(GOOD),8.222345(GOOD)
@2026-03-10 20:11:00,17.502806(GOOD),8.227546(GOOD)
@2026-03-10 20:12:00,17.506500(GOOD),8.227546(GOOD)
@2026-03-10 20:13:00,17.511997(GOOD),8.227546(GOOD)
@2026-03-10 20:14:00,17.543499(GOOD),8.229046(GOOD)
@2026-03-10 20:15:00,17.537037(GOOD),8.228993(GOOD)
@2026-03-10 20:16:00,17.513943(GOOD),8.230494(GOOD)
@2026-03-10 20:17:00,17.512033(GOOD),8.229593(GOOD)
@2026-03-10 20:18:00,17.513041(GOOD),8.230494(GOOD)
@2026-03-10 20:19:00,17.509336(GOOD),8.231093(GOOD)
@2026-03-10 20:20:00,17.544437(GOOD),8.231093(GOOD)
@2026-03-10 20:21:00,17.525942(GOOD),8.230494(GOOD)
@2026-03-10 20:22:00,17.536140(GOOD),8.229593(GOOD)
@2026-03-10 20:23:00,17.531534(GOOD),8.228293(GOOD)
@2026-03-10 20:24:00,17.517637(GOOD),8.226793(GOOD)
@2026-03-10 20:25:00,17.521341(GOOD),8.226793(GOOD)
@2026-03-10 20:26:00,17.523148(GOOD),8.225993(GOOD)
@2026-03-10 20:27:00,17.553747(GOOD),8.225993(GOOD)
@2026-03-10 20:28:00,17.528740(GOOD),8.225993(GOOD)
@2026-03-10 20:29:00,17.538038(GOOD),8.225993(GOOD)
@2026-03-10 20:30:00,17.550926(GOOD),8.227487(GOOD)
@2026-03-10 20:31:00,17.555620(GOOD),8.226787(GOOD)
@2026-03-10 20:32:00,17.538019(GOOD),8.226787(GOOD)
@2026-03-10 20:33:00,17.526918(GOOD),8.227487(GOOD)
@2026-03-10 20:34:00,17.539814(GOOD),8.225286(GOOD)
@2026-03-10 20:35:00,17.552811(GOOD),8.225286(GOOD)
@2026-03-10 20:36:00,17.526915(GOOD),8.226787(GOOD)
@2026-03-10 20:37:00,17.554613(GOOD),8.223786(GOOD)
@2026-03-10 20:38:00,17.516714(GOOD),8.224687(GOOD)
@2026-03-10 20:39:00,17.547209(GOOD),8.223786(GOOD)
@2026-03-10 20:40:00,17.528711(GOOD),8.223786(GOOD)
@2026-03-10 20:41:00,17.540714(GOOD),8.223186(GOOD)
@2026-03-10 20:42:00,17.553713(GOOD),8.223786(GOOD)
@2026-03-10 20:43:00,17.548119(GOOD),8.223186(GOOD)
@2026-03-10 20:44:00,17.559313(GOOD),8.223786(GOOD)
@2026-03-10 20:45:00,17.534260(GOOD),8.225333(GOOD)
@2026-03-10 20:46:00,17.545355(GOOD),8.225333(GOOD)
@2026-03-10 20:47:00,17.548950(GOOD),8.224533(GOOD)
@2026-03-10 20:48:00,17.538750(GOOD),8.223833(GOOD)
@2026-03-10 20:49:00,17.553547(GOOD),8.225333(GOOD)
@2026-03-10 20:50:00,17.544352(GOOD),8.225333(GOOD)
@2026-03-10 20:51:00,17.559258(GOOD),8.224733(GOOD)
@2026-03-10 20:52:00,17.561056(GOOD),8.223833(GOOD)
@2026-03-10 20:53:00,17.568459(GOOD),8.224033(GOOD)
@2026-03-10 20:54:00,17.531458(GOOD),8.223833(GOOD)
@2026-03-10 20:55:00,17.540651(GOOD),8.223233(GOOD)
@2026-03-10 20:56:00,17.572950(GOOD),8.223233(GOOD)
@2026-03-10 20:57:00,17.576853(GOOD),8.223233(GOOD)
@2026-03-10 20:58:00,17.572050(GOOD),8.222333(GOOD)
@2026-03-10 20:59:00,17.574846(GOOD),8.223233(GOOD)
@2026-03-10 21:00:00,17.545370(GOOD),8.221674(GOOD)
@2026-03-10 21:01:00,17.572172(GOOD),8.220774(GOOD)
@2026-03-10 21:02:00,17.559271(GOOD),8.221674(GOOD)
@2026-03-10 21:03:00,17.541670(GOOD),8.222274(GOOD)
@2026-03-10 21:04:00,17.589767(GOOD),8.222274(GOOD)
