$TagName,V4::DPU1005.HW.AI060106.PV,V4::DPU1005.HW.AI040201.PV
$Time,Data(Quality),Data(Quality)
@2026-04-25 10:00:00,19.981482(GOOD),6.837438(GOOD)
@2026-04-25 10:01:00,19.990685(GOOD),6.838938(GOOD)
@2026-04-25 10:02:00,19.954582(GOOD),6.840538(GOOD)
@2026-04-25 10:03:00,19.974985(GOOD),6.840539(GOOD)
@2026-04-25 10:04:00,19.974081(GOOD),6.821540(GOOD)
@2026-04-25 10:05:00,19.981482(GOOD),6.837438(GOOD)
@2026-04-25 10:06:00,19.962980(GOOD),6.846937(GOOD)
@2026-04-25 10:07:00,19.961979(GOOD),6.854937(GOOD)
@2026-04-25 10:08:00,19.966679(GOOD),6.855136(GOOD)
@2026-04-25 10:09:00,19.971281(GOOD),6.849937(GOOD)
@2026-04-25 10:10:00,19.960184(GOOD),6.859437(GOOD)
@2026-04-25 10:11:00,19.954586(GOOD),6.861539(GOOD)
@2026-04-25 10:12:00,19.941683(GOOD),6.859439(GOOD)
@2026-04-25 10:13:00,19.975885(GOOD),6.860040(GOOD)
@2026-04-25 10:14:00,19.953686(GOOD),6.859439(GOOD)
@2026-04-25 10:15:00,19.940741(GOOD),6.865209(GOOD)
@2026-04-25 10:16:00,19.969440(GOOD),6.864308(GOOD)
@2026-04-25 10:17:00,19.956539(GOOD),6.855710(GOOD)
@2026-04-25 10:18:00,19.960243(GOOD),6.853610(GOOD)
@2026-04-25 10:19:00,19.978746(GOOD),6.861510(GOOD)
@2026-04-25 10:20:00,19.975048(GOOD),6.850611(GOOD)
@2026-04-25 10:21:00,19.940855(GOOD),6.857912(GOOD)
@2026-04-25 10:22:00,19.957554(GOOD),6.864312(GOOD)
@2026-04-25 10:23:00,19.962160(GOOD),6.859412(GOOD)
@2026-04-25 10:24:00,19.960369(GOOD),6.859412(GOOD)
@2026-04-25 10:25:00,19.944569(GOOD),6.861514(GOOD)
@2026-04-25 10:26:00,19.951069(GOOD),6.862212(GOOD)
@2026-04-25 10:27:00,19.975170(GOOD),6.861512(GOOD)
@2026-04-25 10:28:00,19.975178(GOOD),6.863711(GOOD)
@2026-04-25 10:29:00,19.969578(GOOD),6.872510(GOOD)
@2026-04-25 10:30:00,19.973148(GOOD),6.877695(GOOD)
@2026-04-25 10:31:00,19.944441(GOOD),6.875295(GOOD)
@2026-04-25 10:32:00,19.956545(GOOD),6.870395(GOOD)
@2026-04-25 10:33:00,19.965746(GOOD),6.884794(GOOD)
@2026-04-25 10:34:00,19.959347(GOOD),6.887794(GOOD)
@2026-04-25 10:35:00,19.947350(GOOD),6.887793(GOOD)
@2026-04-25 10:36:00,19.935352(GOOD),6.890593(GOOD)
@2026-04-25 10:37:00,19.926052(GOOD),6.881993(GOOD)
@2026-04-25 10:38:00,19.952051(GOOD),6.895794(GOOD)
@2026-04-25 10:39:00,19.937155(GOOD),6.900896(GOOD)
@2026-04-25 10:40:00,19.965857(GOOD),6.894895(GOOD)
@2026-04-25 10:41:00,19.976055(GOOD),6.894895(GOOD)
@2026-04-25 10:42:00,19.962152(GOOD),6.896595(GOOD)
@2026-04-25 10:43:00,19.948257(GOOD),6.899395(GOOD)
@2026-04-25 10:44:00,19.962164(GOOD),6.897895(GOOD)
@2026-04-25 10:45:00,19.962963(GOOD),6.903743(GOOD)
@2026-04-25 10:46:00,19.962961(GOOD),6.902243(GOOD)
@2026-04-25 10:47:00,19.946260(GOOD),6.900944(GOOD)
@2026-04-25 10:48:00,19.977758(GOOD),6.915443(GOOD)
@2026-04-25 10:49:00,19.970354(GOOD),6.911144(GOOD)
@2026-04-25 10:50:00,19.974955(GOOD),6.917746(GOOD)
@2026-04-25 10:51:00,19.959253(GOOD),6.914746(GOOD)
@2026-04-25 10:52:00,19.944355(GOOD),6.924246(GOOD)
@2026-04-25 10:53:00,19.961058(GOOD),6.914746(GOOD)
@2026-04-25 10:54:00,19.964752(GOOD),6.919046(GOOD)
@2026-04-25 10:55:00,19.944361(GOOD),6.907447(GOOD)
@2026-04-25 10:56:00,19.949064(GOOD),6.913947(GOOD)
@2026-04-25 10:57:00,19.944370(GOOD),6.916245(GOOD)
@2026-04-25 10:58:00,19.961966(GOOD),6.913445(GOOD)
