$TagName,V4::DPU1005.HW.AI060106.PV,V4::DPU1005.HW.AI040201.PV
$Time,Data(Quality),Data(Quality)
@2026-04-18 20:00:00,19.901852(GOOD),7.848598(GOOD)
@2026-04-18 20:01:00,19.907249(GOOD),7.849496(GOOD)
@2026-04-18 20:02:00,19.904554(GOOD),7.838498(GOOD)
@2026-04-18 20:03:00,19.937952(GOOD),7.837798(GOOD)
@2026-04-18 20:04:00,19.906343(GOOD),7.859600(GOOD)
@2026-04-18 20:05:00,19.902639(GOOD),7.848599(GOOD)
@2026-04-18 20:06:00,19.912844(GOOD),7.851598(GOOD)
@2026-04-18 20:07:00,19.917442(GOOD),7.851597(GOOD)
@2026-04-18 20:08:00,19.911842(GOOD),7.847297(GOOD)
@2026-04-18 20:09:00,19.885050(GOOD),7.842098(GOOD)
@2026-04-18 20:10:00,19.922949(GOOD),7.862598(GOOD)
@2026-04-18 20:11:00,19.889639(GOOD),7.858099(GOOD)
@2026-04-18 20:12:00,19.895248(GOOD),7.848600(GOOD)
@2026-04-18 20:13:00,19.898945(GOOD),7.839998(GOOD)
@2026-04-18 20:14:00,19.913746(GOOD),7.847998(GOOD)
@2026-04-18 20:15:00,19.917593(GOOD),7.850104(GOOD)
@2026-04-18 20:16:00,19.900898(GOOD),7.858105(GOOD)
@2026-04-18 20:17:00,19.900000(GOOD),7.861106(GOOD)
@2026-04-18 20:18:00,19.897200(GOOD),7.863205(GOOD)
@2026-04-18 20:19:00,19.894398(GOOD),7.862605(GOOD)
@2026-04-18 20:20:00,19.912998(GOOD),7.864105(GOOD)
@2026-04-18 20:21:00,19.903696(GOOD),7.862605(GOOD)
@2026-04-18 20:22:00,19.881493(GOOD),7.857406(GOOD)
@2026-04-18 20:23:00,19.911095(GOOD),7.858906(GOOD)
@2026-04-18 20:24:00,19.899990(GOOD),7.864707(GOOD)
@2026-04-18 20:25:00,19.891689(GOOD),7.864708(GOOD)
@2026-04-18 20:26:00,19.885181(GOOD),7.864708(GOOD)
@2026-04-18 20:27:00,19.913868(GOOD),7.855309(GOOD)
@2026-04-18 20:28:00,19.916674(GOOD),7.856609(GOOD)
