$TagName,V4::DPU1005.HW.AI060106.PV,V4::DPU1005.HW.AI040201.PV
$Time,Data(Quality),Data(Quality)
@2026-05-13 10:00:00,19.932407(GOOD),7.780785(GOOD)
@2026-05-13 10:01:00,19.956505(GOOD),7.764186(GOOD)
@2026-05-13 10:02:00,19.934307(GOOD),7.772187(GOOD)
@2026-05-13 10:03:00,19.931503(GOOD),7.767887(GOOD)
@2026-05-13 10:04:00,19.959297(GOOD),7.757486(GOOD)
@2026-05-13 10:05:00,19.937994(GOOD),7.750385(GOOD)
@2026-05-13 10:06:00,19.962992(GOOD),7.745886(GOOD)
@2026-05-13 10:07:00,19.962988(GOOD),7.748887(GOOD)
@2026-05-13 10:08:00,19.931486(GOOD),7.740989(GOOD)
@2026-05-13 10:09:00,19.940687(GOOD),7.754689(GOOD)
@2026-05-13 10:10:00,19.937990(GOOD),7.748088(GOOD)
@2026-05-13 10:11:00,19.956493(GOOD),7.725489(GOOD)
@2026-05-13 10:12:00,19.947193(GOOD),7.742189(GOOD)
@2026-05-13 10:13:00,19.964792(GOOD),7.743790(GOOD)
@2026-05-13 10:14:00,19.936987(GOOD),7.737891(GOOD)
@2026-05-13 10:15:00,19.954630(GOOD),7.732778(GOOD)
@2026-05-13 10:16:00,19.965731(GOOD),7.734279(GOOD)
@2026-05-13 10:17:00,19.946320(GOOD),7.732578(GOOD)
@2026-05-13 10:18:00,19.955620(GOOD),7.710178(GOOD)
@2026-05-13 10:19:00,19.960218(GOOD),7.713780(GOOD)
@2026-05-13 10:20:00,19.937012(GOOD),7.712481(GOOD)
@2026-05-13 10:21:00,19.955614(GOOD),7.724781(GOOD)
@2026-05-13 10:22:00,19.938911(GOOD),7.719581(GOOD)
@2026-05-13 10:23:00,19.956516(GOOD),7.715981(GOOD)
@2026-05-13 10:24:00,19.925016(GOOD),7.718981(GOOD)
@2026-05-13 10:25:00,19.939812(GOOD),7.716782(GOOD)
@2026-05-13 10:26:00,19.959312(GOOD),7.704381(GOOD)
@2026-05-13 10:27:00,19.959318(GOOD),7.721180(GOOD)
@2026-05-13 10:28:00,19.936119(GOOD),7.752581(GOOD)
@2026-05-13 10:29:00,19.928719(GOOD),7.721182(GOOD)
@2026-05-13 10:30:00,19.940741(GOOD),7.712542(GOOD)
@2026-05-13 10:31:00,19.942642(GOOD),7.727841(GOOD)
