$TagName,V4::DPU1005.HW.AI060106.PV,V4::DPU1005.HW.AI040201.PV
$Time,Data(Quality),Data(Quality)
@2026-03-15 10:00:00,20.186111(GOOD),7.726965(GOOD)
@2026-03-15 10:01:00,20.189812(GOOD),7.729266(GOOD)
@2026-03-15 10:02:00,20.161112(GOOD),7.733367(GOOD)
@2026-03-15 10:03:00,20.172220(GOOD),7.726267(GOOD)
@2026-03-15 10:04:00,20.179615(GOOD),7.726267(GOOD)
@2026-03-15 10:05:00,20.169413(GOOD),7.726068(GOOD)
@2026-03-15 10:06:00,20.165714(GOOD),7.723968(GOOD)
@2026-03-15 10:07:00,20.132414(GOOD),7.722668(GOOD)
@2026-03-15 10:08:00,20.166714(GOOD),7.724169(GOOD)
@2026-03-15 10:09:00,20.203712(GOOD),7.724969(GOOD)
@2026-03-15 10:10:00,20.181509(GOOD),7.727769(GOOD)
@2026-03-15 10:11:00,20.158312(GOOD),7.724968(GOOD)
@2026-03-15 10:12:00,20.168516(GOOD),7.724768(GOOD)
@2026-03-15 10:13:00,20.146313(GOOD),7.723467(GOOD)
@2026-03-15 10:14:00,20.192608(GOOD),7.723965(GOOD)
@2026-03-15 10:15:00,20.202778(GOOD),7.724813(GOOD)
@2026-03-15 10:16:00,20.136982(GOOD),7.727013(GOOD)
@2026-03-15 10:17:00,20.185181(GOOD),7.717514(GOOD)
@2026-03-15 10:18:00,20.141687(GOOD),7.726114(GOOD)
@2026-03-15 10:19:00,20.173084(GOOD),7.728514(GOOD)
@2026-03-15 10:20:00,20.182384(GOOD),7.726315(GOOD)
@2026-03-15 10:21:00,20.183283(GOOD),7.724814(GOOD)
@2026-03-15 10:22:00,20.161079(GOOD),7.723514(GOOD)
@2026-03-15 10:23:00,20.184278(GOOD),7.723513(GOOD)
@2026-03-15 10:24:00,20.167578(GOOD),7.725513(GOOD)
@2026-03-15 10:25:00,20.181473(GOOD),7.726314(GOOD)
@2026-03-15 10:26:00,20.181479(GOOD),7.724213(GOOD)
@2026-03-15 10:27:00,20.195377(GOOD),7.726313(GOOD)
@2026-03-15 10:28:00,20.196280(GOOD),7.725013(GOOD)
@2026-03-15 10:29:00,20.169378(GOOD),7.724215(GOOD)
@2026-03-15 10:30:00,20.192593(GOOD),7.725674(GOOD)
@2026-03-15 10:31:00,20.165693(GOOD),7.718974(GOOD)
@2026-03-15 10:32:00,20.164787(GOOD),7.724774(GOOD)
@2026-03-15 10:33:00,20.212994(GOOD),7.727574(GOOD)
@2026-03-15 10:34:00,20.183290(GOOD),7.727573(GOOD)
@2026-03-15 10:35:00,20.205591(GOOD),7.729972(GOOD)
@2026-03-15 10:36:00,20.196289(GOOD),7.726970(GOOD)
@2026-03-15 10:37:00,20.185190(GOOD),7.728469(GOOD)
@2026-03-15 10:38:00,20.182390(GOOD),7.726968(GOOD)
@2026-03-15 10:39:00,20.191694(GOOD),7.726969(GOOD)
@2026-03-15 10:40:00,20.197195(GOOD),7.729068(GOOD)
@2026-03-15 10:41:00,20.168495(GOOD),7.729268(GOOD)
@2026-03-15 10:42:00,20.166698(GOOD),7.729968(GOOD)
@2026-03-15 10:43:00,20.210190(GOOD),7.730567(GOOD)
@2026-03-15 10:44:00,20.174091(GOOD),7.729066(GOOD)
@2026-03-15 10:45:00,20.188889(GOOD),7.732132(GOOD)
@2026-03-15 10:46:00,20.145382(GOOD),7.730831(GOOD)
@2026-03-15 10:47:00,20.189779(GOOD),7.732131(GOOD)
@2026-03-15 10:48:00,20.178675(GOOD),7.732132(GOOD)
@2026-03-15 10:49:00,20.219374(GOOD),7.733633(GOOD)
@2026-03-15 10:50:00,20.171274(GOOD),7.733633(GOOD)
@2026-03-15 10:51:00,20.175873(GOOD),7.732132(GOOD)
@2026-03-15 10:52:00,20.216665(GOOD),7.733432(GOOD)
@2026-03-15 10:53:00,20.203667(GOOD),7.733432(GOOD)
@2026-03-15 10:54:00,20.188868(GOOD),7.734333(GOOD)
@2026-03-15 10:55:00,20.202765(GOOD),7.731332(GOOD)
@2026-03-15 10:56:00,20.168468(GOOD),7.733032(GOOD)
@2026-03-15 10:57:00,20.191666(GOOD),7.733633(GOOD)
@2026-03-15 10:58:00,20.183268(GOOD),7.733434(GOOD)
@2026-03-15 10:59:00,20.207373(GOOD),7.735135(GOOD)
@2026-03-15 11:00:00,20.215740(GOOD),7.742250(GOOD)
@2026-03-15 11:01:00,20.183344(GOOD),7.741650(GOOD)
@2026-03-15 11:02:00,20.162045(GOOD),7.738750(GOOD)
@2026-03-15 11:03:00,20.215736(GOOD),7.740850(GOOD)
@2026-03-15 11:04:00,20.182436(GOOD),7.740450(GOOD)
@2026-03-15 11:05:00,20.202835(GOOD),7.753352(GOOD)
@2026-03-15 11:06:00,20.192636(GOOD),7.751852(GOOD)
@2026-03-15 11:07:00,20.205631(GOOD),7.747552(GOOD)
@2026-03-15 11:08:00,20.201931(GOOD),7.749050(GOOD)
@2026-03-15 11:09:00,20.216732(GOOD),7.750449(GOOD)
@2026-03-15 11:10:00,20.205631(GOOD),7.751749(GOOD)
@2026-03-15 11:11:00,20.160223(GOOD),7.753948(GOOD)
@2026-03-15 11:12:00,20.175915(GOOD),7.753249(GOOD)
@2026-03-15 11:13:00,20.199116(GOOD),7.754749(GOOD)
@2026-03-15 11:14:00,20.221310(GOOD),7.753350(GOOD)
@2026-03-15 11:15:00,20.209259(GOOD),7.751077(GOOD)
@2026-03-15 11:16:00,20.172155(GOOD),7.748876(GOOD)
@2026-03-15 11:17:00,20.172155(GOOD),7.772776(GOOD)
@2026-03-15 11:18:00,20.184252(GOOD),7.765676(GOOD)
@2026-03-15 11:19:00,20.179550(GOOD),7.768476(GOOD)
@2026-03-15 11:20:00,20.175751(GOOD),7.781574(GOOD)
@2026-03-15 11:21:00,20.196255(GOOD),7.776474(GOOD)
@2026-03-15 11:22:00,20.198051(GOOD),7.775175(GOOD)
@2026-03-15 11:23:00,20.208145(GOOD),7.772175(GOOD)
