$TagName,V4::DPU1005.HW.AI060106.PV,V4::DPU1005.HW.AI040201.PV
$Time,Data(Quality),Data(Quality)
@2026-05-22 00:00:00,19.906481(GOOD),7.649681(GOOD)
@2026-05-22 00:01:00,19.900883(GOOD),7.656382(GOOD)
@2026-05-22 00:02:00,19.909286(GOOD),7.652683(GOOD)
@2026-05-22 00:03:00,19.875887(GOOD),7.655683(GOOD)
@2026-05-22 00:04:00,19.888889(GOOD),7.655484(GOOD)
@2026-05-22 00:05:00,19.904587(GOOD),7.648984(GOOD)
@2026-05-22 00:06:00,19.868486(GOOD),7.641085(GOOD)
@2026-05-22 00:07:00,19.871284(GOOD),7.648384(GOOD)
@2026-05-22 00:08:00,19.897181(GOOD),7.657887(GOOD)
@2026-05-22 00:09:00,19.899986(GOOD),7.659988(GOOD)
@2026-05-22 00:10:00,19.879580(GOOD),7.651190(GOOD)
@2026-05-22 00:11:00,19.898075(GOOD),7.656392(GOOD)
@2026-05-22 00:12:00,19.894371(GOOD),7.660692(GOOD)
@2026-05-22 00:13:00,19.861967(GOOD),7.653293(GOOD)
@2026-05-22 00:14:00,19.886066(GOOD),7.662993(GOOD)
@2026-05-22 00:15:00,19.888889(GOOD),7.646882(GOOD)
@2026-05-22 00:16:00,19.875891(GOOD),7.650481(GOOD)
@2026-05-22 00:17:00,19.875883(GOOD),7.671581(GOOD)
@2026-05-22 00:18:00,19.861982(GOOD),7.669483(GOOD)
@2026-05-22 00:19:00,19.892582(GOOD),7.663682(GOOD)
@2026-05-22 00:20:00,19.874077(GOOD),7.660682(GOOD)
@2026-05-22 00:21:00,19.897177(GOOD),7.659382(GOOD)
@2026-05-22 00:22:00,19.881474(GOOD),7.664282(GOOD)
@2026-05-22 00:23:00,19.899975(GOOD),7.661481(GOOD)
@2026-05-22 00:24:00,19.905575(GOOD),7.671583(GOOD)
@2026-05-22 00:25:00,19.871279(GOOD),7.668584(GOOD)
@2026-05-22 00:26:00,19.898079(GOOD),7.659986(GOOD)
@2026-05-22 00:27:00,19.879578(GOOD),7.662987(GOOD)
@2026-05-22 00:28:00,19.902777(GOOD),7.662188(GOOD)
@2026-05-22 00:29:00,19.878675(GOOD),7.675288(GOOD)
@2026-05-22 00:30:00,19.875925(GOOD),7.660875(GOOD)
@2026-05-22 00:31:00,19.903723(GOOD),7.659976(GOOD)
@2026-05-22 00:32:00,19.870419(GOOD),7.646877(GOOD)
@2026-05-22 00:33:00,19.872225(GOOD),7.662778(GOOD)
@2026-05-22 00:34:00,19.875925(GOOD),7.675280(GOOD)
@2026-05-22 00:35:00,19.897221(GOOD),7.673779(GOOD)
@2026-05-22 00:36:00,19.866714(GOOD),7.668580(GOOD)
@2026-05-22 00:37:00,19.866713(GOOD),7.677481(GOOD)
@2026-05-22 00:38:00,19.877815(GOOD),7.665781(GOOD)
@2026-05-22 00:39:00,19.885216(GOOD),7.656381(GOOD)
@2026-05-22 00:40:00,19.918516(GOOD),7.664280(GOOD)
@2026-05-22 00:41:00,19.888014(GOOD),7.669480(GOOD)
@2026-05-22 00:42:00,19.915722(GOOD),7.665182(GOOD)
@2026-05-22 00:43:00,19.872223(GOOD),7.667983(GOOD)
@2026-05-22 00:44:00,19.909321(GOOD),7.664283(GOOD)
@2026-05-22 00:45:00,19.890741(GOOD),7.666472(GOOD)
