$TagName,V4::DPU1005.HW.AI060106.PV,V4::DPU1005.HW.AI040201.PV
$Time,Data(Quality),Data(Quality)
@2026-04-15 10:00:00,19.900000(GOOD),7.653340(GOOD)
@2026-04-15 10:01:00,19.910210(GOOD),7.652740(GOOD)
@2026-04-15 10:02:00,19.881514(GOOD),7.642442(GOOD)
@2026-04-15 10:03:00,19.881514(GOOD),7.649941(GOOD)
@2026-04-15 10:04:00,19.909319(GOOD),7.638941(GOOD)
@2026-04-15 10:05:00,19.884319(GOOD),7.646240(GOOD)
@2026-04-15 10:06:00,19.900915(GOOD),7.651239(GOOD)
@2026-04-15 10:07:00,19.905617(GOOD),7.651839(GOOD)
@2026-04-15 10:08:00,19.889818(GOOD),7.648440(GOOD)
@2026-04-15 10:09:00,19.906515(GOOD),7.647541(GOOD)
@2026-04-15 10:10:00,19.902819(GOOD),7.647541(GOOD)
@2026-04-15 10:11:00,19.890715(GOOD),7.650542(GOOD)
@2026-04-15 10:12:00,19.901917(GOOD),7.650542(GOOD)
@2026-04-15 10:13:00,19.894415(GOOD),7.658542(GOOD)
@2026-04-15 10:14:00,19.872215(GOOD),7.665241(GOOD)
@2026-04-15 10:15:00,19.904631(GOOD),7.650542(GOOD)
@2026-04-15 10:16:00,19.897228(GOOD),7.651242(GOOD)
@2026-04-15 10:17:00,19.875025(GOOD),7.646942(GOOD)
@2026-04-15 10:18:00,19.895426(GOOD),7.655740(GOOD)
@2026-04-15 10:19:00,19.909319(GOOD),7.654242(GOOD)
@2026-04-15 10:20:00,19.900919(GOOD),7.652041(GOOD)
@2026-04-15 10:21:00,19.887024(GOOD),7.647542(GOOD)
@2026-04-15 10:22:00,19.903725(GOOD),7.656441(GOOD)
@2026-04-15 10:23:00,19.887026(GOOD),7.650541(GOOD)
@2026-04-15 10:24:00,19.900028(GOOD),7.657042(GOOD)
@2026-04-15 10:25:00,19.875925(GOOD),7.659442(GOOD)
@2026-04-15 10:26:00,19.875927(GOOD),7.646942(GOOD)
@2026-04-15 10:27:00,19.882425(GOOD),7.655744(GOOD)
@2026-04-15 10:28:00,19.922228(GOOD),7.660745(GOOD)
@2026-04-15 10:29:00,19.909330(GOOD),7.662245(GOOD)
@2026-04-15 10:30:00,19.893518(GOOD),7.680466(GOOD)
@2026-04-15 10:31:00,19.891724(GOOD),7.675867(GOOD)
@2026-04-15 10:32:00,19.897226(GOOD),7.687566(GOOD)
@2026-04-15 10:33:00,19.898127(GOOD),7.682567(GOOD)
@2026-04-15 10:34:00,19.885225(GOOD),7.683867(GOOD)
@2026-04-15 10:35:00,19.905622(GOOD),7.686267(GOOD)
@2026-04-15 10:36:00,19.888027(GOOD),7.684769(GOOD)
@2026-04-15 10:37:00,19.918522(GOOD),7.700070(GOOD)
@2026-04-15 10:38:00,19.894423(GOOD),7.678271(GOOD)
@2026-04-15 10:39:00,19.884310(GOOD),7.681772(GOOD)
@2026-04-15 10:40:00,19.887009(GOOD),7.690573(GOOD)
@2026-04-15 10:41:00,19.907408(GOOD),7.700072(GOOD)
@2026-04-15 10:42:00,19.893513(GOOD),7.692072(GOOD)
@2026-04-15 10:43:00,19.899111(GOOD),7.706471(GOOD)
@2026-04-15 10:44:00,19.881508(GOOD),7.688371(GOOD)
@2026-04-15 10:45:00,19.909260(GOOD),7.690584(GOOD)
@2026-04-15 10:46:00,19.899063(GOOD),7.695783(GOOD)
@2026-04-15 10:47:00,19.910168(GOOD),7.695784(GOOD)
@2026-04-15 10:48:00,19.881472(GOOD),7.694885(GOOD)
@2026-04-15 10:49:00,19.894367(GOOD),7.689085(GOOD)
@2026-04-15 10:50:00,19.880573(GOOD),7.694186(GOOD)
@2026-04-15 10:51:00,19.900875(GOOD),7.681087(GOOD)
@2026-04-15 10:52:00,19.877773(GOOD),7.688388(GOOD)
@2026-04-15 10:53:00,19.890667(GOOD),7.665789(GOOD)
@2026-04-15 10:54:00,19.903656(GOOD),7.682589(GOOD)
@2026-04-15 10:55:00,19.871256(GOOD),7.671589(GOOD)
@2026-04-15 10:56:00,19.867559(GOOD),7.684789(GOOD)
@2026-04-15 10:57:00,19.878660(GOOD),7.683290(GOOD)
@2026-04-15 10:58:00,19.856459(GOOD),7.681089(GOOD)
@2026-04-15 10:59:00,19.896261(GOOD),7.684090(GOOD)
@2026-04-15 11:00:00,19.873148(GOOD),7.678958(GOOD)
@2026-04-15 11:01:00,19.889845(GOOD),7.680459(GOOD)
@2026-04-15 11:02:00,19.869444(GOOD),7.684059(GOOD)
@2026-04-15 11:03:00,19.862043(GOOD),7.678958(GOOD)
@2026-04-15 11:04:00,19.885244(GOOD),7.684759(GOOD)
@2026-04-15 11:05:00,19.876949(GOOD),7.696359(GOOD)
@2026-04-15 11:06:00,19.875038(GOOD),7.691160(GOOD)
@2026-04-15 11:07:00,19.880632(GOOD),7.706458(GOOD)
@2026-04-15 11:08:00,19.883331(GOOD),7.707959(GOOD)
@2026-04-15 11:09:00,19.875032(GOOD),7.701560(GOOD)
@2026-04-15 11:10:00,19.898130(GOOD),7.710159(GOOD)
@2026-04-15 11:11:00,19.875032(GOOD),7.704559(GOOD)
@2026-04-15 11:12:00,19.891729(GOOD),7.706459(GOOD)
@2026-04-15 11:13:00,19.902830(GOOD),7.712459(GOOD)
@2026-04-15 11:14:00,19.869425(GOOD),7.689061(GOOD)
@2026-04-15 11:15:00,19.882408(GOOD),7.713188(GOOD)
@2026-04-15 11:16:00,19.900011(GOOD),7.721187(GOOD)
@2026-04-15 11:17:00,19.899111(GOOD),7.716787(GOOD)
@2026-04-15 11:18:00,19.892612(GOOD),7.725486(GOOD)
@2026-04-15 11:19:00,19.881508(GOOD),7.721786(GOOD)
@2026-04-15 11:20:00,19.900017(GOOD),7.726988(GOOD)
@2026-04-15 11:21:00,19.891718(GOOD),7.732088(GOOD)
@2026-04-15 11:22:00,19.888916(GOOD),7.721189(GOOD)
@2026-04-15 11:23:00,19.898117(GOOD),7.724789(GOOD)
@2026-04-15 11:24:00,19.913923(GOOD),7.722689(GOOD)
@2026-04-15 11:25:00,19.894417(GOOD),7.720490(GOOD)
@2026-04-15 11:26:00,19.913013(GOOD),7.733589(GOOD)
@2026-04-15 11:27:00,19.899109(GOOD),7.734288(GOOD)
@2026-04-15 11:28:00,19.900007(GOOD),7.735787(GOOD)
@2026-04-15 11:29:00,19.888901(GOOD),7.734287(GOOD)
@2026-04-15 11:30:00,19.894445(GOOD),7.745910(GOOD)
@2026-04-15 11:31:00,19.918541(GOOD),7.736411(GOOD)
@2026-04-15 11:32:00,19.900040(GOOD),7.734911(GOOD)
@2026-04-15 11:33:00,19.923140(GOOD),7.730013(GOOD)
@2026-04-15 11:34:00,19.906538(GOOD),7.729315(GOOD)
@2026-04-15 11:35:00,19.896338(GOOD),7.719914(GOOD)
@2026-04-15 11:36:00,19.927837(GOOD),7.732115(GOOD)
@2026-04-15 11:37:00,19.928745(GOOD),7.737314(GOOD)
@2026-04-15 11:38:00,19.899145(GOOD),7.737115(GOOD)
@2026-04-15 11:39:00,19.890739(GOOD),7.727817(GOOD)
@2026-04-15 11:40:00,19.919436(GOOD),7.731518(GOOD)
@2026-04-15 11:41:00,19.910242(GOOD),7.730618(GOOD)
@2026-04-15 11:42:00,19.888939(GOOD),7.730619(GOOD)
@2026-04-15 11:43:00,19.918533(GOOD),7.730020(GOOD)
@2026-04-15 11:44:00,19.914835(GOOD),7.716220(GOOD)
@2026-04-15 11:45:00,19.883333(GOOD),7.723306(GOOD)
@2026-04-15 11:46:00,19.882433(GOOD),7.725506(GOOD)
@2026-04-15 11:47:00,19.916733(GOOD),7.732107(GOOD)
@2026-04-15 11:48:00,19.912035(GOOD),7.732107(GOOD)
@2026-04-15 11:49:00,19.903734(GOOD),7.727808(GOOD)
@2026-04-15 11:50:00,19.903738(GOOD),7.726308(GOOD)
@2026-04-15 11:51:00,19.911140(GOOD),7.730008(GOOD)
@2026-04-15 11:52:00,19.910240(GOOD),7.729109(GOOD)
@2026-04-15 11:53:00,19.885239(GOOD),7.731510(GOOD)
@2026-04-15 11:54:00,19.921339(GOOD),7.739511(GOOD)
@2026-04-15 11:55:00,19.892641(GOOD),7.723311(GOOD)
@2026-04-15 11:56:00,19.893539(GOOD),7.719612(GOOD)
@2026-04-15 11:57:00,19.913935(GOOD),7.727811(GOOD)
@2026-04-15 11:58:00,19.900932(GOOD),7.727810(GOOD)
@2026-04-15 11:59:00,19.905630(GOOD),7.724211(GOOD)
@2026-04-15 12:00:00,19.921297(GOOD),7.722014(GOOD)
@2026-04-15 12:01:00,19.921291(GOOD),7.733613(GOOD)
@2026-04-15 12:02:00,19.900892(GOOD),7.714716(GOOD)
@2026-04-15 12:03:00,19.889795(GOOD),7.725516(GOOD)
@2026-04-15 12:04:00,19.913895(GOOD),7.723317(GOOD)
@2026-04-15 12:05:00,19.884295(GOOD),7.727817(GOOD)
@2026-04-15 12:06:00,19.903694(GOOD),7.730017(GOOD)
@2026-04-15 12:07:00,19.899090(GOOD),7.724817(GOOD)
@2026-04-15 12:08:00,19.881487(GOOD),7.726317(GOOD)
@2026-04-15 12:09:00,19.863888(GOOD),7.722716(GOOD)
@2026-04-15 12:10:00,19.877790(GOOD),7.730016(GOOD)
@2026-04-15 12:11:00,19.889790(GOOD),7.726315(GOOD)
@2026-04-15 12:12:00,19.865696(GOOD),7.731514(GOOD)
@2026-04-15 12:13:00,19.883299(GOOD),7.727015(GOOD)
@2026-04-15 12:14:00,19.890696(GOOD),7.725515(GOOD)
@2026-04-15 12:15:00,19.894445(GOOD),7.724167(GOOD)
@2026-04-15 12:16:00,19.900949(GOOD),7.722668(GOOD)
@2026-04-15 12:17:00,19.879749(GOOD),7.715969(GOOD)
@2026-04-15 12:18:00,19.876947(GOOD),7.721170(GOOD)
@2026-04-15 12:19:00,19.878851(GOOD),7.716170(GOOD)
@2026-04-15 12:20:00,19.896456(GOOD),7.719571(GOOD)
@2026-04-15 12:21:00,19.885355(GOOD),7.721972(GOOD)
@2026-04-15 12:22:00,19.868656(GOOD),7.716172(GOOD)
@2026-04-15 12:23:00,19.888947(GOOD),7.706673(GOOD)
