$TagName,V4::DPU1005.HW.AI060106.PV,V4::DPU1005.HW.AI040201.PV
$Time,Data(Quality),Data(Quality)
@2026-05-28 10:00:00,19.743519(GOOD),7.427514(GOOD)
@2026-05-28 10:01:00,19.760218(GOOD),7.445814(GOOD)
@2026-05-28 10:02:00,19.784313(GOOD),7.423916(GOOD)
@2026-05-28 10:03:00,19.743509(GOOD),7.434216(GOOD)
@2026-05-28 10:04:00,19.780609(GOOD),7.421116(GOOD)
@2026-05-28 10:05:00,19.760212(GOOD),7.446516(GOOD)
@2026-05-28 10:06:00,19.753714(GOOD),7.442217(GOOD)
@2026-05-28 10:07:00,19.777815(GOOD),7.437217(GOOD)
@2026-05-28 10:08:00,19.764814(GOOD),7.439418(GOOD)
@2026-05-28 10:09:00,19.787014(GOOD),7.443419(GOOD)
@2026-05-28 10:10:00,19.752813(GOOD),7.445817(GOOD)
@2026-05-28 10:11:00,19.767612(GOOD),7.449518(GOOD)
@2026-05-28 10:12:00,19.748112(GOOD),7.438517(GOOD)
@2026-05-28 10:13:00,19.763908(GOOD),7.426217(GOOD)
@2026-05-28 10:14:00,19.750011(GOOD),7.457416(GOOD)
@2026-05-28 10:15:00,19.754629(GOOD),7.454639(GOOD)
@2026-05-28 10:16:00,19.763027(GOOD),7.455338(GOOD)
@2026-05-28 10:17:00,19.755636(GOOD),7.454638(GOOD)
@2026-05-28 10:18:00,19.739834(GOOD),7.453137(GOOD)
@2026-05-28 10:19:00,19.759333(GOOD),7.458338(GOOD)
@2026-05-28 10:20:00,19.749138(GOOD),7.454638(GOOD)
@2026-05-28 10:21:00,19.758329(GOOD),7.414438(GOOD)
@2026-05-28 10:22:00,19.752825(GOOD),7.461137(GOOD)
@2026-05-28 10:23:00,19.732430(GOOD),7.470638(GOOD)
@2026-05-28 10:24:00,19.743528(GOOD),7.453838(GOOD)
@2026-05-28 10:25:00,19.746326(GOOD),7.458938(GOOD)
@2026-05-28 10:26:00,19.728727(GOOD),7.449539(GOOD)
@2026-05-28 10:27:00,19.727825(GOOD),7.469141(GOOD)
@2026-05-28 10:28:00,19.737022(GOOD),7.449541(GOOD)
@2026-05-28 10:29:00,19.754622(GOOD),7.453142(GOOD)
@2026-05-28 10:30:00,19.747223(GOOD),7.456792(GOOD)
@2026-05-28 10:31:00,19.747223(GOOD),7.459591(GOOD)
@2026-05-28 10:32:00,19.738924(GOOD),7.456792(GOOD)
@2026-05-28 10:33:00,19.745426(GOOD),7.458892(GOOD)
@2026-05-28 10:34:00,19.737020(GOOD),7.461691(GOOD)
